 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.708987774737	0.120878395944	0.0351339196454	0.00588976338883	0.0081989538612	0.00664735745457	0.0112488247787	0.103014965053
ì	0.668149118672	0.220549356361	0.0481863716128	0.0110785341378	0.00869217984425	0.00489889963087	0.00376463017963	0.0346808680704
m	0.622198436691	0.233518218984	0.057914596428	0.0240179867857	0.0401297948467	0.00870124227721	0.00138550411897	0.0121342036665
m	0.650703285564	0.168286981003	0.0811788906767	0.0317541481568	0.0524889189259	0.0103068795917	0.000589809333251	0.00469107569835
e	0.605844689188	0.194564111309	0.132395357206	0.0344756637171	0.0258321692316	0.00476729749801	0.000222558511042	0.00189813539538
r	0.435887356463	0.281526670283	0.151585935296	0.0636802946872	0.0455579516239	0.0153145917224	0.00531007042953	0.00113713506932
i	0.254515884508	0.366115267341	0.209101755682	0.0850316968224	0.0574820678793	0.019739228419	0.00704052493747	0.000973587639437
e	0.106390082392	0.443419248447	0.290742593894	0.0712412340135	0.0483250426511	0.0359033598843	0.00263824188585	0.00134020612713
v	0.0619424713533	0.442671058082	0.229805589831	0.0562506142532	0.0827814868904	0.0936193361001	0.0235564002926	0.00937304732469
ò	0.043410357133	0.350906074227	0.23299332781	0.106124314151	0.109121107443	0.0967696813347	0.0488290889035	0.0118460468838
e	0.0268570486218	0.243599739509	0.342922133937	0.143947823184	0.126714823494	0.0710166162329	0.0373307898712	0.00761103043338
n	0.0652901343568	0.155339982316	0.315591505992	0.123111896595	0.151950976365	0.101044810011	0.0689481792877	0.0187225150743
è	0.0752566359428	0.0797978675187	0.206280857477	0.203852882398	0.191866447388	0.12233622565	0.0978874510092	0.0227216261034
c	0.0954406112665	0.0808404535396	0.142260314892	0.21581612188	0.204120555269	0.119416475152	0.122136226021	0.0199692332578
h	0.130962614185	0.0765581401379	0.105102504831	0.179941716174	0.177217163229	0.13237416252	0.139414743959	0.0584289402373
o	0.0785137929302	0.0360494387648	0.0738377906103	0.199980944391	0.204993205076	0.178729289507	0.10778493572	0.120110590199
t	0.0351202488086	0.0208918206144	0.0558396585808	0.187032075064	0.265104204892	0.189144499169	0.105256076107	0.14161140962
i	0.0186489109294	0.0147043427705	0.0432296883776	0.153863902108	0.280748523964	0.23873362439	0.128100746036	0.121970267827
k	0.00799755570098	0.00952400566049	0.0278840946165	0.107310034243	0.244480305788	0.260927695063	0.205629314119	0.136247006876
à	0.0043525241727	0.0062202312085	0.0179180990468	0.0715151701677	0.160164070643	0.183947220088	0.41074866168	0.145134033025
m	0.0238972946659	0.0094640850863	0.0207903089663	0.0481803088226	0.124244348061	0.145568772496	0.514842163167	0.113012734975
i	0.0308923885887	0.0109098971513	0.0226776391678	0.0372477461335	0.10436682332	0.161932666699	0.427058599662	0.204914243025
</S>	0.0165238272984	0.00628403696176	0.0133463992625	0.0229632675558	0.06000763791	0.19072095765	0.381047382831	0.309106479513
