 	ancora	non	mi	sono	vestito	</S>
a	0.585034689765	0.116219679725	0.0360296355668	0.048430414281	0.0228396830774	0.191445907238
n	0.504954526535	0.150508805062	0.102012990703	0.103223418349	0.0184674413152	0.120832826452
k	0.382930470525	0.129500424621	0.203867379634	0.113860696903	0.0150715984636	0.154769434068
ò	0.334027306922	0.13150836964	0.351689380051	0.0653636356443	0.00696473002571	0.110446571217
r	0.203702861802	0.129780088713	0.471560363457	0.118803143591	0.0239328603505	0.05222068044
a	0.0955768000727	0.198833772238	0.439708388619	0.178786627144	0.036165169113	0.0509292388163
e	0.0502521081009	0.251041215279	0.395844942873	0.233859437795	0.0275629712517	0.0414393226034
n	0.0264528958603	0.150919560426	0.329805747491	0.350250556732	0.080283078775	0.0622881631515
e	0.0178394437802	0.110886371409	0.266622875097	0.425684078911	0.110152446505	0.0688147781596
n	0.0148339563615	0.0933893491097	0.206394903819	0.451509229637	0.176658520308	0.0572140254437
d	0.0155752344892	0.0522107113432	0.12022083466	0.453324339879	0.281799584103	0.0768692874846
ì	0.0257195821781	0.0431993119944	0.123384997753	0.37243529416	0.357620669034	0.0776401447615
s	0.0293289076214	0.0389012500715	0.148278614451	0.342990439587	0.370737832011	0.0697629533538
i	0.0217376582589	0.040484592087	0.126587495478	0.339193673262	0.305141112977	0.166855468485
m	0.0118056311027	0.0310079908708	0.079591307638	0.258009576154	0.396076612366	0.223508885868
o	0.00757524462915	0.0168221785147	0.044491326904	0.200560980251	0.450823375189	0.279726897263
</S>	0.00434694590948	0.0132231734359	0.033566507963	0.170751974925	0.396970171594	0.381141222032
