 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.48273038061	0.140086490181	0.109796070357	0.0849609824374	0.00329001721996	0.0014804081313	0.00539244163223	0.00903848750459	0.0177014594503	0.0170474137787	0.0336746451037	0.0948011908359
n	0.385174139934	0.21777944544	0.183132757039	0.0998895510361	0.00591135619596	0.00361706284063	0.00302159760676	0.00357647258947	0.00596322132662	0.00614783104547	0.0112684842468	0.0745180631126
è	0.238745096759	0.34908234006	0.21784712468	0.105303691921	0.00740430651494	0.00434828277094	0.00222822166459	0.00173704812064	0.00202365337507	0.00232973769058	0.00379810564246	0.0651523567111
r	0.139545991617	0.38408517974	0.315454796827	0.0942497319555	0.0110229146653	0.0108973611964	0.00185250234624	0.00580209879102	0.00108592435634	0.00199185618931	0.00157254248697	0.0324390695236
t	0.0723072070097	0.3271608739	0.412390645542	0.106384835158	0.0243067528531	0.0145015317261	0.00192601181206	0.00717359587899	0.000901860135987	0.00199611044451	0.000831035481209	0.0301195370889
i	0.0482789928952	0.280343847633	0.461639401381	0.128357026526	0.0480319829977	0.0092251051607	0.00108736970149	0.00261454263328	0.000435816238141	0.000787647514722	0.000280039430119	0.0189182224502
n	0.0277017891637	0.190391861535	0.45172645026	0.221829355549	0.0575548976992	0.0177856022665	0.0057691040469	0.0112511290332	0.000790537068199	0.00497998691668	0.000350389426834	0.00986888212192
è	0.0420825132238	0.166076008951	0.411778604153	0.266350453423	0.0531580335197	0.0226939116751	0.00925161937403	0.0140355042433	0.000916759726476	0.00637894244619	0.000380843472285	0.0068967884214
s	0.0498747264438	0.110548852209	0.450340120984	0.252602916874	0.0665616979199	0.023862121255	0.0123992753011	0.0113191092022	0.00168243608386	0.00721889207953	0.00376574516225	0.00982409523336
s	0.0447547387704	0.0591856645357	0.409603182595	0.249494047385	0.108029441273	0.0436180043883	0.0400280617917	0.0105785204866	0.00626112546814	0.0113338589812	0.00489270168145	0.0122206685408
u	0.0401174102578	0.0507305393725	0.298763312778	0.254504183655	0.166916420878	0.115543693996	0.0456034545979	0.00587915208069	0.00648157734264	0.00768092932625	0.00165244911584	0.00612688544003
m	0.0198192251108	0.0401430039228	0.234433541706	0.263895028718	0.193056220333	0.141265755979	0.0235746118166	0.0367024899616	0.0170859068744	0.0114324071435	0.0115394050267	0.0070523877441
u	0.0105281374879	0.0254908120138	0.192775835929	0.253865403999	0.220900151751	0.152561008173	0.0304321864722	0.0511303818486	0.0207312909944	0.0128585672421	0.0148804029018	0.0138458133039
k	0.00858080257674	0.0176060201728	0.176674928036	0.217656702253	0.235271710355	0.165054559898	0.0542809966774	0.0455668901282	0.0140995661453	0.0366832642923	0.0140419335235	0.0144826292372
u	0.00724545747678	0.0141151299872	0.139102554557	0.182685711831	0.24302778789	0.203429018473	0.0814423650791	0.0494131587531	0.0121013897411	0.0449942935366	0.0138568199123	0.00858632960532
à	0.00361216934453	0.0218878037085	0.0750657295737	0.138900364777	0.25516431203	0.302375508824	0.12186436106	0.0357329087244	0.011272465461	0.022550338775	0.00649974963802	0.00507430876803
i	0.00518872617224	0.0243992938137	0.0390638530269	0.147418401844	0.186101345763	0.305458423275	0.180940909707	0.0399745783748	0.0235583261537	0.018104190709	0.0229543247259	0.00683762245371
s	0.00541974013473	0.0371010333396	0.0252898162413	0.14777964132	0.121432495341	0.249133576092	0.240564212556	0.0604112897983	0.0268315205486	0.024685562061	0.0342193350887	0.0271317662736
à	0.00413160687284	0.0427113533599	0.0181227594684	0.106094819698	0.106971765972	0.186689955097	0.340826920319	0.0794586929394	0.0241687738069	0.0289898857097	0.0295135717896	0.0323198972582
m	0.00455588617718	0.0222889923638	0.0150808291495	0.113714052391	0.0740474113153	0.134138252632	0.39332767372	0.0702553007798	0.0328981115356	0.0346088925699	0.0890127473699	0.0160718463331
b	0.00987181638316	0.0118385659329	0.02489693605	0.098058038457	0.0466882300384	0.119829406064	0.382873827853	0.0510811398413	0.0763851361119	0.0634666249966	0.103307994337	0.011702274135
a	0.0109127313965	0.00601341296535	0.0210243420721	0.0611681593857	0.0384111909341	0.126593450408	0.351491577884	0.100693191662	0.135826571671	0.0735556187389	0.0474095949657	0.0269001433757
v	0.0049312582606	0.00433154850645	0.0102133594411	0.0804277102712	0.023512554906	0.110252434343	0.304359236775	0.151345729911	0.15428159233	0.0714727431303	0.0545691356819	0.0303026822239
ò	0.00240010821085	0.00655994100064	0.00624128753483	0.0878837316437	0.0179838775773	0.106000077054	0.274464110338	0.164861831927	0.14266994063	0.0796310401274	0.089340147594	0.0219638933
r	0.00466892436011	0.00764196694485	0.00545146284934	0.0701618334472	0.0185494391844	0.112859007471	0.233804677513	0.149946045539	0.14970802699	0.0817592567758	0.143594172731	0.0218551740067
a	0.00595296017324	0.00502033114858	0.0053240666588	0.055046777732	0.0194452968821	0.079546673457	0.193208493671	0.119539057476	0.226216246963	0.108516885725	0.14286372493	0.0393194855089
s	0.00274726812057	0.00379420332163	0.00254777445289	0.0442182938074	0.0166736454224	0.046495611379	0.12550437439	0.0932724413771	0.268180195621	0.147031440175	0.200691135863	0.0488436261763
o	0.00124644115657	0.00231411086508	0.00153214013926	0.0419277528347	0.0115193067116	0.0302481189297	0.0928029663787	0.0844355848775	0.25874920634	0.188742804192	0.243692867821	0.0427887028188
t	0.00065510568845	0.00204037215015	0.00124985370927	0.0370087075895	0.00939864968363	0.0188908062856	0.0782250643309	0.0804783736782	0.225443631307	0.221311124704	0.288898259074	0.0364000499663
s	0.000519569748111	0.00295032420068	0.00154871063637	0.0308266922213	0.00630314020788	0.0275714560075	0.0654336148663	0.0639104887451	0.235731798362	0.219443469541	0.306997149491	0.0387635960068
o	0.000474413655118	0.00311044105484	0.00108354964748	0.0153757797944	0.00553170633403	0.0284521070728	0.0613684114314	0.060801378539	0.263403576747	0.204043542114	0.218311234497	0.13804386508
m	0.000811530010727	0.00587202961816	0.00169809573154	0.0354273456215	0.00382516766942	0.0142474461879	0.0333986756398	0.0548480129837	0.191190013742	0.240729971905	0.246962269366	0.170989438993
ì	0.00097857073232	0.00671411762626	0.00189393169473	0.0413994063155	0.00252778154394	0.0107612285218	0.0194271288489	0.0616328953146	0.117724105554	0.265118501568	0.297315903655	0.174506422098
n	0.0034082433772	0.00318620559695	0.00102921127183	0.0165864342694	0.00208822959782	0.0110357351625	0.0157915698386	0.0569295525649	0.0998267300913	0.233839004189	0.384603950952	0.171675130786
a	0.0044086363407	0.00368208152992	0.000814144856291	0.00841599011568	0.00459958159841	0.011925428109	0.0282140570646	0.037323246135	0.0891407304904	0.185095342263	0.388162239951	0.238218515015
f	0.00180804558858	0.00397405874511	0.000553075977248	0.00634623150501	0.00525986685657	0.0107391408348	0.0336309443293	0.0259660613547	0.0648373633301	0.157774950421	0.44199340015	0.247116847938
è	0.000716800261486	0.00199531552815	0.000384095992222	0.00546585934204	0.00216794377172	0.00598315912767	0.0179541617118	0.0189970263506	0.0490210156834	0.161655262274	0.56112753965	0.174531804646
r	0.00275271420678	0.0014510394293	0.00124333508713	0.00758864449008	0.00192278074704	0.00424142076369	0.0118901087633	0.0163841027767	0.0420683715611	0.136912413091	0.61633257655	0.157212488529
i	0.00396099236654	0.0024944064736	0.00164905751824	0.00834897877947	0.00473041863414	0.0052398866847	0.0219178992748	0.01425063465	0.0359367630837	0.0955807068303	0.498533823117	0.307356440756
</S>	0.00287306714526	0.00375917797516	0.00101226761225	0.0045821804367	0.00689593350886	0.00623600139055	0.031255011688	0.011793910046	0.0242876684868	0.0686837941151	0.321261751958	0.517359238378
