 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.511400114132	0.236512373135	0.030406915956	0.0024895414114	0.047372807959	0.0121246963334	0.0146695448191	0.00813284522498	0.00314751003937	0.133743671133
d	0.386939274097	0.370348904312	0.042170900752	0.019640216392	0.0634618542337	0.0315055055502	0.00978661948291	0.0240547660752	0.00236993264597	0.0497220435723
e	0.263888941032	0.490179214104	0.082678905784	0.032785217306	0.0394547834592	0.0334189423378	0.00812002137026	0.0291153225303	0.00180809397374	0.0185505744681
r	0.181040650799	0.561412497835	0.113583529148	0.0357312133933	0.0240049688277	0.0187920497559	0.00478068795752	0.0195018954199	0.0048416689955	0.036310837272
f	0.199986627035	0.549811011552	0.0963292568637	0.0407067814332	0.0192405008752	0.0159289826339	0.00538673754823	0.0240185868505	0.00583819956987	0.0427533197418
ì	0.202268827858	0.553117110324	0.114479672949	0.0704518940285	0.0136254850103	0.00920480017065	0.00385555116663	0.015906813843	0.00197387320535	0.0151159844315
m	0.154343177466	0.522871416775	0.136578979416	0.0786727683495	0.0367391763561	0.0112981438105	0.0032803789861	0.0120034589502	0.0109703071784	0.0332421867727
m	0.138578174993	0.446771937592	0.0990818817053	0.0765343262832	0.0671051583907	0.0253242412686	0.00331332849367	0.0308122061666	0.0140384544832	0.0984402934095
u	0.088935496014	0.297627765844	0.215739326235	0.150516240121	0.0790482113316	0.0315734691309	0.0074669519362	0.0314254907052	0.00488626869739	0.0927807891858
e	0.041756303976	0.133871279008	0.355674143812	0.226274432174	0.147109068747	0.030903493537	0.0161821228855	0.0125448239479	0.00395940780889	0.0317249215495
n	0.0190410389236	0.101003638783	0.275183595937	0.234042767525	0.230648691249	0.0358497531123	0.0212126753317	0.0366097784127	0.0245764712753	0.0218315856958
è	0.013845036589	0.0897111238543	0.194472626512	0.290926184108	0.251174896363	0.0391459371974	0.0256778349386	0.0470781404652	0.0294374162312	0.0185308107228
e	0.0086978280676	0.0409097572499	0.156331174437	0.292295259369	0.350946868801	0.0661917357591	0.0352484338477	0.0221070903724	0.0201315217005	0.00714035028869
r	0.012910674418	0.0255535569984	0.0944671118323	0.202890175523	0.406572508867	0.103389222653	0.0481848433159	0.0372414889941	0.0559719618895	0.0128184589802
t	0.053607257048	0.0283744223075	0.0580105471974	0.160507553514	0.355390517976	0.121728018218	0.0422108434586	0.101980537698	0.0589832828752	0.0192069930131
o	0.0590654815654	0.0217965610237	0.0487428037678	0.157135173891	0.330056250412	0.177621929339	0.0476654340995	0.119976449075	0.0228197584643	0.0151201335903
m	0.0333985040505	0.0159584516566	0.0411136153399	0.126736468947	0.314033339404	0.238057058246	0.0570452198598	0.0993362272877	0.062069554386	0.0122515573344
è	0.0241166017752	0.0118081089854	0.0282555068033	0.0716978321857	0.268348071535	0.291114145882	0.0745422396466	0.130404400943	0.0825046173863	0.0172084825228
