 	perché	aveva	lavorato	molto	</S>
j	0.542810760763	0.177519443827	0.084930087833	0.0400214700925	0.154718247732
a	0.437892931748	0.280171604942	0.142287769071	0.0403803600512	0.0992673372704
t	0.319137010597	0.363919442581	0.224814842524	0.0248633084377	0.067265383694
ì	0.206592318097	0.495292138794	0.190832054528	0.018547728379	0.0887357347541
ì	0.1983086645	0.621851405598	0.0802185029247	0.00848541082349	0.0911359887728
c	0.180631836007	0.638998481199	0.0924517882769	0.0553072226765	0.0326106475353
h	0.124167407553	0.569245951066	0.183036390599	0.0928927103835	0.0306575165567
e	0.0707919020581	0.479467554822	0.310150964	0.0974478846412	0.042141675555
p	0.0334951311416	0.365294460274	0.384999839733	0.168976681627	0.0472338683477
o	0.0380017222683	0.277551525298	0.424613861911	0.211806795436	0.0480260816226
l	0.0382725241081	0.190798029506	0.46705626117	0.265555129372	0.0383180497942
e	0.0164387715438	0.127256263976	0.514896878923	0.299470980657	0.0419371083981
m	0.0112081208374	0.101655289792	0.538218028108	0.302578344086	0.046340218666
ì	0.00849009613285	0.067940917064	0.423703280503	0.400543881029	0.099321825422
s	0.0226600766357	0.0591944421613	0.336773544834	0.46487471501	0.116497236207
o	0.0339804910223	0.0732159739811	0.290443056545	0.43263108567	0.169729408202
n	0.0186834910629	0.0519585988775	0.173566020315	0.569394475223	0.186397417481
t	0.0101205491552	0.0295951882549	0.196969528305	0.660611839074	0.102702881674
a	0.0101800613326	0.0226821996289	0.214625847792	0.532673769691	0.219838120325
p	0.00806101714053	0.018711087847	0.102887647055	0.60220026723	0.268139987675
o	0.0193686110337	0.0176778548582	0.0742957895417	0.62898463261	0.259673104792
d	0.023007005345	0.0186058395719	0.0688138519372	0.65880031307	0.230772983064
d	0.0228962480268	0.0201789653133	0.115440891666	0.668530648357	0.172953242648
h	0.0234938075438	0.0144780600844	0.196745066509	0.538212715052	0.227070348489
ì	0.0109432864198	0.00870612632573	0.144015740776	0.424350687284	0.41198415561
</S>	0.00742681949397	0.00453334720927	0.075884968898	0.329310988642	0.582843864805
