 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.584270676799	0.165685836959	0.0132935594375	0.0213390181025	0.0900576957145	0.00347821019451	0.00338008201089	0.00291316854744	0.00299939964664	0.0308947696939	0.0816875711472
n	0.451941899982	0.292295484253	0.0419478956658	0.0403942276883	0.101485425372	0.0104481055573	0.00694192177126	0.00481946546049	0.00934080196816	0.0120492820752	0.0283354870412
a	0.276868338047	0.471592072751	0.0884919441553	0.0564071295761	0.0517557210198	0.0135869259159	0.00816406104896	0.00546231232006	0.0114530076661	0.00570113572128	0.010517358806
s	0.138651535147	0.494961601584	0.172983819818	0.0740556147087	0.0805399755064	0.0164235617539	0.00639694069112	0.00421037888446	0.00443378963481	0.00209231720324	0.00525046887083
t	0.10873097116	0.489922667195	0.182794195106	0.0674997613696	0.0865779997817	0.029575014732	0.0217825802935	0.00432089708831	0.0021049156188	0.000865584982089	0.00582542783428
a	0.0832642852298	0.547894350398	0.206946312969	0.0615617229665	0.0426026592735	0.0240597255777	0.0235651878544	0.00213561389407	0.000755067722313	0.000309671991797	0.00690542370863
s	0.0537069375264	0.386453650533	0.321218717056	0.0975173673888	0.0658197259528	0.0282284957912	0.0184467765844	0.00784768056975	0.00194677259181	0.000710947204551	0.0181029378276
ù	0.0541010656393	0.245349252244	0.398952101752	0.12408955653	0.0905524283403	0.0321788016877	0.0215742611499	0.0100942524587	0.00269770764197	0.000838632591433	0.019571938606
n	0.048607195757	0.206104157775	0.403376814384	0.125972146843	0.0702303270984	0.0433448504092	0.0494552147004	0.0253344261077	0.0116997113902	0.0024996408908	0.0133755150642
a	0.0323133019042	0.145940231667	0.302603178095	0.267340196414	0.0691476740635	0.0584127596564	0.0633442659177	0.0319780606057	0.0148038349413	0.00305243603726	0.0110640717025
n	0.0228524599507	0.0782675220909	0.236586453198	0.393092001758	0.0952793128678	0.0538893530588	0.0564165738418	0.0291033168244	0.0122754141058	0.00624593900095	0.01599164938
k	0.0680640140676	0.10384483945	0.204305296533	0.311023140606	0.101698447783	0.0640136122863	0.0584450776836	0.0365646666801	0.0132051558951	0.00860120304018	0.0302345217344
ò	0.0893513771194	0.117939563357	0.148926512054	0.302326590602	0.138719491421	0.0674692267888	0.0647306823079	0.03084173856	0.011461672813	0.00483453868388	0.0233985860424
r	0.0447499431328	0.0657752024722	0.105832404828	0.322665198201	0.18796393834	0.100921662796	0.0869252900626	0.0361779793667	0.0188615602657	0.0112202977656	0.0189064992109
a	0.0218218956891	0.0389598232419	0.0794017511638	0.2489730954	0.219885084847	0.189908298265	0.108750635248	0.0426295385156	0.0198787326026	0.0127310253221	0.0170601001229
a	0.0103277381605	0.0216849470178	0.0512261748596	0.163482312	0.293582838949	0.265307069422	0.101628275883	0.0485352045385	0.0332129503282	0.00471158293325	0.00630089725541
t	0.0184407162311	0.0116693270436	0.0293055503237	0.11462547512	0.281297907583	0.266637922034	0.0743184566943	0.0683943596862	0.0456266176561	0.0285999301547	0.0610837437825
s	0.0540818061933	0.0232942076755	0.0347863806679	0.103315189313	0.207784177128	0.243043601838	0.0928422968314	0.0818183498954	0.037898585072	0.0370330971536	0.0841023131946
ù	0.0517174745722	0.0259465570385	0.0308694801743	0.102497193524	0.191772748843	0.242771295413	0.171817262277	0.0906493465651	0.0424190717973	0.0139726258879	0.0355669354666
n	0.0188690277885	0.0122536368912	0.0156666760176	0.0748489404813	0.184303853548	0.222784329938	0.210836245759	0.128032689722	0.0596334517658	0.0528175353906	0.0199536065362
n	0.0474919684282	0.00806819975067	0.00971873200932	0.0411587188871	0.172523147121	0.229120429779	0.157342755946	0.152365816041	0.0950658524953	0.0731536844069	0.0139906895507
i	0.0563129901429	0.00554199459837	0.00669176405773	0.0388349077224	0.133455770446	0.252077040793	0.132727201009	0.18422279148	0.139104881538	0.038422809303	0.0126078381836
t	0.0382000580422	0.0147851439098	0.0107137644663	0.0490508427341	0.0841578785487	0.226018983264	0.171822028403	0.211283452427	0.138597404779	0.0387435292783	0.0166269047272
i	0.031886081631	0.0175156852312	0.0117396173196	0.0525599702174	0.0594311188829	0.163740684955	0.206402238668	0.251248001676	0.15031922146	0.0396763362194	0.0154810309444
k	0.0125126825996	0.00804599144957	0.00799946814068	0.0467998392691	0.045413031521	0.0976126957183	0.209376019223	0.282451068092	0.174795199887	0.0988683925398	0.0161256001081
a	0.00617282388228	0.00476520306393	0.00647346592085	0.042082562227	0.0405535648937	0.0728523855728	0.207329282274	0.310394672631	0.167064346962	0.123583546344	0.018728146836
è	0.00248632928916	0.00230744639372	0.00284864351433	0.0328403502425	0.0511468936779	0.0685336638043	0.205706366725	0.331955614277	0.189339961321	0.088289709412	0.0245450264853
c	0.0338741454181	0.0272442425049	0.0132032440895	0.0332040329077	0.0864679031526	0.0760434562148	0.149249189908	0.226999270046	0.173725239574	0.149737548004	0.0302517374684
h	0.0485778952475	0.0367179473003	0.0176943491874	0.0349797002059	0.0960266515842	0.0805157656049	0.103104972689	0.206636704969	0.140036725258	0.200359971568	0.0353493246361
i	0.0207953393069	0.0141532522636	0.00744762717161	0.0248050690284	0.0561900099787	0.0526486008683	0.0890330860163	0.240493521456	0.227976351353	0.175800309689	0.0906568396587
o	0.00722439037742	0.00503163922344	0.00289857994406	0.0137640784759	0.0280183444053	0.0272867113561	0.0547319646321	0.183044237352	0.419598874451	0.14145425933	0.116946930086
l	0.0059633830092	0.00324136182769	0.0057459078699	0.00861051455563	0.0153924790842	0.017451920032	0.051030019844	0.137550226117	0.417082980017	0.26409163381	0.0738395844287
ù	0.00592686411011	0.00256231173493	0.00667709904107	0.0109453723476	0.0114600413814	0.0134189618573	0.069651824588	0.136884069106	0.291813694806	0.356869992937	0.0937897762762
s	0.0035364752781	0.00240453631134	0.00347898360863	0.0146124960307	0.00989804857313	0.0117482075724	0.0718153057693	0.153809340102	0.230820368935	0.400165700112	0.0977105496721
t	0.00458524898879	0.00290529900005	0.00292423395145	0.0142303382892	0.0168358388656	0.0200811192295	0.0518265352084	0.126498916967	0.199686799445	0.469622436037	0.0908032485307
r	0.00459867157173	0.00187357154942	0.00188693973912	0.010077985049	0.0205519511161	0.0243048176398	0.0277320350188	0.073926890909	0.185688345348	0.469776516679	0.179582282557
o	0.0023227860725	0.00100858591571	0.000935314910466	0.00490164331082	0.0107735192085	0.0132656178846	0.0151099701609	0.0450451076897	0.214665245916	0.35319207556	0.338780137306
a	0.000925006675702	0.000516980352876	0.000490152416129	0.00377015805589	0.00768639718974	0.00852454690887	0.0117694837636	0.0366483813632	0.335949461305	0.22323359292	0.370485846435
n	0.00157047979685	0.0032520044861	0.00288057164323	0.00361235666355	0.00648284227652	0.00864795736096	0.0315040491672	0.0487279061877	0.368815991635	0.27646191364	0.248043923812
a	0.00180204299224	0.00415518555781	0.00384323217332	0.00395168068972	0.00589122128637	0.00970872660632	0.0583448606417	0.0980449730292	0.327994990412	0.264059155813	0.222203927871
m	0.0036640232307	0.00372977475286	0.00421806675205	0.00600889577347	0.00682695789119	0.0119004271041	0.0468802769266	0.121166509523	0.253312717271	0.356739462271	0.18555289011
m	0.00984027895257	0.00530247428519	0.00512071009915	0.0128369609124	0.0261019424504	0.0254810652947	0.0277757976195	0.110014613988	0.173115793737	0.45271509769	0.151695257289
è	0.0089064757885	0.00353070519607	0.00273121476911	0.0126207938345	0.0309133615825	0.0261312028162	0.0198644954552	0.0821000219227	0.128840516359	0.37296471843	0.311396489128
n	0.0173213024602	0.00194726239263	0.00114215953606	0.0054684687181	0.0130892189019	0.0117299293781	0.0177336134217	0.0462565730542	0.110952782253	0.461501937743	0.312856761083
o	0.0211580283991	0.00198218853514	0.000863791520568	0.00320720777834	0.00743821806406	0.0071541610491	0.0185296714128	0.0375432271791	0.120056951751	0.395955092714	0.386111479734
</S>	0.012186871739	0.00187122154168	0.000831145416268	0.00190061979493	0.00434043767117	0.00434487501715	0.0134853307868	0.0340845983012	0.119219015575	0.222284760557	0.585451141867
