 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.644385174246	0.183541246909	0.0409497854018	0.00651482779294	0.0025948279384	0.00235957286197	0.0136882347291	0.00844235718289	0.0975239829529
n	0.463163345422	0.256292471636	0.0897217062673	0.0421707343673	0.0566724084524	0.0105980465319	0.00717492658087	0.00375329720788	0.0704530706299
è	0.231502194467	0.378024905879	0.168795910989	0.0633331839316	0.0767683205461	0.0137138135647	0.00486799553158	0.0017483271011	0.0612453458982
n	0.123288013764	0.48334994176	0.20601471823	0.0656146945851	0.0704176149807	0.0206887590574	0.00444176833438	0.00440600659205	0.0217784516036
a	0.0714023662781	0.439097817053	0.308884404077	0.0714821182937	0.0680934011622	0.0228377127793	0.00430917352056	0.00528529278848	0.00860768334227
m	0.0347438650678	0.306213834218	0.444775464959	0.0921999077179	0.0654718198741	0.0101948588844	0.0313063092129	0.0112765394398	0.0038173936754
i	0.0350836015738	0.175367939759	0.532905556586	0.116114823053	0.0775653237447	0.00677385538213	0.040465837603	0.0133318755273	0.00239117835595
l	0.0357022091974	0.106203242206	0.609463411862	0.0989898550843	0.0847664026949	0.011455683648	0.0374773481152	0.00797223861549	0.00796959737891
ì	0.0206340721366	0.0487508659153	0.509376823621	0.231810468761	0.113373149592	0.02164884928	0.0379983331929	0.00636396729643	0.0100434662361
s	0.011883960282	0.0324575004651	0.396673733074	0.31599103512	0.143104992997	0.0240354476107	0.0285492876922	0.0231805003492	0.0241235452688
i	0.01669701997	0.04183335099	0.300010601651	0.30768909124	0.200385405266	0.0505796646169	0.0254331120977	0.0287496156658	0.0286221463047
m	0.0273109972578	0.0388919983116	0.209322285977	0.339831623747	0.201731579689	0.0951923778256	0.0474435615792	0.0288118454621	0.0114637330717
b	0.0235948644013	0.0207407812039	0.239081231526	0.284085080849	0.22697979783	0.107615808524	0.0600737600631	0.0297186812422	0.00810999384257
r	0.0144736471797	0.0167759993928	0.198134258029	0.288962416563	0.299052086877	0.105321416663	0.0561814127977	0.0145176606029	0.00658110097886
ò	0.00871141606187	0.0131578839188	0.0925879058163	0.336773370868	0.296483155892	0.152373721754	0.0681037523326	0.0186815590856	0.013127239907
s	0.00697740936165	0.012417846696	0.0566790208521	0.318272370956	0.291623464164	0.185380577351	0.0597674299709	0.0465780333112	0.0223038663263
t	0.00797524345282	0.012807882705	0.0573621735574	0.232912690519	0.374498158655	0.176152425617	0.0617387906103	0.0490100478084	0.0275425946088
i	0.00552266692083	0.00776186026402	0.0401677169297	0.142005287993	0.376371683552	0.234827807339	0.129836817003	0.0292957211028	0.0342104316476
n	0.00364490807952	0.00391237131531	0.0177668611463	0.082557651051	0.226207955651	0.359484602248	0.197099857334	0.0818637731476	0.0274620175985
A	0.00271755292973	0.00236886476274	0.00922394807397	0.0761903319437	0.113081917817	0.425098291218	0.177910137645	0.170152414409	0.0232565465508
n	0.00362826599686	0.00318434135401	0.00747091794666	0.0890455531746	0.0888522748057	0.376175558606	0.174898668882	0.232335825403	0.0244085929416
n	0.0070160255491	0.00450195913989	0.0115499492922	0.0574588129915	0.102961949869	0.280640123202	0.292878259894	0.218033526201	0.0249593818785
a	0.00568977189959	0.00283176855985	0.00965195170027	0.0389824746312	0.089528514023	0.212869580401	0.409699356631	0.177335143334	0.0534114381308
à	0.00233003752582	0.00133309975146	0.00401806182887	0.0338791381284	0.0482209822143	0.179959581667	0.372043782544	0.297153882245	0.0610614414436
t	0.013485576273	0.0126059768156	0.0144687351489	0.041752275868	0.0289474388848	0.142590562089	0.305854299648	0.404883177682	0.0354119538039
s	0.0276099687442	0.0177390709406	0.0245412610464	0.0505158998905	0.0357597341349	0.099024891983	0.342166588349	0.338017019761	0.0646255398666
e	0.0199568506381	0.00760602124442	0.0152806014599	0.0386889218229	0.0301670659273	0.087542195581	0.37151101445	0.29720159552	0.132045711432
t	0.00886464951886	0.00345672885896	0.00749934537565	0.0466456632586	0.0152887897494	0.0697842389363	0.31672596215	0.401434952507	0.130299647784
ù	0.00513336679411	0.00205107843259	0.00483290785642	0.0457169851469	0.00784713171153	0.0409065931214	0.20364460685	0.587292740836	0.102574559901
o	0.00177876003072	0.000727772601101	0.00176349022708	0.020749111374	0.00401586276058	0.0338994679471	0.10913202135	0.684495426279	0.143438074567
</S>	0.000939669034738	0.000416180262112	0.00104085298196	0.0126740612109	0.00238828885979	0.0276907354835	0.087615595575	0.68565152914	0.181583082183
