 	vengono	vestiti	dai	genitori	</S>
è	0.607502962075	0.275336864107	0.0104169212015	0.01194147654	0.0948017740066
r	0.429073842958	0.433488480969	0.0641297496411	0.035909175585	0.0373987748731
k	0.359341814319	0.454784936323	0.121072328314	0.0448753273693	0.0199256208659
u	0.50518539284	0.367831764774	0.100843922858	0.0165257138976	0.00961322802981
t	0.413959098893	0.363335598058	0.162658332339	0.0542890193588	0.00575795960644
t	0.320404994311	0.306176669302	0.24973814558	0.0680378587679	0.0556423216871
e	0.272407403142	0.259612151917	0.345302744893	0.0318732359236	0.0908044457067
n	0.126203934725	0.226271591306	0.474624045631	0.106713025526	0.0661873997976
d	0.132163341082	0.174272722142	0.501511472744	0.149069637022	0.0429828425965
i	0.15477413098	0.148641528341	0.547260529781	0.096021085694	0.0533027341655
m	0.0826895409464	0.143489876634	0.490923179527	0.224051622538	0.0588457811152
è	0.0406001218115	0.156164017818	0.412443465442	0.327672321417	0.0631200900517
n	0.0646234329912	0.134933654086	0.353129006881	0.342631645844	0.104682282451
i	0.0771177486256	0.102703930163	0.265988994227	0.395516565948	0.15867277599
à	0.0344898030107	0.102476417452	0.308535301209	0.399313170649	0.155185313881
t	0.0351067346973	0.0956448582113	0.273338217803	0.499101900483	0.0968082969117
t	0.0932509019478	0.0673313747814	0.175685924308	0.506862826428	0.156868978604
u	0.0905084518528	0.0423786077186	0.142044184255	0.381860583809	0.343208174635
s	0.0313217746712	0.0322582566507	0.10908255063	0.501544744936	0.325792687332
g	0.100954772236	0.0247973776316	0.08776056795	0.566847385145	0.219639903741
e	0.124466016319	0.0147373727102	0.0702680654931	0.410562792348	0.37996575609
n	0.0432337533941	0.0196932052164	0.0451753240875	0.521347620583	0.37055010063
i	0.0162860284583	0.0214947763186	0.0374597274678	0.561018157194	0.363741313477
t	0.00734226597738	0.0199259747558	0.0319593371746	0.569464592065	0.371307829159
ò	0.00521594712983	0.0266162800322	0.0289011455195	0.594129103088	0.34513752172
r	0.026723962246	0.0366440219865	0.0405808905678	0.458039046763	0.43801208924
u	0.0330600438706	0.0313401764958	0.0379793614386	0.334514492788	0.56310594708
</S>	0.0179968216882	0.0175624632684	0.0285400130433	0.229616037194	0.70628469054
