 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.676099453006	0.030546025471	0.013857933784	0.0272892268644	0.00288296501703	0.00555142287808	0.00126696386514	0.00359879727391	0.00639796992775	0.00103496024449	0.0087696324068	0.001702621177	0.00188869155822	0.00148821408158	0.000622128725445	0.000840777813338	0.114924014895	0.101238223727
ò	0.691809438639	0.0496593965935	0.0233842573979	0.0239052149978	0.0012749824833	0.00202494043596	0.000540148880185	0.00125600872712	0.00223516205298	0.000388654144622	0.00315036660404	0.000615166544529	0.000803960973007	0.000741613704297	0.000396633307776	0.00134125087591	0.0962269980796	0.10024583177
t	0.680534671185	0.0535787237345	0.0232970382284	0.0433885281079	0.000827186067147	0.00108878769781	0.00146360499116	0.000427310893895	0.000832608207857	0.000330495039888	0.00127301660698	0.000226596242415	0.000459987758171	0.000513095445665	0.000372570837143	0.00200281486702	0.105003902643	0.0843790707761
t	0.608553511333	0.0579044261918	0.0145159131047	0.046642866795	0.0662332259465	0.00609298618811	0.0060053790851	0.0124633617476	0.00310291534573	0.00924388061338	0.00222904869656	0.00469200729358	0.00295117880254	0.0105436026868	0.00444739134432	0.00510707222536	0.105045654153	0.0342255736019
i	0.431851372744	0.229861463441	0.0360075386854	0.0525926700438	0.0887285205474	0.0106954875069	0.00630916606612	0.0164743266399	0.00383543325548	0.0120286218501	0.00252165032036	0.00616106664754	0.00375570333516	0.0138732311962	0.00593191078023	0.00593816691193	0.0503699942164	0.0230636811777
i	0.291525777511	0.431339075282	0.0460390794797	0.057465140803	0.0320113962618	0.00703333444747	0.00218191216054	0.00555678557292	0.00129919453204	0.00401647390295	0.000844112482147	0.00205793941657	0.00125349093415	0.0046464606871	0.00218121006228	0.00281680996872	0.0927247215026	0.015007108241
v	0.1894216077	0.449727299896	0.0459735469178	0.101817217853	0.0204640410594	0.00555187067885	0.006922996392	0.0118356305488	0.00354395776771	0.016305608808	0.00228092890939	0.0143926998947	0.00211919937388	0.00449410009243	0.00188042588813	0.0102393675195	0.100188499492	0.0128410301947
ò	0.0916205859137	0.402605688232	0.122892201773	0.157742859584	0.0172096982925	0.00507795101017	0.0086273272447	0.0139111654296	0.0044085973269	0.0204483489035	0.00302975407547	0.0185145283498	0.00267004786819	0.00472857074786	0.00194171039239	0.0135552970024	0.0415545208693	0.0694611576938
e	0.0657028118316	0.26670380246	0.318041847652	0.131455185122	0.0105476039859	0.00443898228358	0.00371113204289	0.00681715264402	0.00178066477902	0.00707389091651	0.00133562453994	0.00642495913642	0.00121118263509	0.00209926308349	0.000849097073971	0.00609801750829	0.0834420542418	0.0822667447958
g	0.0618071411971	0.127004982683	0.382768565545	0.131394192868	0.0674117834844	0.0139704270433	0.00628473360682	0.00607176174933	0.00549330298418	0.005210174496	0.00584528058804	0.00274283689451	0.0013237522894	0.00184966753269	0.00106720931326	0.00800590369418	0.142608116826	0.0291401974312
h	0.141626343074	0.080310663092	0.284622482402	0.122832265278	0.146336086981	0.0217485504611	0.00727091068561	0.00772083950738	0.00770025806219	0.00738868487229	0.00828688776571	0.00948545499864	0.00170738868725	0.0066020571153	0.00150683910097	0.017404933768	0.110740827188	0.016708535663
è	0.157298814018	0.0385971486283	0.344045436312	0.141514161608	0.116157783684	0.0150700159601	0.0034456043732	0.00667692531033	0.00381780722162	0.00551741107168	0.00388309878912	0.0114171084506	0.00119257767009	0.00745830080522	0.00122720384923	0.0164010835086	0.0755627355489	0.0507167655842
