 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.668648500898	0.083325353118	0.096771396292	0.0169819849332	0.00594958305835	0.005313511863	0.0082307314754	0.00260369754577	0.112175267703
n	0.499812976051	0.235194944046	0.140505504712	0.0104710945714	0.00315328025302	0.0140470105537	0.0132140598756	0.00190957096553	0.0816915912947
ì	0.268154519793	0.513856327482	0.105081251148	0.00758132701757	0.00229898410109	0.0169123110694	0.0133008149204	0.00141654925398	0.0713979361224
c	0.150135946026	0.603478001161	0.101307602253	0.0430417120414	0.00399182066058	0.0263026335739	0.0201292457628	0.0122319515223	0.0393810882255
h	0.118908871657	0.54655037772	0.160553575718	0.0615983064471	0.00897116134899	0.0304721579197	0.0221925995145	0.0160428104696	0.0347101301736
e	0.110960823102	0.529862017207	0.266109584983	0.0347693962802	0.00852893945871	0.01786072966	0.00810697666467	0.00597324636759	0.0178282759188
t	0.0581552486381	0.359112779102	0.384364339605	0.0461319071179	0.0327417367202	0.0207507128603	0.0166581270859	0.0710920382079	0.0109930884444
o	0.0301952480103	0.263770016981	0.474896835975	0.0540659264326	0.041081165743	0.0154729489949	0.0194631463434	0.0924054646557	0.00864923013975
r	0.0195580962858	0.25063978034	0.424822098498	0.0576030020709	0.116047348911	0.0158876974944	0.0325972663244	0.0631436604187	0.0197010459678
ì	0.0378520054556	0.244720546893	0.295066796946	0.135107347468	0.154232988717	0.0181760678515	0.0378139287081	0.0535001796041	0.0235301291393
s	0.0519483050447	0.229333568678	0.249451444362	0.226669571134	0.123299251545	0.0258427264838	0.030953163218	0.0447822598943	0.0177197039658
o	0.0308706038573	0.212577149343	0.184615356921	0.317948647798	0.133881366548	0.0325630123813	0.0296391350587	0.0421525194749	0.0157521983032
n	0.0173924914684	0.18122031971	0.139255742588	0.307137197219	0.172258102789	0.0343978166538	0.0587396044036	0.0785554924714	0.011043217646
t	0.0218758411046	0.0710663447337	0.151318522944	0.247079330006	0.23518314493	0.0432392514379	0.124966825675	0.0921423059246	0.0131284248636
a	0.0295855065616	0.0935126809916	0.117528092128	0.243486189469	0.23346969927	0.0991765283326	0.134965896512	0.0361552916205	0.0121201103262
e	0.01875136703	0.100341113233	0.050912286326	0.172714813089	0.216215490894	0.247943112644	0.142954862864	0.0387639249522	0.0114030240225
m	0.0146279884544	0.044035313109	0.0260357614687	0.121199821429	0.261074865808	0.303559568215	0.145486855181	0.0697786171643	0.0142011995988
a	0.0219689792721	0.0622026963105	0.0216852776462	0.117982909076	0.289188854403	0.274942331072	0.13377036146	0.0616462129751	0.0166123791063
n	0.0169979940537	0.0720824198462	0.0169283003954	0.083427434652	0.258805121868	0.277193676591	0.120791400487	0.128400700906	0.0253729799048
t	0.0114259572047	0.0446097293527	0.0165549073851	0.061871413884	0.254727593089	0.276503554444	0.127879366762	0.158912280839	0.0475152253156
e	0.0113066133584	0.0342146838341	0.0150557378344	0.052132772148	0.188149532163	0.318936970828	0.231200645121	0.0880732054263	0.0609298403299
ì	0.00627325826499	0.0242022711888	0.00701402740527	0.0274274489413	0.100602828688	0.384578086943	0.241840969174	0.156706315562	0.0513547764873
t	0.00490908467354	0.0202301713443	0.00449378399282	0.0305998052291	0.134973423529	0.364191789248	0.149423546525	0.252430985601	0.0387473939398
s	0.0144948662441	0.0174848619429	0.00577154163427	0.044108414113	0.18888318191	0.284830644063	0.158266291308	0.211599050034	0.0745611532196
e	0.0154153362011	0.00933183532353	0.00442535839276	0.0331837758993	0.130969765323	0.221101127401	0.277844407169	0.182887193366	0.124841214646
r	0.00600147693737	0.0191126143001	0.00232655193719	0.0140224124707	0.0586488786253	0.195122068846	0.333414007163	0.276331648783	0.0950203527953
e	0.00282903792764	0.0227499587945	0.00158495993628	0.00810990712543	0.0577331792274	0.174260624594	0.330969796894	0.307284103728	0.0944784387118
k	0.00204947098498	0.0271401863738	0.00217536251537	0.00707747930101	0.0709805639134	0.164642982976	0.302766899931	0.327286684976	0.0958803735039
a	0.00147683353322	0.0273856640731	0.00222859735972	0.00575508169334	0.109275673734	0.139498705503	0.217174109344	0.388805662645	0.108399674701
v	0.0026384466256	0.0146517005628	0.00286789548584	0.00493182479745	0.0992117699447	0.110473019961	0.191185744181	0.459344387868	0.114695198267
r	0.00898798160645	0.0118594900644	0.0132118849476	0.0200914338331	0.0738258667282	0.0901427906803	0.16377245026	0.508777458156	0.109330628816
è	0.00926512293778	0.00595641588611	0.0147086692755	0.0225905046776	0.0629228108326	0.039660246887	0.0901271418333	0.560110018252	0.194659062499
c	0.0372983985683	0.0140615437501	0.00820561779777	0.0189192799424	0.0311668727123	0.0496367347044	0.0701635514244	0.580517667064	0.190030328913
h	0.0662163032533	0.0182977064377	0.0112122737257	0.0312631657741	0.063727942175	0.0719533126166	0.135730176075	0.416928285668	0.184670829718
i	0.0421456375559	0.00810172677568	0.00977297730406	0.024578500274	0.0656602685437	0.0508012623122	0.133988422238	0.310570704889	0.354380493306
</S>	0.0216263256209	0.00454338984274	0.00615677917002	0.013137657137	0.0341145596009	0.0316742947161	0.084893633939	0.323238330445	0.480615021653
