 	la	casa	la	costruisce	il	mastro	</S>
o	0.536623302388	0.229570264958	0.0287818717678	0.0062479846888	0.063253027035	0.0279938066403	0.107529746664
s	0.413798929729	0.341447812586	0.0764714319293	0.00391552128493	0.0872545568729	0.0096949340395	0.0674167985295
p	0.416760033643	0.333406859262	0.115629893016	0.0223028345884	0.0554016979592	0.00470593889125	0.0517927341857
ì	0.391930193338	0.434385892154	0.102992675265	0.0305904631509	0.0194132462153	0.00273226291099	0.0179552445008
t	0.227737526769	0.515783400585	0.183567039975	0.0207631651156	0.0365978085576	0.00561183386036	0.00993918452306
i	0.112279186043	0.471526500062	0.341538453192	0.0177408745785	0.0429382540319	0.0065957456401	0.00738096666774
o	0.0558686997077	0.367235661621	0.433760471731	0.0837364419288	0.0537108700906	0.00266554991193	0.0030223038108
f	0.0427945835292	0.199935123007	0.39954306391	0.199392566546	0.106142990824	0.0456843029644	0.00650735297177
a	0.0394506102149	0.127014052862	0.406945823303	0.262167465515	0.0938884982527	0.0616055701011	0.00892796359526
b	0.0218069993808	0.102440485821	0.433028656901	0.271005188965	0.0533657281829	0.110606856009	0.00774608083309
b	0.112249022316	0.113850895394	0.268315731134	0.285923766188	0.067488268265	0.135421999963	0.0167503093624
r	0.203078298267	0.0985667431513	0.153867340011	0.363677448603	0.102632487678	0.059095604743	0.0190820600495
i	0.137498999048	0.0848240244118	0.163548786004	0.348951431621	0.166445130505	0.0276981381877	0.0710334730805
k	0.0551571345212	0.111556274061	0.150671082201	0.29236978148	0.167398464214	0.0857902924786	0.137056969994
è	0.0248480581922	0.0984526401563	0.1146157422	0.344000673413	0.128861963398	0.158594152696	0.130626764738
i	0.0126994777279	0.077151008559	0.0921818677253	0.332112452924	0.244612067383	0.150503268432	0.0907398466127
o	0.00968349353628	0.0536557042442	0.0759832861651	0.274368729828	0.372187655678	0.149317910344	0.0648032095976
m	0.00672513471975	0.0337572167336	0.0496514353064	0.229133014443	0.347334532919	0.245395937381	0.0880027269459
à	0.00371439577176	0.0178889901141	0.0271252644668	0.199440364879	0.225483958637	0.42270582706	0.103641209702
s	0.0189193266448	0.0302698858216	0.0388724317669	0.188422545658	0.140647854943	0.451412722953	0.131455229407
c	0.0289070003194	0.0471986857245	0.067013313497	0.158205231246	0.154766026848	0.352153509384	0.191756229029
i	0.0155447479728	0.0320148289184	0.0508258601286	0.112989866177	0.154518233325	0.373830568195	0.260275899463
a	0.00607332100876	0.0136486585568	0.0194440082959	0.0656631721946	0.119722255561	0.398348862065	0.377099732754
</S>	0.00306203930177	0.00697801599311	0.0104676810951	0.0516843989987	0.109145324096	0.369014629032	0.449647928377
