 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.568059356311	0.151678340583	0.068467484107	0.013883289441	0.0211506877395	0.0309162035039	0.145844611177
a	0.48724301715	0.252242387994	0.104150404949	0.0276282978224	0.0204226621044	0.0248698675387	0.0834433324497
t	0.33638554423	0.318857183731	0.19963339623	0.0480529526116	0.0190257196091	0.0111210631127	0.0669241294958
ì	0.191189332863	0.450921840977	0.198515809163	0.0407222647638	0.0190044286208	0.0107213817128	0.0889249357304
ì	0.205343062658	0.592875067659	0.083190080921	0.0144468495544	0.0201879731146	0.0100701431741	0.0738868066007
c	0.215309787689	0.55036411302	0.0805299012203	0.038980244926	0.0198272381972	0.0676072960945	0.0273813946773
h	0.149181906904	0.458877156807	0.174268899513	0.0915387256767	0.0138346861661	0.0853869033333	0.0269116940415
e	0.0821882976342	0.431935052602	0.338160811811	0.0792626861102	0.010082986265	0.0310751709245	0.027294985275
p	0.0376400992653	0.338038092534	0.402255327337	0.0762898090281	0.0427604201446	0.0897351253344	0.0132811311269
o	0.0201483213789	0.250827491958	0.453026316846	0.0976907995094	0.0604727322149	0.108411465436	0.00942285261892
l	0.0142831605487	0.187814118268	0.464416053475	0.14586217941	0.0619831882183	0.107974458907	0.0176668099123
e	0.00644458437071	0.116243362699	0.419721447152	0.224097889337	0.0980605055394	0.11067143408	0.0247607660548
m	0.0047980118258	0.0794387920477	0.360564037517	0.302933138926	0.131688969246	0.0883434101247	0.0322336349623
ì	0.00402043738322	0.0426202110826	0.262499837706	0.306188617375	0.167868054415	0.153169664613	0.0636331691408
s	0.00866435949018	0.0329342842409	0.271824816969	0.249876526478	0.170201711205	0.196400346611	0.0700979418889
o	0.0136416185908	0.0489176847107	0.262386201272	0.252003150133	0.210047067335	0.167630077977	0.0453741831783
n	0.00990639420134	0.0450888631969	0.164706908086	0.220293934751	0.288665646445	0.242893322726	0.0284449303794
t	0.00594850600814	0.0350887055959	0.110929073262	0.224869085917	0.352961301615	0.248945468009	0.0212578581465
a	0.00535704094621	0.0343445282206	0.115176025762	0.194552856652	0.397620747538	0.20857190557	0.0443768848422
ò	0.00490626629636	0.0188737564095	0.079793570415	0.108673377691	0.338517880646	0.387206134523	0.0620290146407
l	0.0074951256948	0.0114045905571	0.0425800293117	0.11123439389	0.298033402882	0.486253722361	0.0429987426869
i	0.00973498662336	0.00979921762233	0.0434599792349	0.10333601052	0.328431852894	0.439357351774	0.0658806059623
t	0.00643356931792	0.00824473249404	0.041692686354	0.0612092919393	0.350337313878	0.450294070931	0.0817883413608
i	0.00341489689796	0.00642373512238	0.0340200433953	0.0561695776371	0.293193026939	0.513331955117	0.0934467736936
n	0.00239818748857	0.00406098526326	0.026273413231	0.0473756259073	0.231857843466	0.571834930306	0.116199007831
a	0.00207133196602	0.00347069436417	0.0287057063964	0.0346696650596	0.201425940015	0.617177499569	0.112479142877
d	0.00327076494313	0.00507339585408	0.0313251791116	0.0334698786021	0.200242586845	0.625057096123	0.101561075759
d	0.00724788371328	0.00648476675503	0.0179653722239	0.031918080806	0.299119641415	0.508573936033	0.128690299929
o	0.00675936028717	0.00475178040078	0.0159916951231	0.0277908643472	0.264948164658	0.330029026136	0.349729102052
m	0.00841020906197	0.00865138788903	0.0251399716455	0.0245860393189	0.212234813673	0.334599239179	0.386378340017
à	0.00892708422189	0.0107848758644	0.0234136126768	0.0218719680287	0.175623468158	0.457946336926	0.301432661672
d	0.00438190820649	0.00615920575115	0.0148551342012	0.0110204846407	0.138361644886	0.564873442609	0.260348178357
a	0.00308358148815	0.0040043829088	0.0156959182321	0.00749400605529	0.125206965562	0.492621944036	0.351893193586
</S>	0.00222527201062	0.00278981598002	0.0143509191686	0.00501204814024	0.068077230231	0.368842629818	0.538702083793
