 	si	è	rotta	la	coppa	</S>
e	0.554916477406	0.149003618521	0.0268356661645	0.115689283849	0.0270992932854	0.12645564999
g	0.323801461123	0.178702770892	0.132018420912	0.223694295944	0.0957362811002	0.0460467654504
l	0.121141169542	0.204550537549	0.261227266379	0.220079984389	0.175146469993	0.0178545804856
à	0.0805254712367	0.318853556983	0.34236038052	0.121174087768	0.129255066384	0.00783142764623
s	0.0816798218122	0.316454734728	0.34231662684	0.126230988348	0.128585526991	0.00473229431164
t	0.0726524513321	0.298900035109	0.296607843613	0.161125465229	0.151330500757	0.0193837037539
i	0.0772246098254	0.293488588416	0.346241805138	0.17013064699	0.0830104013897	0.029903949784
e	0.0597372280074	0.166506773699	0.472933817633	0.16969953393	0.112878146202	0.018244521525
c	0.0217705704129	0.0601378245687	0.438246037195	0.205188164166	0.263843646412	0.0108137799064
ò	0.00944316347971	0.0237548755853	0.295660570329	0.225334658045	0.409699651443	0.0361070857632
p	0.0043629030485	0.0112835142011	0.251025634576	0.146434033615	0.544129380332	0.0427645446317
p	0.005473909842	0.0187233580256	0.235299939664	0.136068004338	0.577637920595	0.0267968794279
a	0.00583470535142	0.0220618877128	0.161989125411	0.127204213846	0.442918571865	0.239991497143
</S>	0.00367458728619	0.014315515924	0.0924759995815	0.086133948023	0.352795120732	0.450604826572
