 	ho	rotto	una	bottiglia	</S>
è	0.404004535129	0.333864923551	0.0145819691421	0.132095259284	0.11545334191
g	0.24332557759	0.44023896331	0.0269148859362	0.248628128712	0.0408924731301
l	0.20133818777	0.508334295037	0.0387171719374	0.235354765496	0.016255607089
a	0.186469340703	0.618676947012	0.0388910322991	0.148004838478	0.00795786356807
s	0.166167018334	0.575886364337	0.122046434553	0.127157152314	0.00874302766602
a	0.117306066871	0.490043520112	0.300157200051	0.0828196103249	0.00967359172367
m	0.112922847177	0.325497765904	0.362499620217	0.179543874777	0.0195358877169
i	0.101682223367	0.232388721301	0.392433330206	0.229615799539	0.0438799215056
a	0.047652569799	0.180303690007	0.509171367442	0.197671556786	0.0652008012672
b	0.0313385113707	0.125587562262	0.485693318054	0.288968125235	0.0684124660144
u	0.0267180829384	0.104078928856	0.405168832685	0.383115885045	0.0809182685648
t	0.0211626846838	0.0661582637807	0.420817355582	0.344780624582	0.147081073988
t	0.0303688025013	0.0779560789002	0.372672188547	0.298949566034	0.220053363437
ì	0.0232784469999	0.0658631161138	0.264548011351	0.394988185518	0.251322243387
g	0.0189144905458	0.0284351840903	0.222412583865	0.514818790839	0.215418949642
l	0.0428458853199	0.0375032565421	0.206908003535	0.529465941746	0.183276904587
i	0.0413724943508	0.0424929378149	0.145004465831	0.506226367382	0.264903720389
a	0.0164652923733	0.0200243599356	0.0748662186934	0.433351105461	0.455293014796
</S>	0.0104668311904	0.0125445777825	0.0455269724924	0.35587253623	0.575589083398
