 	il	morto	si	piange	</S>
o	0.339702100278	0.276800865983	0.217849395867	0.0328357408774	0.132811897549
a	0.196045764211	0.431758545994	0.312967595856	0.0121891672427	0.0470389522208
p	0.143734729379	0.511413610998	0.276733815599	0.0407831307075	0.0273347391726
e	0.0712217988771	0.596260015173	0.262942367846	0.0495242016961	0.0200516111131
t	0.104771151573	0.528809331498	0.242840920215	0.0828035541876	0.0407750415066
a	0.113229899562	0.540424525766	0.204251228072	0.0941951329272	0.0478992299729
m	0.057042407018	0.615557809655	0.176844270224	0.0832215149537	0.067334005795
m	0.0926637646633	0.578599339285	0.127285807946	0.110440882767	0.0910102001585
è	0.103411747674	0.520779037762	0.194366583187	0.0743753278843	0.107067289556
n	0.140703351091	0.419163018234	0.241850975529	0.0867263456881	0.111556310855
o	0.162135263151	0.289508398345	0.376491462843	0.10234797853	0.069516909645
i	0.0683695605397	0.1360727195	0.646101126948	0.101345777599	0.0481108256322
k	0.0340968836666	0.0610016693987	0.556075944589	0.274310653988	0.0745148563679
l	0.0936722744905	0.0876920491596	0.298281824094	0.425708259009	0.0946456005726
è	0.103021870743	0.0852901499599	0.229233389435	0.470680090716	0.111774524994
e	0.0401957356358	0.0357588889428	0.371143657858	0.409120189336	0.143781541118
t	0.0199640918552	0.0262201246627	0.416805450054	0.402457391616	0.134552913673
e	0.0088233659706	0.020839893947	0.242053929719	0.405008018245	0.323274765524
</S>	0.0054825460836	0.0143330564544	0.14903658666	0.309960159523	0.521187640762
