 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.589278464045	0.028039098887	0.090408242086	0.0856086181485	0.0126309928269	0.00379372765729	0.0007357741113	0.00465343828691	0.0308669426736	0.0125731878432	0.0178069719243	0.0156109440052	0.0143522952058	0.000936849962422	0.00288301368725	0.0368745954943	0.0529468300239
ì	0.570544322302	0.126235763894	0.100065225771	0.124093948038	0.00884272958111	0.00472540140287	0.00124010841142	0.00176034632401	0.0103946676514	0.0042566980281	0.00594834285222	0.00523724801655	0.00482272347592	0.000347890902602	0.000983203174977	0.0123917632637	0.0181096186832
n	0.497505944501	0.229199823763	0.0688554215526	0.095661009345	0.035322989543	0.00923337794657	0.00642870688691	0.0112834040962	0.0117757238492	0.00781125986148	0.00250139102931	0.00279005444964	0.00611840152419	0.00137601516234	0.000478260905335	0.00451841487069	0.00913983480075
o	0.3778455105	0.351276108094	0.0753603460575	0.0750876910123	0.0486386515109	0.00903527359903	0.00731414840262	0.0143809774304	0.012233952003	0.00896675609156	0.00134615873024	0.0019666298063	0.00654681236588	0.00171548846398	0.000311189574892	0.00191045529275	0.00606386592044
ì	0.27669765672	0.494480785997	0.0616247477812	0.108559283967	0.0253067422156	0.0111670651835	0.00313294527788	0.00485201365708	0.00425478920966	0.00300420396219	0.000455413009913	0.000667102321614	0.00218954436606	0.000616109107278	0.000105543685879	0.000723902082899	0.00216213488612
t	0.203779443927	0.482642002324	0.0703521623491	0.112551851223	0.0342165183178	0.03174512276	0.00780960016204	0.0180573005871	0.00933986373782	0.00907984098426	0.00202895122697	0.00347546074921	0.00292660407368	0.0049284196527	0.0031340733009	0.00229391018313	0.00163886508654
s	0.155793693496	0.516930121575	0.0918119481164	0.0801451900617	0.0366781054157	0.0333825940518	0.0126608849494	0.0225784185758	0.0110111631571	0.0112886876249	0.00264102295547	0.00450610597238	0.00334592503738	0.00717766211599	0.00414831782563	0.00281520986576	0.00308496190531
e	0.172154363611	0.515117202925	0.164982355305	0.0641624605419	0.0277189639693	0.0179302748631	0.00906859538596	0.00842714795441	0.00417331057889	0.00402580517887	0.000992512894131	0.00163227093812	0.00131283641591	0.00326119624365	0.00139174253527	0.00095879169937	0.0026901809205
r	0.147989198252	0.378920474708	0.262649772435	0.0754267903913	0.0544309283135	0.0239622814718	0.00684197227368	0.0166313276106	0.00738329420209	0.00884467793343	0.00193628684816	0.00135935071963	0.00068035547177	0.00786326559798	0.00185060475139	0.000585719002861	0.00264370607315
e	0.0908285477373	0.255969422369	0.332332797145	0.128076815397	0.0935594303228	0.0321499023085	0.00761439795753	0.0207929234248	0.00915381535481	0.0106940530636	0.00233375258182	0.00136757494539	0.000532508682154	0.00940136440267	0.00202940268816	0.000517240848289	0.00264606554923
k	0.0605584207226	0.13465411299	0.342677011982	0.221833544732	0.0969139637163	0.0316273093938	0.00847001633562	0.0366876761438	0.0135509893454	0.0143883680083	0.00337334465742	0.00269423596001	0.00107615924027	0.00501681149785	0.0142627471796	0.00868176891453	0.00353352336337
a	0.029246126737	0.0680705613167	0.331047848127	0.270012510244	0.131683184845	0.0397868777033	0.00910284221274	0.0444188678222	0.0154823360144	0.01578707463	0.00380502037158	0.00316813326636	0.00128869855006	0.00355734992373	0.0183270852771	0.0113855725114	0.00382988979964
s	0.0183297630207	0.0470699946322	0.312998367362	0.273019896948	0.157819208102	0.0432390591011	0.0137521217264	0.053268624506	0.0195185404662	0.0272361153936	0.00611378418916	0.00325357649375	0.00116164301241	0.00494381650785	0.00845061975575	0.00563821417522	0.0041866406276
ì	0.0145973478808	0.0319173475974	0.214307756041	0.364258789049	0.149733159234	0.0462444170137	0.0300528513175	0.0576291167921	0.0253835267368	0.032716464983	0.00792826086276	0.0041475585179	0.00224280545846	0.00557416960257	0.00515844123328	0.00375613124331	0.00435186894418
m	0.0214737092128	0.0186872037325	0.160839695947	0.41796915375	0.133225448611	0.0473565300312	0.0312021433718	0.0588026884031	0.0242499411482	0.0254705981544	0.00659496916252	0.00670588257625	0.00303461694296	0.00330010335746	0.0128656493094	0.0240256356293	0.00419605990675
m	0.0764793277894	0.0455135237308	0.162922424916	0.38334388945	0.0818858242037	0.0487185189904	0.0164435987839	0.0569813611622	0.0192933898018	0.0219691277535	0.0059142177657	0.00784117574621	0.00260587329359	0.00756148306661	0.023502115505	0.0309918024023	0.00803238111836
e	0.10095118858	0.0503996573261	0.139673057345	0.31746597895	0.160652019868	0.0796478262101	0.0284367371106	0.0354020861259	0.014885216729	0.0145701177709	0.00626008727865	0.00608562447647	0.00309259461126	0.00889414957966	0.0159555212474	0.0106770638391	0.00695109443174
r	0.0684139928692	0.0295702093786	0.0990485516217	0.301321507623	0.225448647289	0.0785916226034	0.0349654773835	0.0419916523893	0.0206232812914	0.0240709629477	0.0107710747587	0.00759095962074	0.00354430699867	0.0241736537415	0.0201211092012	0.0051849273314	0.00456807752956
i	0.0394463908277	0.0211181306697	0.0605104521966	0.270745612448	0.29045750643	0.0949652763345	0.0282057819812	0.0589583857698	0.0241855218082	0.0291887130159	0.0126552900556	0.00896577543451	0.00346283523865	0.0284487199819	0.0215629232209	0.00342613506405	0.00369656122075
ì	0.0165341700981	0.00758104288495	0.0275423614522	0.198599807149	0.375059202743	0.123471704265	0.0418815237271	0.0489284417499	0.0198567764683	0.0186601717487	0.0103346429973	0.00744413156724	0.0405147200201	0.0523415844361	0.00776597337912	0.00180664118987	0.00167709012287
c	0.0235092620368	0.00611538926718	0.0351516409747	0.207157661383	0.303332206448	0.099126024735	0.0600677216957	0.0361665204766	0.0172719674437	0.0184009425845	0.00939663475745	0.00881003946121	0.0674838563782	0.0692024693232	0.0244391237034	0.0111891289097	0.00317938362017
h	0.0564172334769	0.0119246868024	0.0504610228182	0.235284069074	0.237093993216	0.086807274405	0.0582541178519	0.0429170736255	0.0193382228566	0.0198901883442	0.0104106639602	0.0148334004466	0.0422721221987	0.0589414569609	0.0341199329568	0.0139103223901	0.00712419511822
e	0.0525846180712	0.0105649136831	0.0337022516367	0.180634438218	0.251626345872	0.166134621535	0.0663333946506	0.0514391985418	0.0259871138475	0.0228716486587	0.0158454039541	0.0203603344739	0.0227523251505	0.0516720867864	0.0161673291487	0.00493817224432	0.00638580057247
n	0.0224551655646	0.00476194980489	0.0182053821696	0.110672943559	0.264405863357	0.216058827378	0.0743185133569	0.0655845053186	0.0326760961205	0.0357971749042	0.0167975718174	0.0225212084941	0.0176785625965	0.0599312968486	0.026825584496	0.00831213589279	0.0029972320249
