 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.620044478914	0.19522331645	0.024796729739	0.0366593693453	0.00301984972268	0.00226764518201	0.00338538762485	0.00233757150169	0.0124565469172	0.0998091185167
ì	0.535716368905	0.33486241115	0.0426100382437	0.03514103609	0.0027013701062	0.00134071204797	0.00320711421964	0.00185892634864	0.00615862106175	0.0364034056674
s	0.378968326982	0.427844869317	0.0778249550519	0.0376926577508	0.00921966890517	0.0315858929218	0.00586520212	0.00884139628394	0.00411647376116	0.0180405635832
o	0.188835272035	0.542071986706	0.130265960351	0.0511351843529	0.0121546686224	0.0421756550368	0.00686937735902	0.0111728563166	0.00343563319498	0.0118834199067
n	0.091647826633	0.577042754969	0.14838291345	0.0399094979016	0.0187827909137	0.0512715454372	0.0241925578008	0.0282738609759	0.00741833367968	0.0130779350168
t	0.0696786667403	0.51098675439	0.137017992083	0.0775000092345	0.0366620740272	0.0675244917741	0.041888732133	0.0353556036999	0.00875535328961	0.0146303306632
a	0.0594307772754	0.436745965463	0.258801579894	0.116665959918	0.036678083209	0.0402243266268	0.0289406346424	0.0132681552491	0.00292857317066	0.00631592838463
e	0.0434800173451	0.294593319554	0.354019040165	0.206309904802	0.043842854411	0.0234738582027	0.0199683654207	0.00820989109484	0.00243762187852	0.00366510431406
k	0.0642832596236	0.151545193418	0.302924744455	0.321861185763	0.061026337437	0.0201029554262	0.030647746716	0.0375874045576	0.00480707757253	0.00521407856087
i	0.06313853307	0.108231449993	0.282547540085	0.363000869188	0.0830899553657	0.0151730133311	0.0323067691165	0.0438540309621	0.00414143212669	0.00451638208521
a	0.0443343160983	0.102223951524	0.242038064195	0.368515596063	0.115156993029	0.0280102061328	0.065178770662	0.0233919612	0.00619860908762	0.00495150835909
t	0.0381325962208	0.0692945320147	0.222443929165	0.309324029488	0.139647901876	0.0564796000976	0.084942381758	0.0427597260025	0.0169281334583	0.0200471620767
è	0.0252748515336	0.0708903393249	0.213047739722	0.242141771163	0.207498477492	0.0955044728659	0.065235357628	0.0413894974857	0.0164556489902	0.0225618495706
r	0.0137750148745	0.075853385651	0.160446257574	0.272914375254	0.256766495564	0.101816434724	0.0677488597493	0.0276642692117	0.00752096403882	0.0154939583127
a	0.0101439032217	0.0548640955406	0.0960495170647	0.277176587885	0.344344983055	0.0944157812433	0.0819529366098	0.0247761482688	0.00392753950885	0.0123485103238
m	0.0190920619378	0.0372419597731	0.0547198197482	0.258042468095	0.379649706285	0.0980070304278	0.0823056022899	0.0363424755705	0.0286768019743	0.00592207226707
u	0.0252846902673	0.0232528705384	0.0379590307361	0.231301538765	0.383573907428	0.118939393756	0.0934939881766	0.0443527255168	0.0373320867842	0.00450975313262
i	0.0134527274606	0.0139597547025	0.0175428694727	0.128775999202	0.376866161343	0.232985918619	0.142983116192	0.0520249621989	0.0170252126857	0.00438324783077
n	0.0125453317306	0.0110427167384	0.0142249439382	0.077926042114	0.226158711981	0.384628460906	0.143396664351	0.0884829286863	0.0234124267275	0.0181817544832
ì	0.0142558789543	0.0196655751827	0.0178380866141	0.057683917908	0.186830852327	0.432604434302	0.151533139004	0.0734946850821	0.0243078877581	0.0217855314487
c	0.0374205312147	0.0907281435376	0.0206551801234	0.0538006882533	0.169974333908	0.356853650211	0.148376415884	0.0333115510851	0.0778545957528	0.0110249096685
h	0.0677310936247	0.119469006449	0.0331992051811	0.111081967265	0.119256230968	0.249730073401	0.151088180911	0.0398394989661	0.0957006650256	0.0129040786045
a	0.0491878731869	0.0574318967799	0.0307316220501	0.116101372963	0.122492196756	0.184977565554	0.24318253657	0.134650925122	0.0431944790492	0.0180495339272
p	0.0200635726473	0.0222786036562	0.0167868443375	0.0491329785637	0.100457444849	0.213014041631	0.27195422287	0.184280264041	0.107499243434	0.0145327874224
à	0.00952246721008	0.0107373434633	0.013183594002	0.0194878417892	0.0706923693337	0.22250827139	0.35033132897	0.13590853368	0.153212217229	0.0144160253475
r	0.0204981473616	0.0100899189993	0.0142453204347	0.0175248484431	0.0665198541312	0.19057614361	0.373011899323	0.15111492836	0.133954082966	0.0224648486358
o	0.0240461641086	0.0109435541493	0.0146057791255	0.0198526908524	0.0681776275004	0.194859607097	0.237169618441	0.254480709853	0.133792216379	0.0420720426119
n	0.0102422688352	0.0062592619945	0.00725015215611	0.0119048152682	0.0488773875968	0.173228469346	0.159400785394	0.316479778931	0.212112058247	0.0542450502706
t	0.0158042782316	0.00400762169147	0.00405984012268	0.0366536739188	0.0316217738189	0.113588413502	0.143020095578	0.37375080269	0.226021485969	0.0514720230502
a	0.0172885680506	0.00320127118032	0.0027698033886	0.0449577445089	0.0202957258395	0.0742150155807	0.152658893526	0.46086555423	0.13794003839	0.0858073547767
s	0.00740864592897	0.00215578040274	0.00254910183564	0.0157700472009	0.0118425527977	0.0787424715709	0.147447252909	0.42368594021	0.212091695515	0.0983064646989
t	0.0401842488313	0.00609985067885	0.00582873697835	0.0429214575616	0.0138796246239	0.067816378621	0.127966828543	0.378625782737	0.22804028109	0.0886367770076
i	0.0520924201693	0.00703811725903	0.00614074098367	0.0520098488537	0.0121045506783	0.041529213107	0.121640644154	0.397243147446	0.153443960097	0.156757340271
n	0.0200792793833	0.00329312650819	0.00298430187057	0.0177455012078	0.00554165405927	0.0425738638737	0.100886947998	0.376879375062	0.248632831299	0.181383092557
a	0.00855710263102	0.00277045446246	0.00233906208224	0.0070555746167	0.010209926251	0.0890779609426	0.080041534106	0.321978184867	0.31079429496	0.167175889452
g	0.00430628957019	0.00249788099605	0.00264541318666	0.00357268324558	0.0129453728213	0.116173104621	0.0927637509287	0.303497370389	0.33071903698	0.130879102284
l	0.0727945038634	0.0123819802478	0.00903763921255	0.0372166034765	0.0191839102338	0.0753029846703	0.10922945047	0.257208962163	0.322604317117	0.0850396490747
i	0.0977311673133	0.0156475951469	0.0106106576696	0.0484307945806	0.0197063958339	0.0398209485094	0.107103117983	0.208478087921	0.256743415829	0.195727813672
s	0.0366319252496	0.00622713524209	0.00481553479523	0.0166427618142	0.0089474691713	0.0599798126661	0.108429567494	0.19214425152	0.321582945876	0.244598588924
ì	0.01387624567	0.00319202699807	0.00327388853326	0.00602996191871	0.00669763482003	0.072959474697	0.133893108058	0.138375432053	0.439077617225	0.182624604008
a	0.00532817695734	0.00169186718807	0.00202432023721	0.00244300195094	0.00442327964034	0.0396667802603	0.102016941568	0.091875973351	0.459603274075	0.290926371669
</S>	0.00269732362948	0.000866229791033	0.00106232818852	0.00154402374395	0.00270027072827	0.0221414900102	0.055392562417	0.0736425756755	0.431208145537	0.408745032334
