 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.649102240691	0.116351188882	0.060378917333	0.0247842928643	0.014097937116	0.00684302998336	0.128442415877
i	0.560732770097	0.264764024894	0.082883287366	0.0255116364528	0.00769996392047	0.00569417271098	0.0527141814875
k	0.337557813072	0.338162024298	0.162556639304	0.0632054178534	0.0197984017319	0.0461085666501	0.0326111756097
à	0.160785385174	0.454179314766	0.199955114501	0.0747911276197	0.0233521947106	0.0623125507807	0.0246243404505
n	0.0888709792513	0.521467855982	0.15424530756	0.0300537086682	0.0184298528722	0.145771450087	0.0411608540854
n	0.131268053767	0.417940093054	0.160014079	0.0428201269447	0.0256313868761	0.174590209165	0.0477360497985
i	0.159486320414	0.325166094818	0.33414050222	0.0634899538046	0.023000693924	0.0655976597456	0.029118773293
e	0.0894997471223	0.168565155093	0.57018195634	0.0526517083445	0.0225623645107	0.0776632118889	0.0188758335026
A	0.0345022954858	0.153772451718	0.602303227047	0.0788052242415	0.0345987858702	0.0827733520906	0.0132446424868
n	0.0215227927323	0.149276587039	0.455080816789	0.121188206354	0.0715639070901	0.166133172473	0.0152345121716
n	0.0376240147932	0.0812457955197	0.29230677207	0.191827614385	0.14672441463	0.223622980358	0.026648402951
a	0.0391511166259	0.0680599610464	0.231721367757	0.316454433591	0.184027129563	0.130069222423	0.030516763817
o	0.0156042459303	0.0493093388251	0.228657179659	0.333169889046	0.212978872741	0.140134602558	0.0201458628438
s	0.00611558675665	0.0240200652642	0.165754826064	0.251682675535	0.255099676714	0.274738182559	0.0225889681648
à	0.00266142330403	0.0147825160895	0.0832817661187	0.153158007463	0.375508140838	0.331003098586	0.0396050288196
m	0.00436018491882	0.0167929370079	0.0463781134502	0.0658869975023	0.463731923279	0.360849447595	0.0420004047845
b	0.0190468377979	0.022827742505	0.0515453680255	0.0882847911348	0.446476714826	0.340498775665	0.0313197944191
a	0.0242916173647	0.0210368253059	0.0861001163126	0.138064890683	0.344996628475	0.289686704688	0.0958232182973
p	0.0334536817406	0.0123884821518	0.0774122207853	0.0972542094477	0.263389911958	0.395483989563	0.1206174902
o	0.0334052298164	0.00857649545095	0.0454797351629	0.0427956964199	0.251979068119	0.456798582521	0.160965188834
r	0.013042694879	0.00567585578933	0.0307461031182	0.021441970718	0.186980453506	0.553512953507	0.188599968458
n	0.00841088506633	0.00548585809058	0.0152839989966	0.0193691446613	0.206389244102	0.609289534502	0.135771327333
ò	0.0066014588345	0.00472388223361	0.00799557072771	0.018799138796	0.175838960924	0.508735603767	0.277305378111
</S>	0.00478397546774	0.00268964517673	0.00456443446792	0.0105953866184	0.102734384398	0.459011970283	0.415620205056
