 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.575962418218	0.218212106484	0.006354641457	0.0067202966958	0.0088474646843	0.00059382117575	0.0034918627175	0.0167996487597	0.0515565457467	0.0167037838829	0.0947573879319
d	0.414025739806	0.337159814828	0.011111378519	0.0414135420273	0.0217365839252	0.00601856483315	0.00983121580763	0.0318582956829	0.0785824930335	0.0112833364681	0.0369790171352
e	0.264332922669	0.464720916876	0.0348166529063	0.0831880659091	0.0261208047937	0.00804499714372	0.0106354387793	0.027035393437	0.0591820959799	0.00819862362628	0.0137240663136
r	0.1571875838	0.538913260292	0.0650497972354	0.10118837472	0.0306667724119	0.00725812596991	0.0071180793499	0.0168266132907	0.0353562240043	0.00322035164201	0.037214807295
f	0.16653001451	0.465360044869	0.0993609989481	0.102890607976	0.0497173181667	0.022195902819	0.00601118038349	0.0133881638375	0.0273937545333	0.00164714645345	0.0455048689638
ì	0.148252776333	0.469807185728	0.180311687786	0.100282271171	0.0437069071843	0.0245349694664	0.0026736599282	0.00454907406748	0.00925535972545	0.000662326212419	0.0159637898096
m	0.0691138199403	0.500340425909	0.199683230862	0.094771694537	0.0340036509361	0.0136715731794	0.0101193643149	0.0201838850451	0.0179628078273	0.0157117213556	0.0244378407967
u	0.0418251416482	0.376561841536	0.277575733354	0.120343062619	0.0552535286654	0.0146388102547	0.0182222723882	0.0264733554832	0.0211385193214	0.0207383952237	0.0272293398787
e	0.018613994	0.192726182545	0.360131799585	0.224623274473	0.0878804809285	0.0249195696522	0.0352873162247	0.0224090057339	0.0103993372775	0.012910917794	0.0100981090248
n	0.00993308049582	0.0946915153817	0.329380016195	0.273174281224	0.0994160047428	0.0376503809907	0.0491250753456	0.0290421824944	0.0256593604202	0.0168839630675	0.0350441325235
è	0.00790015874911	0.0639247913606	0.320430567332	0.276099122808	0.131281328681	0.0586706601969	0.0385546847645	0.0202242078885	0.0280107208026	0.0123492848239	0.0425544688309
e	0.00533972801183	0.040818643868	0.223809920711	0.299332220203	0.228217689294	0.0822616079323	0.0556294128708	0.0177368849148	0.0121268736888	0.0181026221915	0.016624396997
r	0.00642656977024	0.0215429205551	0.153310999304	0.252745928734	0.240630222185	0.0927718937108	0.107196920124	0.0321023205423	0.0366873824281	0.0412673634314	0.0153174740215
t	0.0623793981981	0.0191016243097	0.140440979768	0.188567589645	0.172060370282	0.0936649109036	0.147584554375	0.0335021845314	0.0755642737305	0.0385339549911	0.0286001651817
o	0.0779709971561	0.0159050125935	0.0897525084427	0.146261348815	0.179461140894	0.152001774501	0.177469743792	0.0393525054505	0.0777668029502	0.0174453359248	0.0266128527244
m	0.0290334966643	0.0107571331441	0.0507092450762	0.0963313829743	0.156345394578	0.172781864049	0.211896182531	0.0924851349902	0.15480921615	0.0133431596843	0.0115078017348
è	0.0124673717932	0.00764761720323	0.0301411860641	0.0633177931674	0.109977359939	0.208491539898	0.239839817377	0.127171540577	0.174076722877	0.0158015833274	0.0110674836536
n	0.0197382205386	0.00654430058058	0.0339397077846	0.0522288490345	0.0867100208597	0.273974584433	0.253507838992	0.109047346139	0.086822983159	0.0647610395891	0.0127251319092
a	0.0222104190661	0.00626134186079	0.0320244571786	0.0406017133404	0.0647489287866	0.265097297304	0.234832296797	0.14402481388	0.099904466273	0.0810136562764	0.00928064327907
a	0.0077043494949	0.00278214333612	0.0160177847694	0.0246006619393	0.0568420075689	0.206183697861	0.237955699532	0.263608205893	0.130574888578	0.0467659651655	0.00696463824262
n	0.00644979846489	0.00190600357836	0.0105638047466	0.0159925971374	0.0336483545763	0.128213578354	0.246739495084	0.272253897298	0.116866789393	0.132394194853	0.0349715140171
k	0.0950281461905	0.0109042147236	0.027483009233	0.0292698089678	0.0387067320121	0.113417486918	0.183629371401	0.175939726706	0.104283869998	0.172602786466	0.0487348574837
ò	0.121073454278	0.0133825657177	0.029931277283	0.0310464496603	0.041950540004	0.122225371506	0.176810874934	0.162276669842	0.112673603599	0.147064564132	0.0415646329792
r	0.0477643018132	0.00597069512836	0.0137203335513	0.0177935288118	0.0260945215913	0.110914627769	0.245058888311	0.172265667281	0.141804543	0.170878365777	0.0477345423397
a	0.0230966477583	0.0036192063775	0.0109922637684	0.0132589505275	0.0259942724833	0.118805421549	0.23788444757	0.14858015936	0.177807008333	0.187942956326	0.0520186765266
e	0.00790038210071	0.00174533065088	0.00776546604741	0.00694322610544	0.0221818454279	0.103572986429	0.187176900963	0.175258510053	0.229989858244	0.205588889442	0.0518765951755
t	0.0086782514568	0.00253880332655	0.0055076935682	0.00745311836359	0.0138981521271	0.0546275402097	0.144103315605	0.176120359471	0.259860480081	0.256505940614	0.0707063343252
t	0.0660401322277	0.00589876688414	0.00992326035948	0.012545463443	0.0180523279575	0.0442132103899	0.101790411779	0.12080262901	0.211258912494	0.302197682805	0.107277191999
ù	0.0792490577795	0.0051381829583	0.00919808209479	0.00996413070335	0.015684802258	0.0436776512873	0.0728956177763	0.0856651072033	0.160750082031	0.306020291402	0.21175697149
</S>	0.0397359992471	0.00264069002152	0.00533903646584	0.00530429405519	0.0090259443052	0.0451377647697	0.0581907022631	0.0660668153017	0.152824368115	0.311726558701	0.304007794245
