 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.530246721142	0.250388191767	0.0021667955823	0.0020135441532	0.00149110681428	0.000390005265615	0.00612787879683	0.0902910576288	0.116884701968
j	0.441422294881	0.341885596219	0.0126671738086	0.00749474005027	0.0102630072392	0.00148176345668	0.0391979976369	0.066204016202	0.0793834058059
i	0.459269149447	0.363569263811	0.0312354728689	0.0166785196021	0.0130014792526	0.00257776593897	0.0510577022959	0.0255627988761	0.0370478484054
n	0.401619183236	0.399603904475	0.0772839956156	0.05293648739	0.0158773362947	0.0029367325554	0.0190987854947	0.00989785513853	0.0207457215057
è	0.241499630509	0.491885826671	0.0996248302139	0.0586815112513	0.0166881033155	0.00221867879177	0.00740696015988	0.00525146683878	0.0767429809769
k	0.114695982067	0.532099919126	0.107484684406	0.0492782900342	0.00965609047607	0.00724658652259	0.00879240640882	0.0721036514637	0.0986423715146
a	0.0880492920181	0.352982022342	0.274859064161	0.0761590723111	0.00888442922726	0.0094193437013	0.00936865771635	0.110066376635	0.0702117264495
p	0.108947671095	0.23823082085	0.400064536587	0.105493170957	0.0177765740224	0.00555584099943	0.00786177686656	0.0610570265222	0.05501257368
u	0.102313224695	0.172616631329	0.454998881662	0.133920271106	0.0213051230981	0.00464152310114	0.00761897488259	0.0641703891582	0.0384149857603
l	0.0450928343218	0.126638022616	0.447163557224	0.176029653769	0.026338925236	0.00577835887278	0.0110185329706	0.0923816832354	0.0695584352979
i	0.0213072227928	0.098199358572	0.369307331978	0.272122945656	0.0309027968553	0.00689061052799	0.0119635327595	0.105958038918	0.083348161741
z	0.0109676034165	0.060241210784	0.325666789706	0.345875014092	0.0392683841918	0.00823793477533	0.0090204697025	0.0908513630397	0.109871229815
z	0.102116698539	0.076532867408	0.224073914715	0.279518978171	0.0511613085906	0.0565426219818	0.0347779486875	0.0477622541224	0.127513421965
è	0.131272923592	0.0721754557327	0.214371525505	0.230080400724	0.0764697332102	0.0745681842113	0.0462033180798	0.0673242807799	0.0875341931083
i	0.0448246278322	0.0394820346166	0.206230159035	0.262940563375	0.20262944385	0.0415895693038	0.0249760626335	0.122141961608	0.055185578002
o	0.0162527601283	0.0159757920066	0.129124040232	0.250628303525	0.324791727465	0.0592488762679	0.0155908572741	0.141583455725	0.0468041930246
s	0.0105096936776	0.0109621673475	0.0977188406573	0.226637397795	0.311364548736	0.0801631062226	0.0370353497647	0.135985275874	0.0896236365108
p	0.0562375132859	0.0360942406025	0.0683076585791	0.205083873552	0.229025818685	0.125689667248	0.0899730583216	0.0904663030857	0.0991218793516
ì	0.067863284664	0.0454265670723	0.0489022773597	0.180899822051	0.282328439288	0.131600090216	0.0965673948432	0.0933778056786	0.0530343120985
t	0.0637976484377	0.0246716140044	0.0698298363626	0.15235610735	0.349199527496	0.111455901825	0.0873516384837	0.10808023446	0.0332574747208
i	0.0799689549233	0.0215341406491	0.0696770087635	0.112245275361	0.310055614499	0.199239445288	0.121131275321	0.0615913783667	0.0245568935456
o	0.0448791059518	0.0163913188556	0.040172206216	0.071340020233	0.268594970507	0.251934970013	0.15827558372	0.101267349322	0.0471444719835
à	0.015064836797	0.00890845675686	0.0269614557975	0.0424990107583	0.229347843663	0.219766498661	0.191845885527	0.199811069962	0.0657949309657
n	0.00646220330617	0.00815148248232	0.0235317229338	0.0319428476048	0.216834907831	0.171279749487	0.196901421742	0.282683640122	0.0622120092195
t	0.0200547435777	0.00818247412911	0.0165822810426	0.0284981360256	0.155325645267	0.170580718229	0.284281354581	0.255805316127	0.0606893285918
r	0.0508941276331	0.00689986100185	0.0086440641502	0.0190883801154	0.071064473709	0.16238153361	0.412383948994	0.184972067196	0.0836715460633
e	0.0447176417244	0.00348842728708	0.00617164105673	0.0106936828485	0.0672745701423	0.102743067515	0.386356822111	0.186514716465	0.192039438903
p	0.0153609056391	0.00226551924254	0.0131844203757	0.0145067510791	0.115649444398	0.0731022990855	0.301199541237	0.269641409088	0.195089713241
o	0.00565914064798	0.00403786857019	0.019478223435	0.0237932554291	0.143604982256	0.057770436857	0.274389595606	0.323616539629	0.14764996602
d	0.00288372054102	0.00507136251874	0.0263061371624	0.0248712976693	0.147987950021	0.0409278097818	0.255984697395	0.370139592943	0.125827457577
è	0.00186839230181	0.00361170980165	0.0231848786739	0.0149265391049	0.161960615231	0.0219724926101	0.169871687408	0.511674644714	0.090929048743
g	0.00169561032776	0.0166121396186	0.0445159272493	0.0100051193061	0.133114735424	0.0147120553847	0.136566862825	0.550175611171	0.092601943561
g	0.00187187762481	0.0214464659357	0.051548988049	0.0104432033685	0.0632142453447	0.0470049175536	0.271021266008	0.453702796489	0.0797462613203
h	0.0034813135579	0.00882504652932	0.0188418460536	0.0071226869143	0.0247868250689	0.0628110168619	0.336111865236	0.394094089995	0.143925326451
e	0.00373268767769	0.00331680882417	0.00701198913051	0.00368083951473	0.0131663254542	0.0336652690288	0.209071976909	0.318873845998	0.407480269361
</S>	0.00192007188523	0.00172615524424	0.00377968312022	0.00268741260181	0.0124247810479	0.0184631972967	0.117797793	0.232434443999	0.60876647468
