 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.728028779398	0.146838243987	0.001584644577	0.0055121844511	0.00122778329305	0.00373099018152	0.00947284421152	0.103604524629
à	0.729549025799	0.221346912796	0.00221294677952	0.00561261809641	0.00114791449604	0.00147974321168	0.00346561410364	0.0351852122897
o	0.627968613133	0.315605478852	0.00759030601536	0.010111212411	0.00311834982754	0.0026440102349	0.0196013279308	0.0133607062874
c	0.387930288911	0.453117729137	0.0614398864088	0.0224289841838	0.0395349395786	0.00411948485624	0.0249366989928	0.00649199165613
e	0.271695897804	0.545491091299	0.0960797970936	0.0195959934022	0.0514138572775	0.00307702449071	0.00875689013108	0.00388944554684
r	0.196650677368	0.545177785553	0.0941203780912	0.0249036454063	0.0679567502932	0.0305514079585	0.00776783814442	0.0328715106626
k	0.205516437056	0.479969650051	0.11155767673	0.0288647985364	0.0833917546466	0.0401629784038	0.00732375732244	0.0432129263278
è	0.315370988812	0.468847212484	0.120236635535	0.0176768431091	0.0441168117827	0.0148115564372	0.0026026587928	0.0163372709821
o	0.260433762131	0.374498629895	0.22353486127	0.0465287841397	0.0594234344805	0.0130520962552	0.0155090209514	0.00701938764895
n	0.130087193287	0.267026347898	0.275377158623	0.110790586993	0.123317413455	0.0231960635383	0.059424213757	0.0107810031919
t	0.061578731785	0.283031328099	0.264370443274	0.132920030028	0.157951183838	0.0254712072141	0.0597282370011	0.0149488329649
a	0.043108911933	0.221853690366	0.381457358891	0.112707930183	0.156460667946	0.0521468575494	0.0213726740839	0.0108919026967
è	0.069328395778	0.116086352589	0.404711932677	0.173988922468	0.140752973289	0.0684530022245	0.0146070532535	0.0120713702926
n	0.0761246402161	0.064989646603	0.351211620339	0.226100417917	0.132660618403	0.0496960077655	0.0844924095442	0.014724645132
a	0.0326163021146	0.0502457388997	0.30906417158	0.245589636839	0.181130265468	0.0657185696285	0.105200059759	0.0104352535037
f	0.0176417070663	0.0405691640052	0.264658426993	0.271547934813	0.195811729756	0.11304531111	0.0885038085462	0.00822192975275
ù	0.0105125379357	0.0283913780817	0.200660429118	0.324118322731	0.168252909852	0.159949317977	0.0959074993987	0.0122076300109
r	0.0115914448188	0.0267065018579	0.133272145159	0.32669009297	0.177646076617	0.155911873592	0.130918366888	0.0372635158596
n	0.0958501081496	0.0255632289633	0.0980482941197	0.254761289297	0.208770243739	0.134254627264	0.135079460924	0.0476727629265
o	0.117000612766	0.021819158035	0.0593382921279	0.176483475776	0.30950008638	0.176547527421	0.0867852790573	0.0525255767088
k	0.0462482871346	0.01611525463	0.052351302464	0.105462963695	0.374692511727	0.22322428774	0.131343880728	0.0505615096363
a	0.0224027901996	0.0143577546649	0.0488753029853	0.0866525458277	0.347437967909	0.267544249247	0.169040038976	0.0436893420788
k	0.0116485298412	0.0108851618922	0.0428252541124	0.0594911517879	0.288009500236	0.315335221482	0.230921548992	0.0408836281996
à	0.00790277439809	0.0099408281334	0.0268202824295	0.0435420627953	0.185635513279	0.342206448227	0.340734562131	0.0432175189065
n	0.00929750120605	0.00655329988933	0.011654971968	0.0295064260898	0.105986097293	0.349452190276	0.432040564977	0.0555089289288
n	0.0704948643304	0.00851488068198	0.0103561337157	0.0301104260075	0.0807032026577	0.292800627625	0.416361067526	0.0906587896963
i	0.0846824138532	0.00868494303383	0.010781876783	0.0308820731325	0.0793772890086	0.207632652675	0.349934524775	0.228024238192
r	0.0299825865348	0.00471349542371	0.00678913247422	0.0151744705111	0.0784628500322	0.238363403385	0.401850238792	0.224663833284
ù	0.0114588850931	0.00323713418204	0.00328476307781	0.00708925073063	0.0546230236867	0.267508383755	0.510773798664	0.142024761515
s	0.00834595440755	0.00254628142455	0.00276537089734	0.00474142878928	0.0354876713516	0.255142548652	0.558982205555	0.131988552858
t	0.0564088419465	0.0104375489143	0.00968428356198	0.0360921939684	0.0373141718239	0.225469324017	0.468663753238	0.155929903306
i	0.0680026409703	0.0118960747554	0.0112957731983	0.0453995284775	0.0353815240766	0.138546546079	0.342078661869	0.347399246969
k	0.0250830845492	0.00646215897003	0.00544508257603	0.0168166472639	0.0421882355675	0.169946452766	0.38644109536	0.347617233523
u	0.0108072289564	0.0046562408322	0.00383103398481	0.00777117527815	0.0422671798718	0.179875681722	0.395555916453	0.355235547041
</S>	0.00552422082826	0.00242867382725	0.0034919366799	0.00525910138135	0.0332827032599	0.127106635061	0.321246017226	0.50166071452
