 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.550306106439	0.0595543332225	0.0989308012805	0.046831662274	0.0297840932945	0.00881862630462	0.0539444557983	0.0188619970054	0.132967944727
a	0.445757454413	0.211833095714	0.13786152892	0.0903814777483	0.0276892919778	0.00922268315247	0.020553517426	0.00661086126486	0.0500900993808
ì	0.253020269084	0.437291460445	0.106394348867	0.0852467564164	0.0463956418964	0.0405687192508	0.00694590935303	0.00233860756036	0.0217982895509
s	0.145047836555	0.513395027168	0.091597390889	0.0837392205021	0.0588884035299	0.0937241498389	0.00282002284899	0.00242558653063	0.00836236566062
s	0.104139378958	0.549471361043	0.098055633163	0.0764828265274	0.0328614470916	0.129322697542	0.00147646564156	0.00244602853156	0.00574416306556
e	0.0850965899672	0.555399524481	0.157932899788	0.0714395064625	0.0253864392507	0.099513454484	0.00055489839476	0.000832056691882	0.00384463118159
r	0.066822360577	0.484672712827	0.212431948263	0.106362933507	0.036998925788	0.079845577841	0.00384195516424	0.00491097983749	0.00411259987078
e	0.0428570092675	0.353022104342	0.318980971754	0.143272396609	0.051026319476	0.0752070149457	0.00504250690443	0.00637084993607	0.00422082755483
k	0.033400792789	0.201854922634	0.389415539585	0.171076789696	0.0605794970987	0.0516823162632	0.0660078431251	0.0215261239881	0.00445617728155
a	0.0204158585297	0.120723340951	0.364987764862	0.239650241325	0.0792220774329	0.0556139157277	0.087209664003	0.0273640612601	0.00481307126678
e	0.0114933745845	0.0545082364203	0.313072370287	0.274742307775	0.184406117011	0.0918472840759	0.0350826843552	0.0318182234198	0.00302939770942
s	0.00713247814139	0.0373872752394	0.187276700616	0.235490494392	0.26184990995	0.117065592539	0.0483286273079	0.081842547775	0.023626374004
ò	0.00690024130007	0.0312174155371	0.102959534359	0.226280305731	0.32298008533	0.143681127533	0.0516965954187	0.0811780339931	0.0331066650281
z	0.0351661547256	0.0231862503737	0.082134916533	0.181476852044	0.332549472577	0.151194153378	0.0700726694356	0.0725068634291	0.0517126708828
i	0.0459007505492	0.0214826468194	0.0708439939557	0.176379927615	0.294255001926	0.171582098993	0.0913690306319	0.0709470061337	0.0572395411116
k	0.0254666760924	0.014732960426	0.0518796038232	0.166345245085	0.271027293709	0.240693742378	0.142450556851	0.0630153199646	0.0243886033179
à	0.0155231792295	0.0082287330494	0.0368582517597	0.0929963591283	0.216058286303	0.331948306173	0.191922404054	0.0900348674615	0.0164296167826
i	0.0057398115665	0.0035537072154	0.0165755895354	0.0474661868028	0.245740799274	0.370087687154	0.147918973253	0.134488631154	0.0284286278029
o	0.00242731695684	0.00158604719247	0.0108722159359	0.0277348138316	0.233346501865	0.312886788501	0.140905160762	0.238794399851	0.031446777853
b	0.00188950363833	0.00396373535714	0.0505104453916	0.0181193733205	0.140744714428	0.22439593252	0.176732391601	0.363459111044	0.0201848089481
à	0.00167172532098	0.0046929801813	0.0606076434076	0.00981965516417	0.0756536733693	0.143807211307	0.213980654137	0.462220171108	0.0275463010698
g	0.00244986084199	0.00259564348017	0.0224812925256	0.0121538919934	0.0397341773698	0.146290966462	0.184353840116	0.517113764469	0.0728265797566
n	0.0244911814034	0.00863448756126	0.012729991127	0.0158732171197	0.0243426981433	0.117158871467	0.181616434305	0.47894956679	0.136203563586
o	0.0303649216304	0.0101619541404	0.00782332038483	0.00954598474599	0.0140618121651	0.057041391579	0.17534431701	0.355935459797	0.339720843995
</S>	0.0157046070121	0.0057561530474	0.00443754238596	0.00557769570032	0.00853744956855	0.0390347857945	0.122366156867	0.283873016898	0.514712600998
