 	avete	cucinato	le	verdure	</S>
m	0.5527416031	0.183358083985	0.050594259996	0.0165190181602	0.196787046531
a	0.5294872727	0.313354607362	0.0769987970172	0.00754576491635	0.072613559712
r	0.447535431919	0.340600225087	0.142824432046	0.00899740439984	0.0600425009464
è	0.355082463192	0.437875769194	0.144242215723	0.00856435601838	0.0542352028828
t	0.320468058464	0.475138873629	0.147038563518	0.023776208263	0.0335783167456
s	0.285059279461	0.375811011543	0.274989715346	0.0314633827303	0.0326766182259
a	0.302955511647	0.273923388554	0.347143301048	0.0142269911092	0.0617508070033
t	0.275849708887	0.160707217691	0.426665934775	0.0683864556355	0.0683906927011
o	0.258296790488	0.098686288197	0.477533649829	0.0879859246078	0.077497360287
t	0.232775640961	0.0695582369923	0.484078509514	0.117664407969	0.095923197029
a	0.212565942071	0.0489392637108	0.491976926305	0.13033071395	0.116187137556
l	0.205356335218	0.0310173328903	0.462412601035	0.13675182259	0.164461897599
à	0.126460251236	0.0579294570864	0.334281712752	0.297230643217	0.18409792228
c	0.186509073566	0.0683385947456	0.161655435671	0.455042905435	0.128453977473
h	0.17362686786	0.0477123607023	0.219403960437	0.510719296154	0.0485374956777
a	0.0618063379915	0.0377658412506	0.334836058311	0.429359767318	0.136231987299
n	0.0331934772607	0.02579506134	0.351051634969	0.392852107179	0.197107731333
a	0.0367200698652	0.0178986791491	0.272419754496	0.314466249026	0.358495253944
</S>	0.0406797667423	0.0159485600282	0.180724026858	0.197123804463	0.565523840972
