 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.662315398557	0.0897970454626	0.0557131341702	0.0024575560432	0.00382838558139	0.0020711624824	0.00604681599974	0.0395676632903	0.13820283461
ù	0.633586508421	0.202424277776	0.0562077183588	0.00297860780852	0.00359962190604	0.000891390025708	0.00410014658405	0.0348130763657	0.0613986511243
o	0.569630626709	0.304211692973	0.0321547811948	0.028028433464	0.00425394664074	0.000447356203103	0.026754523561	0.0135798853209	0.0209387717182
o	0.37705141067	0.433087817191	0.0427623709689	0.0821121058622	0.010112012353	0.000461318659524	0.0384743217733	0.00688157852702	0.00905708656019
f	0.266848539778	0.428640427664	0.139941646434	0.0819497512171	0.0215427902373	0.00991944198587	0.0259684760874	0.0128950467868	0.0122938847679
r	0.277336198633	0.331299822355	0.158976170831	0.132015027414	0.0395750870464	0.0134539214355	0.0192586838924	0.0145440636676	0.0135410255934
a	0.185322254979	0.438922221985	0.162238613164	0.152805345883	0.0356525056595	0.00512477772487	0.00811278129347	0.00488412401349	0.00693737355098
b	0.0744810459443	0.464996879128	0.274225441108	0.0693328797137	0.0399399629232	0.022218573868	0.00536605336645	0.0450113596505	0.00442778908377
b	0.148939451439	0.296592117423	0.271523902332	0.125041009841	0.0588306789687	0.0280705390489	0.0076785863216	0.0584238131914	0.00489987487368
i	0.175714594794	0.230283564054	0.25894348422	0.19839502244	0.0744557504578	0.0104179469411	0.00687817112187	0.0195594416178	0.0253520040808
k	0.0827562543268	0.227852052951	0.33261564534	0.160369911747	0.10660439608	0.0245595152338	0.0220566554931	0.00938399351298	0.0338015754002
è	0.0431313937788	0.176791337717	0.440444650447	0.124981776849	0.126673968018	0.0343518413466	0.0294923262898	0.00599554897631	0.0181371637613
s	0.0245567881888	0.139671413239	0.534200652816	0.108698551063	0.118421684537	0.0240308591597	0.0236315099786	0.0110862749712	0.0157022604279
s	0.0221604372356	0.0920924779997	0.456369680223	0.230452612174	0.121401399532	0.0149902224587	0.0236851230532	0.0129093868197	0.0259386479466
a	0.0138832436888	0.0519430192752	0.320826784958	0.419652070685	0.138254163597	0.011134046623	0.0141219345309	0.00474174116402	0.0254430087784
n	0.00538693883091	0.0427863733537	0.256697799919	0.450724395035	0.133899629732	0.036283204676	0.0091417104369	0.0508903018392	0.0141896603613
o	0.00263076880974	0.0302356329416	0.251816546866	0.426156236098	0.140223566577	0.066393703232	0.00774670822477	0.0662720714111	0.00852474480293
m	0.00793185304767	0.0218023481442	0.254873848582	0.365069401299	0.159708673526	0.0626958052273	0.0365407918589	0.079215047605	0.0121622121197
a	0.00989638750736	0.0166789084641	0.241238009827	0.331227432566	0.181478144909	0.0703714970324	0.046976216131	0.0837734649841	0.0183599287606
s	0.00580052043992	0.014755608884	0.227216447776	0.367609627862	0.17181241697	0.0874748006948	0.0221933007561	0.0789711506758	0.0241661028769
t	0.00651145811931	0.015538617988	0.158499972192	0.401784741961	0.167038768857	0.0662969454223	0.0702360321031	0.0818695456819	0.0322238971692
ò	0.00587402532036	0.0109064056646	0.114648138837	0.31889474162	0.228998687219	0.144024130387	0.108928695099	0.040495791562	0.02722937232
r	0.0207652760074	0.0133805851035	0.147864096932	0.199707530353	0.260391806006	0.200927183996	0.0763294920263	0.055117763074	0.02551625652
i	0.0248814274362	0.0137579767754	0.171692281834	0.140610589284	0.267536238202	0.240514503599	0.0613958520874	0.0561059504067	0.0235051704467
k	0.0108811014925	0.0102865927199	0.153052754545	0.0989909827613	0.280746476867	0.270895900173	0.0564167966745	0.103357178478	0.0153722069422
a	0.00642523215117	0.0070067614248	0.1332831823	0.0742170404938	0.261900696356	0.328242038898	0.0520988182822	0.123452511653	0.0133737118541
ì	0.00258124983564	0.00327137359135	0.0917584150201	0.0299312509513	0.188390391319	0.501269262833	0.106635338151	0.0647067789777	0.0114559280772
a	0.00100035833385	0.00284597592343	0.069511201036	0.0175922073219	0.114832332773	0.489207896544	0.173101730198	0.112109800859	0.0197984865049
n	0.00280238558188	0.00495278712209	0.0590465470485	0.0202713212588	0.0943112386243	0.308878400728	0.147322120147	0.30578363362	0.056631562795
e	0.00357222891344	0.00486808056061	0.0614559193827	0.0162926635909	0.0680822801014	0.293362941456	0.119296168492	0.365358977487	0.0677107291383
e	0.00148647689007	0.00237452041828	0.0586231293912	0.0071477864293	0.0374916432138	0.339475056672	0.187300647943	0.319545855442	0.0465548735594
f	0.00779870328676	0.00274726476261	0.0295123247892	0.00568156397743	0.0251440966779	0.219747812217	0.201557538384	0.459256321147	0.0485543793198
r	0.0429269330511	0.00654215603414	0.0296818417753	0.0315114908751	0.0316650775726	0.120564045812	0.153243069328	0.516238082182	0.0676273067633
a	0.0477003656552	0.00660968280697	0.0344699549382	0.0378274884702	0.0293068882309	0.098295689404	0.132110911493	0.437456253194	0.176222762511
b	0.0186249457861	0.00579540657358	0.0662804157628	0.0144019572793	0.0201393971903	0.0918481000987	0.112743803981	0.474741207931	0.19542476828
b	0.0751099817473	0.0166672447952	0.0766627468943	0.0300306389331	0.0384613483301	0.0834601403943	0.123130535094	0.466013236177	0.0904641489627
i	0.0956440825093	0.0202590797378	0.0426286650854	0.0363071155866	0.0409226585748	0.0627277086288	0.142212573973	0.374285493992	0.185012650414
k	0.036837976178	0.011267497506	0.0422698625691	0.0154415668391	0.0264712663497	0.0477901038331	0.150200936146	0.450470724597	0.219250075605
a	0.0233765170306	0.0106517387636	0.0645407887023	0.00985588030003	0.0211686721899	0.0767837534545	0.121185330723	0.481575267799	0.190862050802
t	0.0185922188425	0.0108236425504	0.0568082908773	0.0125126052268	0.015935743068	0.0870226252502	0.0608977664714	0.5613477902	0.176059299267
ò	0.00842682815825	0.00723000980515	0.0334554830061	0.0107059165562	0.0127048095567	0.0873496343288	0.0631635688985	0.6680389114	0.108924811822
r	0.0257361280992	0.0071503465035	0.0348495286503	0.00549632307313	0.0110387355362	0.100091292151	0.116058978538	0.6072287558	0.0923499060073
i	0.0303239827737	0.00728701323931	0.0385669983993	0.00373919282661	0.0100569944567	0.0822946996803	0.107078649098	0.456697567067	0.263954903536
</S>	0.0158560709848	0.00656536066438	0.0349630782157	0.00331687567426	0.00806497428335	0.0700548701231	0.0721472169268	0.330034199233	0.458997354768
