 	non	ha	mangiato	mai	un	rustico	</S>
e	0.626121226953	0.129681629833	0.0104288546865	0.10206429719	0.00152018799674	0.0160076142891	0.11417618728
n	0.436044025491	0.241740603411	0.0523600505755	0.139043368426	0.0276849985008	0.00847364515876	0.0946533047318
è	0.196008439529	0.500508537537	0.0809839520052	0.0915910762955	0.0375977888096	0.00505497746975	0.0882552317608
c	0.0897899235897	0.616186067112	0.0983266526151	0.129744396692	0.0222059718325	0.0104211612679	0.0333258313519
h	0.0555464302566	0.571542368304	0.148402409738	0.142901813171	0.0158407301059	0.0117961778992	0.0539700813474
i	0.0430775172076	0.496922956768	0.271124782513	0.118091736664	0.00825552267797	0.00417372961739	0.0583537796359
f	0.0265274691916	0.301416800796	0.414096113244	0.184377934221	0.0146222400447	0.0359982661816	0.0229611894707
a	0.0188559546974	0.190349133619	0.406322888955	0.30315986374	0.0224836995149	0.0468710546282	0.0119574210843
m	0.0178833634744	0.128268003126	0.334784323545	0.38653137558	0.040425478885	0.0829965211781	0.00911095908887
è	0.0137908398098	0.0681636708287	0.257561349008	0.419293359193	0.123902014095	0.100959098596	0.016329692595
n	0.0310679622431	0.0575818864209	0.186946603003	0.429368221731	0.171701723232	0.0961508208953	0.027182790837
a	0.0383233902446	0.0549015016591	0.142273911761	0.400745861244	0.237931527877	0.0997859128784	0.0260378706557
m	0.0273646663443	0.0428985843326	0.0910427862668	0.367383869615	0.299101717559	0.139768577659	0.0324397682819
à	0.0210978611058	0.0205115101037	0.0501706960889	0.318335500272	0.381184410186	0.166672490953	0.0420275036606
i	0.00760862420087	0.00957872041452	0.0202592242902	0.295715165924	0.470611989073	0.153060838371	0.0431654053602
è	0.00484411679722	0.0129036048789	0.0112482390957	0.259434545868	0.502520018168	0.170241788977	0.0388076583001
n	0.0162125768052	0.0375491919461	0.0194731204348	0.174014497216	0.488781511723	0.212761988326	0.0512070904134
a	0.0231317094462	0.0430279028924	0.0336583108658	0.122373380453	0.333139600621	0.312630223709	0.132038857671
n	0.0182478339655	0.0237228037794	0.0285200299474	0.0888394763157	0.228139744654	0.39492096657	0.217609138824
r	0.0151668532937	0.01340249821	0.0276224381909	0.0429093657392	0.195385712085	0.49803184019	0.207481288648
ù	0.00891206964318	0.00777173854472	0.0257911906659	0.027018022044	0.169591845988	0.515116432263	0.245798693856
s	0.00705527635754	0.00978334766299	0.0125605299269	0.0203868759623	0.155916435789	0.523432009954	0.270865519152
t	0.020462475844	0.00944139142294	0.0139802219642	0.0175837694908	0.137385750276	0.559301495651	0.241844905021
i	0.0218387983634	0.00641492010537	0.0118130918857	0.0126407902565	0.109852717062	0.47075152655	0.366688161778
k	0.0154596981839	0.00673666147021	0.00530069765315	0.00811962438368	0.0709588950887	0.498950113517	0.394474300839
o	0.0139433363985	0.00915441656862	0.00368473601178	0.00693081878363	0.0578283297102	0.461631113172	0.44682724186
</S>	0.0088958312833	0.0120565229335	0.00375795220673	0.00672209331243	0.0652174496591	0.326300355586	0.57704979193
