 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.79307629	0.1173897868	0.011172517915	0.0057868300925	0.009819431643	0.00546240198759	0.00404066391453	0.0098488740364	0.0434031681768
e	0.697487644333	0.218475264533	0.013017392473	0.0054476516195	0.0104563067041	0.00528363372184	0.00372109316801	0.00804504100485	0.0380659526428
f	0.541824639111	0.328134328844	0.0284579162157	0.0192196563985	0.0226423242538	0.0118395244413	0.00745859122701	0.0145704404598	0.0258525875126
ò	0.31695341037	0.523728290281	0.0418612421786	0.0268535679995	0.0280250819246	0.0144750755938	0.00885100355854	0.0170437584772	0.0222086302768
r	0.210057423857	0.586579858094	0.0755779509929	0.0294762394332	0.0212545861215	0.0159732313379	0.0174770631977	0.0074805952745	0.0361230741136
s	0.236357981019	0.429440726031	0.0918495738643	0.0510717930644	0.0443238383205	0.0282386607193	0.0337412312299	0.0114881874102	0.0734879812172
i	0.172363019137	0.358088263144	0.227890436488	0.0618104715081	0.0554667857802	0.0244000408018	0.025354822986	0.0160108531085	0.0586153015544
è	0.0669179329397	0.324576780181	0.447459714163	0.0562335129694	0.0426603822267	0.0120052327126	0.0110021386164	0.0144225612436	0.0247217421914
n	0.0278744896766	0.2946737895	0.444322458188	0.137924121256	0.0451821724089	0.00691253238753	0.00655762348987	0.0108684222316	0.025684378891
a	0.0123152484909	0.192598801233	0.441024890863	0.210401186952	0.107832189603	0.00535848673118	0.00353993227729	0.00501558419699	0.021913709665
m	0.0068442464505	0.0787313218343	0.388463282128	0.310164298051	0.159662565134	0.0117671625124	0.00543243069443	0.00514022017746	0.0337945013883
b	0.011419739905	0.0500715166548	0.258075993416	0.420772653084	0.131383041911	0.0198185164195	0.0117388877381	0.0193772507978	0.0773423914381
ì	0.017709129007	0.0419229945649	0.247375244472	0.355051536761	0.204494340237	0.0315531893218	0.011028806668	0.0231380329186	0.06772674848
k	0.0193522202902	0.0240454405396	0.221587053071	0.314094537587	0.314585379612	0.0538379104073	0.006390652156	0.0133543241335	0.0327525319487
e	0.0143003635719	0.0116806597069	0.141441213847	0.244834669689	0.483169745404	0.0677623637024	0.00688113490533	0.00948181961197	0.0204480714382
à	0.00649782447259	0.0061664709705	0.0677974324323	0.106651725803	0.692356752468	0.0742604823675	0.0112265656951	0.0198874361208	0.0151553610687
t	0.00335483576326	0.00420003465048	0.0322971779974	0.0503799390663	0.680701343223	0.106425660256	0.015509272845	0.0483449825829	0.0587867697942
t	0.00798492025375	0.00374675105594	0.0228626869258	0.0428286585541	0.483134435474	0.166391263419	0.0184638931217	0.0951032488743	0.159484073271
i	0.00952570692808	0.00330403099438	0.0181683050924	0.0298840248874	0.312901859491	0.321989870473	0.0518515107806	0.0975686991848	0.154805923974
f	0.00506840063157	0.00318639300857	0.0095196059746	0.0150650472918	0.240804771697	0.484511269491	0.0752551124602	0.0741314942483	0.0924578676207
i	0.00412733707892	0.00353696392891	0.00570077828173	0.00981957008527	0.153153065966	0.52367252383	0.155623824353	0.0704007370428	0.0739651581629
n	0.00340092185934	0.00362392441909	0.00389100343018	0.00621133707402	0.0887298605887	0.54121035261	0.215545530384	0.0710467789476	0.06634032588
è	0.00177862443078	0.00296092287225	0.00246505381213	0.00484069995827	0.0613497546629	0.550912566203	0.188440831061	0.127553860849	0.0596977525857
s	0.00154289651793	0.00262545787037	0.00270085829978	0.00392350233886	0.0383130158143	0.523265147668	0.16968721412	0.196189257483	0.0617527113286
t	0.00203252002954	0.00253131572817	0.00421811781966	0.00522532679639	0.0256830978648	0.462229312489	0.117602032427	0.230907792561	0.149570540372
r	0.00272021349964	0.00289635412965	0.00648621991989	0.0047818313988	0.0256054158883	0.37310841963	0.086960275629	0.27438235652	0.223058973544
a	0.00334260515483	0.00345833674568	0.0061051335645	0.00300958045923	0.0218023810694	0.250357967543	0.228977338743	0.262059192173	0.220887549272
o	0.0023885641443	0.00292117167769	0.00325428194344	0.00149134737234	0.00923795987513	0.130918242054	0.460553946914	0.225190341391	0.164044253197
l	0.00354194725818	0.00423908453567	0.00202455184364	0.00257065274495	0.00889901452484	0.084765126958	0.458735942305	0.32227203513	0.112951716106
à	0.00370409831949	0.00385783587247	0.00129687811244	0.00286374009265	0.00792486596408	0.058483650246	0.256311311102	0.54820064971	0.117356958835
d	0.00144325492577	0.00187693023541	0.000690616611893	0.00135931047562	0.00314456690603	0.0291011846687	0.128027769621	0.731631225237	0.102725070798
r	0.000971651942237	0.00142267884998	0.00181023691024	0.00160452084414	0.00519680547668	0.0432563238582	0.092288127707	0.735575543746	0.117874059883
o	0.00163246240924	0.00192994216245	0.00273788776476	0.00164405254241	0.00589002040623	0.0455022702414	0.0765843704157	0.555666717915	0.308412281991
</S>	0.0023364126004	0.00272117226522	0.0024861381674	0.00125241107676	0.00340240843712	0.0289855949907	0.0780323966078	0.420043340958	0.460740130995
