 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.778081334	0.16652970906	0.019840844037	0.011262596404	0.0101278216069	0.0141577071865
s	0.566919231	0.341644712353	0.0396185743823	0.0168021141729	0.0104495656533	0.0245657892935
o	0.35646295392	0.552989911451	0.0480630478608	0.016371941631	0.00479814640488	0.0213140152401
s	0.18854585336	0.60697286115	0.140609291087	0.0358916003837	0.00611168991474	0.0218686963395
e	0.0865379487093	0.479859583717	0.316713227696	0.0830461429746	0.00959831444958	0.0242447443277
è	0.0370307723166	0.290867465763	0.528675324565	0.116727082105	0.0128899549075	0.0138094183675
m	0.0154061932363	0.131299467952	0.679943298188	0.115470175768	0.0131411071021	0.0447398176261
b	0.0204987495854	0.133120699757	0.600354419396	0.116824358323	0.0413715009207	0.0878303366174
i	0.0229940635979	0.123461634376	0.362814702172	0.345228888108	0.0664153566136	0.0790854033558
à	0.0105546175668	0.0501521563937	0.159040854457	0.667176885369	0.0607388647619	0.0523366565253
t	0.00414297573689	0.0186462756868	0.0657987749457	0.702590774123	0.123914623371	0.0849065887684
t	0.00693868286216	0.0158261546221	0.0324612934819	0.506665761374	0.231218426857	0.206889696983
i	0.00815524631425	0.0150464663495	0.0183440286028	0.321081380391	0.363161381219	0.274211559781
f	0.00466682215038	0.00856192895635	0.00889761480313	0.230532380264	0.50645851174	0.240882838507
i	0.00409448946669	0.00659104507158	0.00534542960671	0.163016419355	0.601616221247	0.219336538482
n	0.00320508590014	0.0048136032042	0.00261995753124	0.107794026925	0.675144125082	0.206423308361
è	0.00182923940993	0.003017979936	0.00200746923321	0.0678693375483	0.747817727694	0.177458304054
s	0.00167155435474	0.00353074916428	0.00217124966174	0.0396522208328	0.798108682565	0.154865601285
t	0.0024395789772	0.00500863161309	0.00316855340111	0.0275359595296	0.713692128855	0.248155219446
r	0.00293991690174	0.00631789411043	0.0037030670393	0.0309301617372	0.616818556285	0.33929053186
a	0.00245744620508	0.00562660104113	0.00233526741049	0.0253708554304	0.499854222095	0.464355712913
</S>	0.00177208415123	0.003582647968	0.00138535309692	0.0136220598042	0.383975084048	0.595662818457
