 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.881587201	0.08179947668	0.001120484906	0.012229700715	0.001655224567	0.0016569610514	0.0045770825224	0.00245976197197	0.00049569843953	0.00044506166958	0.0039199970663	0.00805336834756
a	0.693150494447	0.278343667547	0.00380719477867	0.00793077590167	0.00136851116267	0.00127219146289	0.00452788305956	0.00346191812453	0.000329715647288	0.000266345471016	0.00151712538306	0.00402417951847
p	0.432157582929	0.407937319305	0.0236729837262	0.0538121810206	0.0151569748326	0.00455201769539	0.0341727410957	0.0104196976761	0.00104508033754	0.000779582229841	0.00688305982112	0.0094108134506
e	0.34298550733	0.440040462224	0.0379121473354	0.0709034222202	0.0210277599499	0.00642375663566	0.0444970549783	0.0133908473027	0.00147750009305	0.00110738661665	0.00903449344264	0.0111996876996
d	0.293695073631	0.420036929161	0.0747670687918	0.0803260470867	0.017473178889	0.00615289098242	0.0564091038688	0.0232735047102	0.00401658167793	0.00287810074292	0.00861333343721	0.012358201847
ì	0.180828479915	0.36059441394	0.141735950197	0.139932420162	0.0179250180897	0.00704575246081	0.0710668528459	0.0454755534394	0.00519869863884	0.00376956907944	0.0111381823366	0.0152891121737
a	0.0881875470034	0.296650186447	0.304014371799	0.162443676454	0.0270088579366	0.0139390357183	0.04158304623	0.0425089462718	0.00304503676678	0.0022614785958	0.00776481387631	0.0105929988762
e	0.0386672146989	0.146161330749	0.407307416733	0.262664350818	0.0481134400589	0.0207719459308	0.024707730752	0.0344461919107	0.00264274099403	0.00237002352204	0.00437328431811	0.00777433920878
s	0.017923363723	0.065879450943	0.284950048044	0.441742700273	0.061371626553	0.0210491617036	0.03017754645	0.0393054816877	0.00478066561442	0.00442870899967	0.0116201368974	0.0167711028956
ò	0.0101621252268	0.0316611505343	0.185643653015	0.603864686758	0.054752033851	0.0160624862879	0.028144426152	0.0282037345243	0.00471270175881	0.00410262440716	0.01367732857	0.0190130526983
z	0.0069843672636	0.0209638711928	0.168593860672	0.629909454919	0.083195066757	0.019408251396	0.0278915651209	0.0112726212258	0.002390821015	0.00225829370987	0.00791724691037	0.019214588501
u	0.00593951958305	0.0139217389269	0.139075963891	0.425994178506	0.281290975526	0.062925231952	0.0345945129992	0.0063041345346	0.00223079667373	0.00202485980371	0.00580213763906	0.0198958961417
n	0.00355937222731	0.00880554710077	0.0894093699637	0.292112503702	0.416952632509	0.088819351584	0.0417534931997	0.0213135217949	0.00610406359324	0.00462391108764	0.0112417865474	0.0153043854206
e	0.00284065802467	0.00539190506106	0.0463530597279	0.232432167767	0.487997809503	0.109473325061	0.0465984114466	0.0274217901183	0.00769827679108	0.00573436099721	0.0132843300905	0.0147738401195
f	0.00399106366368	0.00486072192713	0.024788539696	0.143830084056	0.527755262368	0.13665025702	0.0543009644155	0.0449179383394	0.0117418244344	0.00989268281107	0.0233046719182	0.0139659040665
à	0.00447676495891	0.00631814344536	0.015400028592	0.178797313485	0.462552493989	0.153147027673	0.0560895580318	0.0520191956198	0.0131651826115	0.011404610841	0.0306755793527	0.0159540694242
i	0.00186046871328	0.00510046477064	0.009925463366	0.155782076863	0.39561777133	0.296671491891	0.0632406936706	0.0319302638906	0.0066995477605	0.005125020065	0.0152795203248	0.0127671897701
t	0.00135388943194	0.0025053079593	0.0049837938556	0.0625039035023	0.309252284177	0.376459363564	0.116861705324	0.0741894181409	0.00920835761683	0.00777983308233	0.0138777853201	0.0210242662227
