 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.6442457639	0.15526810497	0.07057877435	0.012820139257	0.004393766949	0.002882890754	0.00377789096219	0.00112241860609	0.0009036829783	0.00111600226502	0.00287921748997	0.100011352679
n	0.368767420169	0.20431327479	0.197447354303	0.0678571583503	0.0306145278137	0.00860724333133	0.0153466296502	0.00249269681876	0.000594328593233	0.00147714551342	0.00206108764911	0.100421137274
è	0.144463127642	0.251378588863	0.348483018501	0.104900249217	0.0393965483412	0.0112799951611	0.0204698009097	0.00344240374025	0.00250729708238	0.00176297932827	0.0114311584637	0.0604848536451
r	0.0791235216173	0.289159559288	0.388899567234	0.115191917172	0.0192260352804	0.00795283356837	0.0113628955628	0.00362077385255	0.00337481050643	0.00367363161369	0.0158224089435	0.0625920472013
t	0.0566886528471	0.246820722296	0.351148287478	0.166044426324	0.0255848820201	0.0162700312601	0.0169495048076	0.01008540635	0.00453207929914	0.017256483202	0.0143515269511	0.0742679675159
i	0.0329381166584	0.197526877832	0.351253921559	0.252805990708	0.0294060045467	0.01758965974	0.0175453835661	0.0108089717953	0.00458490105571	0.0194325872963	0.0121754569376	0.0539320745239
n	0.0127533890788	0.126078869344	0.42773391252	0.330938344903	0.0313808595156	0.0113271416933	0.0087881420989	0.00566726169843	0.0020416020019	0.00786942316143	0.00505498557579	0.0303660250493
è	0.00576301484893	0.0970444069147	0.425852880173	0.371769594301	0.0444327916385	0.0112035399244	0.00697314098897	0.00417207693748	0.00142881915403	0.00404107769514	0.00357464998525	0.0237440352418
s	0.00505442321011	0.114710734821	0.356880567991	0.415618671434	0.0565309689862	0.0124440182481	0.00678622859232	0.00367989873449	0.00198871049808	0.011299123851	0.00345760833042	0.0115491560995
s	0.0079296002817	0.0972211345763	0.270031077664	0.420554298478	0.0606712485221	0.0225020888427	0.0235792460908	0.0095143348755	0.00809888596869	0.0414975834417	0.00932556023547	0.0290750542306
u	0.0065724437008	0.0519043269154	0.181607753375	0.424106715493	0.154828134327	0.0442440519676	0.0306413674343	0.0107977923518	0.0092112013129	0.0421524514992	0.0105823642092	0.0333514678609
m	0.00284597513645	0.0233923914525	0.142220391512	0.448110368498	0.254045649376	0.0565696531892	0.0236063126154	0.00775052365727	0.00417830540763	0.0168117780684	0.004394393095	0.016074298648
u	0.00144614350434	0.0122172805664	0.109621382747	0.367435202433	0.337813584392	0.111434935596	0.0265257820051	0.00925296069909	0.00283273909588	0.0085609185448	0.00224317357385	0.0106159493281
k	0.00111036287814	0.00786700873147	0.0652484820657	0.288171425744	0.385770837864	0.170777810865	0.0407621118684	0.0157410982064	0.00388973555863	0.00628116258693	0.00207395461295	0.0123060527874
