 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.844687745	0.0288350889	0.08571214471	0.0109897217136	0.00203108883843	0.00119977917087	0.0265444232599
a	0.777908249	0.0834655494733	0.09722223899	0.0120843344641	0.0019035818855	0.00140057458948	0.0260155204583
n	0.587368821	0.274125158224	0.07507522733	0.0224494302659	0.00633832823184	0.00313363141303	0.0315093997204
o	0.429164716133	0.421747398075	0.0759757296633	0.0288120682126	0.00814058893395	0.00441705448928	0.0317423958918
n	0.302447592444	0.526298603358	0.0882991496211	0.0260365926775	0.00887950007265	0.00564360940863	0.0423948871354
ò	0.177597527281	0.597307189119	0.13408237974	0.0278286008325	0.0109641715629	0.00809719371148	0.0441229149366
n	0.148533688847	0.583343568373	0.188211196847	0.0264373247842	0.00726970546297	0.00715837599749	0.0390461426062
t	0.114962507369	0.541621608124	0.225407347882	0.0349527839414	0.00752898087766	0.0244616770432	0.0510650885867
a	0.093496930605	0.536768690708	0.242008955294	0.0440785437805	0.00780932252455	0.0307650252988	0.0450725345983
t	0.056061841485	0.483554456903	0.330575755765	0.0577582471268	0.0139732067002	0.016415056	0.0416614132505
e	0.0296250647941	0.385679862968	0.436550058588	0.0744568758423	0.0169638216441	0.0133371014484	0.0433871840391
s	0.0204521881856	0.289341873189	0.529661478863	0.0811221463474	0.0200826701587	0.0135835837932	0.0457560961205
m	0.036704352992	0.23748112893	0.507261504954	0.0710804899158	0.0215042088142	0.0374264470217	0.0885419668484
à	0.0402001574444	0.20021365491	0.505104099651	0.0939841424386	0.0192001154301	0.0480101178466	0.0932877704775
n	0.0199349285097	0.10275364813	0.618229269217	0.117599791013	0.0187619758107	0.0340696733689	0.0886507205325
t	0.0182368573315	0.08227148927	0.534097033739	0.101303965738	0.0201787230069	0.0888820843896	0.155029832571
e	0.0161190919203	0.0656291699987	0.32335343118	0.271392250513	0.048734248069	0.119514258544	0.155257516157
a	0.00875552821012	0.0381968070719	0.163231829093	0.505595631504	0.124280111223	0.0763366665661	0.083603348939
n	0.00700097206887	0.0213918271612	0.0925116553977	0.487716259835	0.225921278408	0.0812668276927	0.0841911165883
o	0.0066521302288	0.01122647427	0.0555310889392	0.354006794212	0.331748621869	0.14303221282	0.0978026501848
ò	0.00448698919713	0.00674791157903	0.0319201749931	0.354113332337	0.35889489969	0.173867794395	0.0699689173616
k	0.0114560581791	0.00579582198776	0.027470876871	0.350627835512	0.342919310563	0.189606219465	0.0721239444405
a	0.0134114136785	0.00353638558863	0.0160932879914	0.201221921331	0.369815773621	0.301786778842	0.0941344828335
v	0.0400339686759	0.00276716670097	0.00784247382087	0.0842018901437	0.331574043174	0.414583072234	0.11899740852
r	0.048965241084	0.00258317288061	0.00529967669829	0.0414701043239	0.209325642253	0.519328344745	0.173027841424
è	0.0166018668219	0.00126477289546	0.00267297263876	0.022662503308	0.112205735946	0.598658863782	0.245933274417
c	0.0127572903759	0.00170938096488	0.00219561637092	0.0355388653827	0.102282829882	0.586002720594	0.259513290246
h	0.0160787042561	0.00314845911996	0.00343852003764	0.0425452885002	0.0925478732607	0.584171278531	0.258069892868
i	0.0108804051957	0.00252981159826	0.00332589512238	0.0225953551627	0.0517180955836	0.522793919044	0.386156498435
</S>	0.00670165672124	0.00145861631554	0.00227023683594	0.0123341176404	0.0363937006368	0.450070956022	0.490770668718
