 	se	vieni	a	casa	ogni	sabato	</S>
a	0.7182083028	0.110505813094	0.031462101757	0.004858883948	0.002331174858	0.00871566325574	0.123918053288
n	0.430857434671	0.158024446531	0.19530625155	0.056592489506	0.025359510602	0.00784504617707	0.126014805632
è	0.179647525401	0.248687689677	0.357550620823	0.097891898482	0.0362144795887	0.00779111449409	0.0722166725773
r	0.0967851806733	0.314363556826	0.371758501581	0.122314214207	0.0196193788802	0.00622179639976	0.0689373846678
t	0.0552062217075	0.250506709742	0.33250229686	0.172920666402	0.0181486360294	0.0167957231686	0.153919757474
i	0.0330409241489	0.196696293514	0.394065226287	0.183762866001	0.0195376319098	0.0194050172738	0.153492031262
è	0.0143198386685	0.152688691238	0.416109963829	0.283001736667	0.0560799934566	0.014438888612	0.0633608211118
s	0.00623391245837	0.093698341526	0.31285701661	0.436428276889	0.0738081391855	0.0211050281758	0.0558692315117
s	0.00569440967046	0.054294238302	0.24647962047	0.452851639496	0.0479325803418	0.0487565325919	0.143990995502
u	0.00515085434189	0.0336123538013	0.173387853757	0.416228004632	0.157947179027	0.0550274117973	0.158646408416
k	0.00428719180063	0.0205473844831	0.146659949426	0.458762799811	0.227168573742	0.0387874008658	0.103786722707
u	0.0039133881433	0.0154922096197	0.10843819674	0.39175104251	0.343535624981	0.0472862247553	0.089583315637
à	0.00297463721906	0.0102544524644	0.0515801328257	0.205308090317	0.54797659166	0.125136700385	0.056769411719
i	0.00228331919795	0.00586220305265	0.0227636386782	0.102238423986	0.615932824553	0.188110710688	0.062808866433
s	0.000977060960796	0.00335904639308	0.0111415231476	0.0565252927087	0.470232589318	0.335046924189	0.122717525131
à	0.000668444069922	0.00223449503503	0.00518122627693	0.0315875413088	0.240630473039	0.572638911396	0.147058891477
m	0.00108215265351	0.00196268568145	0.00332657400275	0.0291126411641	0.1556384438	0.704611726465	0.104265802806
b	0.00182123404976	0.00192959428912	0.00377733153649	0.0292275047234	0.131585109613	0.695906772155	0.135752459331
a	0.00235080592657	0.00235742735007	0.0041478481093	0.0156815603865	0.119625769468	0.533660375385	0.322176230093
</S>	0.00256748370723	0.00253312881959	0.00425421328035	0.00935495100125	0.103934969589	0.429877790692	0.447477523047
