 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.800793877	0.1546096078	0.01862886754	0.000990605452	0.0040598896256	0.007119809666	0.001822537638	0.0007137083772	0.0008168550398	0.0005718159553	0.0005334878586	0.00123989912396	0.00809896465483
o	0.597325749867	0.3723057166	0.0137128590733	0.00171361242067	0.0032838617512	0.003669916262	0.00094441718404	0.000500561303627	0.000403994326556	0.000366039547905	0.000241622639268	0.000464059477435	0.00506757427811
c	0.324762552822	0.574183788867	0.0530143802711	0.0192994317816	0.0101115082771	0.00414095409533	0.00195083060539	0.0010074508513	0.000935840204475	0.000801102952606	0.000274836512358	0.000448225817754	0.00906907864571
h	0.236947058274	0.602303718956	0.064757966737	0.0267984267652	0.0135232851037	0.0323658117424	0.00365450080878	0.00253142046663	0.00243211335024	0.00174787625066	0.000914700539713	0.000875054668518	0.0111480364831
r	0.227678064091	0.582559383519	0.0535368634257	0.0223748161051	0.0138720146926	0.0645157180048	0.00481182297457	0.00441256576908	0.00347228413376	0.00239046692131	0.00143982821076	0.00122271656417	0.0177134366725
ò	0.14970448513	0.61742897504	0.0959880517419	0.037800523635	0.0146064184909	0.0505650705176	0.00433018831152	0.00363094383423	0.00268831708659	0.00181142383644	0.00106697540425	0.00105075942932	0.0193278221135
n	0.0961990537433	0.608253540347	0.161329946047	0.046518641105	0.0145321363236	0.0300252040384	0.0104578337405	0.00209518413561	0.00542084857653	0.00129477785615	0.00156514852208	0.00188408702837	0.0204235844165
o	0.0755220840564	0.410319372982	0.326630683949	0.0846802966617	0.0293182843545	0.028087208984	0.012559186549	0.00171948774874	0.00619321997788	0.00112073770402	0.00168460087567	0.00205260943592	0.0201122612182
k	0.0462548934465	0.215854733661	0.478774565316	0.131365226443	0.0472938835782	0.0298399699913	0.00973667028187	0.00626399950245	0.00435854065533	0.00513264013978	0.00142884356686	0.00165957290577	0.0220365123991
a	0.0342731741488	0.106305774567	0.517122643772	0.180292829703	0.0733714320194	0.0330257384838	0.00936721021762	0.00860852155175	0.0040047987008	0.00714681476173	0.0016863601342	0.00169741978815	0.0230973377254
