 	prima	di	andare	alla	scuola	</S>
p	0.7423788314	0.1485735868	0.032935100493	0.012042349575	0.0068338130213	0.057236309205
r	0.5627785394	0.2255825222	0.0975541167177	0.020337590405	0.0144086154366	0.0793386474195
ì	0.383257174267	0.365693177733	0.111973502939	0.0204888279483	0.0271478194182	0.0914394822598
m	0.234465011222	0.548568890178	0.0815704947797	0.0159868268828	0.0256685762621	0.0937401760266
a	0.116113178387	0.621269466993	0.159779332593	0.0119170312276	0.0148406432447	0.0760803844622
n	0.053038142725	0.599797302331	0.247464855531	0.0145409378625	0.0172262288322	0.0679326196984
a	0.030353026389	0.465890834977	0.39460187851	0.0199098484542	0.0191039456174	0.0701405933105
p	0.0201236285382	0.306866195792	0.53331374617	0.0392120961314	0.0290339610258	0.0714504206945
à	0.0161475583433	0.234812168331	0.555827290057	0.0752626231771	0.0381653188219	0.0797850237758
i	0.00717007581543	0.16124716482	0.568400454019	0.187107390792	0.0279005338406	0.0481743651719
s	0.00427505653014	0.067915412656	0.46119008934	0.316622230531	0.0746934147802	0.0753037446463
t	0.00683458211405	0.0496600762253	0.337063092713	0.299695758177	0.168250970327	0.138495471619
i	0.00670533643762	0.0385690553464	0.271155776038	0.348895745392	0.206086726609	0.128587326121
s	0.00480101291943	0.0175025357415	0.164855923346	0.470352961797	0.23438232747	0.108105208537
k	0.0116934663544	0.0132422181819	0.0879357514487	0.483506792599	0.246846958157	0.156774773131
ò	0.0166796061701	0.0196324499073	0.0758757555496	0.413761743533	0.251102762519	0.222947626699
l	0.0179361835884	0.0238292763164	0.0651652377832	0.371892550844	0.315115318773	0.20606138504
a	0.0145815554051	0.0142810823826	0.0403182944597	0.291064447415	0.463756851858	0.17599779582
</S>	0.00910570492545	0.008038158286	0.0290872799278	0.190167175907	0.572991953929	0.19060981591
