 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.91237227	0.043552515	0.003526882257	0.0030849069686	0.00732293231748	0.0301404711146
c	0.782972754667	0.1601202352	0.012512443899	0.00504406556253	0.00811882713501	0.0312316805079
h	0.630748582222	0.281344555067	0.027240622987	0.00859979920878	0.0105495158519	0.041516919846
e	0.469925561087	0.462974207022	0.025937238243	0.00666176473546	0.00762784215063	0.0268733609887
p	0.256044858676	0.609722818341	0.0579286445077	0.00964188856482	0.0200095450935	0.0466522290199
o	0.134818325055	0.667659268114	0.102045734503	0.0136917760883	0.0262926489078	0.0554922208036
l	0.071878609415	0.672601500705	0.168581500834	0.0187003708094	0.0288041355793	0.0394338266025
e	0.0377570804103	0.518795459768	0.306716448278	0.0394672385831	0.0424046280798	0.0548590912022
m	0.0197080654888	0.414399002123	0.418671438093	0.0475907527277	0.0433595135133	0.0562712043401
ì	0.0220337893409	0.401299531774	0.419770511364	0.0581151219492	0.0342343869711	0.064546647586
s	0.0288474269536	0.371674577258	0.425514150455	0.0628513862297	0.035112018077	0.076000407862
o	0.0216398562703	0.226912682429	0.471749785485	0.18044948055	0.0423065744457	0.0569415800207
n	0.0115138620712	0.0860178167493	0.468668052495	0.321551298183	0.0477621069486	0.0644868617116
t	0.0127850444191	0.04385535238	0.416781743498	0.295722550328	0.100565082716	0.130290159774
a	0.00941098973895	0.022961365886	0.294239154033	0.400975904376	0.130868927905	0.141543562624
ò	0.0069843679912	0.015784286566	0.174260499011	0.554141099459	0.157987374702	0.0908423466747
l	0.00715972998258	0.01738619979	0.142787664404	0.523916143153	0.245457679901	0.0632926069436
i	0.00373071746438	0.0104603066789	0.103385293868	0.468968703718	0.336480813967	0.0769742102999
t	0.0022440416549	0.00425767795293	0.0401798527427	0.365417202573	0.435082241989	0.152819029623
i	0.00179706196145	0.00238896840928	0.0169090934856	0.242952133791	0.52236811533	0.21358469413
n	0.00128115064782	0.001746929266	0.00761170057787	0.173002991197	0.58840513911	0.227952207767
a	0.00107176806409	0.00148166234098	0.00460352770129	0.111827030732	0.621858727037	0.259157404312
d	0.00143165996151	0.00178398000234	0.0076497234991	0.077047561064	0.617020735679	0.295066401511
d	0.00260180214257	0.00287067524945	0.014684844461	0.0652411637747	0.616339997893	0.298261524304
o	0.00210511922024	0.00279119094306	0.0136629056197	0.0509557892742	0.592666756631	0.337818241095
m	0.00212482618396	0.00329559037687	0.0169763094226	0.0316129146607	0.60120915821	0.344781251256
à	0.00224533181719	0.00388792208733	0.0224871820936	0.0268388820469	0.619895582737	0.32464514731
d	0.00208162416638	0.00689939878477	0.0192336057419	0.023888451889	0.656787574246	0.291109388237
a	0.00211514887421	0.00750371298792	0.0130857133802	0.0144230444697	0.598950127415	0.363922312546
</S>	0.00149908300016	0.00462728792861	0.0083551775675	0.00983473769485	0.484369010707	0.491314763273
