 	è	facile	che	stanno	ancora	svegli	</S>
è	0.6310274325	0.3294999283	0.002142911038	0.0017003338975	0.0030080208573	0.0021386816132	0.0304827384011
f	0.358583246033	0.5723715021	0.008324767826	0.0099982883325	0.0122654839591	0.00258167642513	0.0358750680285
à	0.165483450551	0.774667433367	0.011465864938	0.0124301282796	0.0136307596707	0.00170700495032	0.0206153962206
c	0.12212765289	0.818986082456	0.0151672149087	0.0128204448767	0.0077483226013	0.00204077492203	0.0211095697681
i	0.107918095435	0.721281586152	0.118581967763	0.0188230840283	0.0072710766455	0.00255327930065	0.0235709156774
l	0.0491783775363	0.529474701584	0.292033960454	0.0489337131561	0.00809061915983	0.0211057799982	0.0511828190461
e	0.0236017581524	0.281590684804	0.510160233485	0.0842878095854	0.0112373777333	0.0288606577697	0.060261443201
k	0.0120329057891	0.141812872902	0.591725427828	0.139210711595	0.0206077421978	0.0376314313976	0.0569789020947
a	0.00822543123883	0.0745789457873	0.511041702609	0.263753804598	0.0353740603993	0.0474404347312	0.0595856492392
s	0.00990841191968	0.0451274913226	0.426609119803	0.348692590866	0.0341865271664	0.0509914812517	0.0844843835017
t	0.0195931391622	0.0461170912723	0.329939539668	0.362999390955	0.0300439079755	0.0900318974106	0.121275037769
è	0.0189318225034	0.0409557408574	0.223298714756	0.464069804318	0.0521026401318	0.0865294835969	0.114111772483
o	0.00846628764589	0.0235934654012	0.105107717652	0.556090132106	0.165728443331	0.0551601333923	0.0858537856943
n	0.00628663749732	0.0133593135214	0.065198055584	0.496988704035	0.222608714424	0.0606726573974	0.134885957598
e	0.00578025820771	0.00984165698667	0.048972790248	0.369792655812	0.353785164121	0.0618080811278	0.150019400653
a	0.00265836926042	0.00524444754402	0.0200765547587	0.220546801271	0.573466277374	0.0957035344246	0.0823039193077
n	0.00220753061466	0.00454351157254	0.0137148619396	0.134010947157	0.555176680951	0.152455425515	0.137890985101
k	0.0224586728529	0.0269190481662	0.0255028277105	0.125179541319	0.355807598544	0.118977308412	0.325155016668
ò	0.0465164367316	0.0425338369127	0.0301435633835	0.148738568686	0.209684287715	0.0563529935507	0.466030341263
r	0.0463260437872	0.0330532586007	0.0271984057345	0.177046626342	0.341819729038	0.0412469999302	0.333308889754
a	0.0329217650134	0.0214718674511	0.0233802514664	0.131216941665	0.478583747679	0.0884254205101	0.223999955385
a	0.0165970277628	0.0109058370487	0.0127255069619	0.055034104279	0.36206125216	0.322036035503	0.220640211462
t	0.0102865565069	0.0106341024308	0.00952494949817	0.0220013146463	0.226496836353	0.501767855101	0.219288373821
s	0.0152174944863	0.0250592219329	0.0144626462914	0.0139531503961	0.144779452844	0.4542257987	0.332302258607
ù	0.0129043188974	0.0258144294056	0.0126386267371	0.025236346248	0.074545037508	0.5014209133	0.347440337869
n	0.00586710066832	0.011444398309	0.00664226577537	0.027922636186	0.065474515036	0.589557660433	0.29309142029
n	0.0168016387006	0.0306180231875	0.0248641276941	0.0285769088833	0.0565827919987	0.451646516144	0.39090996463
i	0.0194115234456	0.0356419874263	0.0307799299379	0.0321655370435	0.0432220515596	0.442687260048	0.396091682077
t	0.00856118562782	0.0161293452666	0.0161909410774	0.0189454925322	0.0584084280532	0.450552842683	0.431211731559
i	0.00687992777442	0.012492845826	0.011845853995	0.0149033711083	0.0551650958911	0.285362957894	0.613349931386
</S>	0.00677199969425	0.0120553530497	0.009153336584	0.0192996496474	0.0414156763156	0.239645256447	0.671658738693
