 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.788230814	0.1171676039	0.02785756298	0.01085521179	0.003984115037	0.0041670789563	0.0051426303555	0.0021133067837	0.0024806352255	0.0130288571184	0.024972169193
n	0.557701316	0.282276006633	0.06656178846	0.0148150613833	0.012592510089	0.0043251248241	0.0047723279805	0.0029482127971	0.00226702925817	0.0158686743389	0.0358719397061
a	0.308407296547	0.462735992878	0.14750109202	0.0219497595011	0.0178165719957	0.0024075897825	0.00235423404254	0.00245463509582	0.000874899469503	0.00875939892583	0.0247385646502
s	0.143930098921	0.423152032026	0.310088022207	0.032855271987	0.0341568250779	0.00199000933497	0.00269504926755	0.00192056614406	0.000947728123414	0.00469988453628	0.0435645850159
t	0.080148994499	0.372454835742	0.375176322736	0.0345019018023	0.05865964059	0.00456811317666	0.00549919452152	0.00485352051962	0.0043822138836	0.00461086440309	0.0551444565714
a	0.0551792893197	0.346395040847	0.408103310245	0.0786486384074	0.0599606530567	0.00607797053222	0.00570388808517	0.00576891591921	0.00655055717567	0.00310766411323	0.0245041108974
s	0.0295561742452	0.218635264782	0.475652774748	0.145364415636	0.0543082851989	0.00945797081741	0.00854662028572	0.00612584667907	0.00698163589356	0.00465418464528	0.0407168072397
ù	0.0208424290671	0.121869533067	0.509954726583	0.221964080245	0.0390935221596	0.0103910944391	0.00983167984591	0.00609864167969	0.00627987348585	0.00582758663109	0.0478467772576
n	0.012791846309	0.078786674929	0.531200197861	0.263207267348	0.0472193255932	0.00696726345303	0.00868296699064	0.0081364223599	0.00395441715862	0.0065622829397	0.0324912872505
a	0.007977950793	0.0575741964957	0.366935908487	0.412966414583	0.0846902312311	0.0115173781043	0.0109139708655	0.010046015408	0.00457108372621	0.00625325021657	0.0265535459448
n	0.00543415975557	0.0291602446058	0.204519002189	0.537988536861	0.095492324677	0.0185573170814	0.0179009117105	0.0119104240107	0.00676015755074	0.0127861567449	0.0594907561379
k	0.0135552595018	0.0334316077765	0.22225504909	0.411931440554	0.0759886362257	0.0298617940871	0.0247683249922	0.0239981708189	0.0154753205436	0.0263175778083	0.122416834354
ò	0.0210857231093	0.0334544037922	0.264075480563	0.278887076851	0.0754216688086	0.0459256678557	0.0432281155507	0.043108174455	0.0276584387825	0.0304430282274	0.13671223617
r	0.0215032514078	0.0234049542394	0.204063667988	0.284331509017	0.148663954336	0.0461573569852	0.0506893212369	0.0500113377983	0.0371116780642	0.0312977214471	0.10276527407
a	0.015033262653	0.0158759158688	0.09524014663	0.318435637339	0.259155162979	0.0973695750617	0.0494722636656	0.0387705291994	0.0319271523114	0.022733039889	0.0559873775767
a	0.00585586945979	0.00788309315113	0.0346996265179	0.219396002846	0.353432368326	0.211860091354	0.0690296362885	0.0289021679731	0.0175576650905	0.0229321091423	0.0284514264789
t	0.00280016248964	0.00470177253764	0.0141956938072	0.106303435202	0.359575752709	0.280788959565	0.0787842249628	0.0314619815244	0.0126340729302	0.0364641497434	0.0722897931946
s	0.00351328723355	0.00590149452271	0.0123955584917	0.076273443434	0.334309228636	0.241400705088	0.0836370545009	0.0413842132281	0.0184920172767	0.0412090159085	0.141483956445
ù	0.00378705582485	0.00637629903797	0.0116561448592	0.0625841659913	0.338194755345	0.173787524549	0.150135961147	0.0595425095027	0.0292491517722	0.0380783603468	0.12660807384
n	0.00462874735047	0.00621571645852	0.0098367892926	0.0411884304438	0.295634350182	0.21402952843	0.180920750649	0.0634164094342	0.0370611049414	0.0309611152723	0.116107110927
n	0.00834877330661	0.00968042108577	0.0142229711171	0.0405319014499	0.272060949194	0.203460035923	0.139060788483	0.0699603443247	0.0418484678018	0.0569323199408	0.143893127076
i	0.00710755144219	0.0081329636215	0.0116648266518	0.032472067012	0.260804748998	0.212624538641	0.169252813228	0.0927088604882	0.0407074784313	0.0592493663336	0.105274858299
t	0.00412489198735	0.00485909012039	0.00613739924177	0.0150212872973	0.177115861799	0.310373838794	0.214211991076	0.104517991496	0.0388427538571	0.0385155722779	0.086279334639
i	0.00305792496929	0.0034995722354	0.00437719463566	0.0078616309529	0.0839750743063	0.331098715711	0.276850177025	0.126200115165	0.0497104951857	0.0333107432993	0.080058409315
k	0.00266829176716	0.00424375047646	0.00342394136565	0.00504978697477	0.0529871219621	0.309993356904	0.293583575675	0.157381287522	0.0521862543286	0.0469747702398	0.071507974685
a	0.00265708305876	0.00471950466564	0.00299218821591	0.00403191155226	0.0399853022274	0.252345597035	0.296728011225	0.213672680574	0.0634600631095	0.0498861012533	0.0695216288903
è	0.00158517140354	0.00242159215835	0.00164960056768	0.00228749574733	0.0214537702295	0.158897708898	0.388882155075	0.268265252858	0.0861234602898	0.0350748927511	0.0333589425014
c	0.0012524360852	0.00191207060502	0.0020714757217	0.00256534683636	0.0197500481769	0.112244166993	0.387168539692	0.277164569353	0.0701837992833	0.054779065297	0.0709084981738
h	0.00205201089576	0.00244395931103	0.00279182244598	0.00344835331845	0.0350406169883	0.103540533904	0.272309329231	0.273659544851	0.0877083850678	0.102650400212	0.114354990151
i	0.0021708093155	0.00200975280059	0.00226823183626	0.00268540999715	0.0362238661188	0.0589891005213	0.157360926877	0.32180521695	0.233686590996	0.0995168956307	0.0832831506903
o	0.000983370474066	0.00106489675848	0.00176840445067	0.00112682371662	0.0165950035809	0.0230958161671	0.0965476934257	0.34643871565	0.382750877065	0.0837662757436	0.0458621900968
l	0.00120487863935	0.00208515426069	0.00261052213936	0.00120809527951	0.00680334553497	0.012590677949	0.0767074016752	0.299291011883	0.377745004222	0.159975586848	0.0597784781789
ù	0.00131590042855	0.00226589499264	0.00251064007049	0.00145765409678	0.00487659200766	0.012143850995	0.0719702000251	0.257568315961	0.296767802941	0.250091307616	0.0990319436063
s	0.0020748268285	0.00327675922208	0.00286966307264	0.00225945343116	0.00479798252855	0.011864075101	0.0600760612084	0.22785747852	0.26849412898	0.281002724205	0.135426877135
t	0.00328342321353	0.00485818526279	0.00408888671041	0.00331711792448	0.00546238793552	0.00955354536433	0.0408282406695	0.18225300504	0.247934081433	0.283615050135	0.214806121325
r	0.00407911038878	0.00502311623307	0.00516173439284	0.00381771053183	0.00786500995851	0.00978744360144	0.0405726838232	0.148816875813	0.208096272384	0.301382983445	0.26539709289
o	0.00548113431212	0.00608094371856	0.0050414049753	0.0030663338737	0.00798241661684	0.00823861789248	0.0325203483844	0.120674418138	0.256163192261	0.282739792148	0.272011347731
a	0.00407523567746	0.00446875210008	0.00309548653636	0.00158853423654	0.00478917396428	0.00378176859216	0.0154732720381	0.072092296846	0.337916430087	0.309263519383	0.24345547291
n	0.00171384966328	0.00194264301687	0.00193369504449	0.000937233220759	0.00203430976769	0.00210933497305	0.022050958782	0.050736990482	0.324191211762	0.400780497794	0.191569303437
a	0.000992998842754	0.00117310403623	0.00158811733549	0.0005700604899	0.00115580175756	0.00172722593068	0.02413689781	0.043590137494	0.266759162987	0.455834689265	0.202471845946
m	0.000843207538925	0.00150083874167	0.00147907646855	0.000863376863633	0.00105513793467	0.00152079340223	0.0119890731913	0.0341913805647	0.203231040396	0.525178384422	0.218147718555
m	0.00281724892276	0.00414660737027	0.00233209666361	0.00149971177287	0.00147376765057	0.00210017235034	0.00776245881577	0.0282033948149	0.142431599601	0.571074114141	0.236158792103
è	0.00725706452225	0.00902670421761	0.00417050716612	0.00185618654233	0.00215640460468	0.00219714890705	0.00654122563859	0.0206826775343	0.106978414136	0.548363352047	0.290770262045
n	0.025538198728	0.0253600857941	0.00799504789496	0.00538000620477	0.00579757577462	0.00345845122135	0.00758907618886	0.0179120383741	0.0783862842453	0.500839589149	0.321743661348
o	0.0306341219702	0.0286477288245	0.00923667227332	0.00630560584607	0.00876815681154	0.00458442216372	0.00744581942722	0.020667222618	0.0687767506818	0.41281364485	0.402119897783
</S>	0.0200983099261	0.0184852213422	0.00757346989626	0.00379318575801	0.00827556518152	0.00399272979726	0.00598184083001	0.021383571009	0.0713280282409	0.354606530425	0.484481614891
