 	voglio	che	Maria	che	venga	domani	</S>
i	0.821666575	0.094185965	0.02422668839	0.0030984275084	0.0140483577272	0.0201968007849	0.0225771625462
t	0.735241001533	0.078944786	0.0529076754433	0.0097823101768	0.0193492011444	0.0300338608723	0.0737411223664
è	0.703588317711	0.0849006099333	0.0551616915678	0.0120679732371	0.0203937236406	0.0326942291586	0.0911934167032
l	0.73591756457	0.135088145044	0.0527761023626	0.0049274955479	0.008630817644	0.0166210306834	0.0460388248885
o	0.465865297857	0.365885595615	0.0956628946542	0.0110654681266	0.0149729161813	0.0142212980345	0.0323265263812
k	0.174425439906	0.515603968272	0.194141604191	0.0346490021355	0.0388648382871	0.0150651087182	0.0272500143692
a	0.0754466154753	0.466948563157	0.27593881037	0.0562567886985	0.076702726869	0.0151203456914	0.0335861064368
i	0.0360321126522	0.318732905479	0.44544437539	0.0700712998195	0.0786882123563	0.0178538186158	0.0331772233825
M	0.0217621167579	0.198185834786	0.47540559193	0.162264255873	0.0679386160121	0.0341888432719	0.0402546961446
a	0.0213099604122	0.193212054762	0.402395976853	0.183803746658	0.084957591504	0.0365925823706	0.0777280566141
r	0.0255502920236	0.159818153287	0.384673526494	0.186255275853	0.0911444092013	0.0274093490435	0.125148890827
ì	0.0304544650745	0.117740846042	0.337286180965	0.200044042284	0.13973089456	0.0727240144145	0.102019465385
a	0.0207431004113	0.0712581049722	0.291113492896	0.269832958161	0.19802498112	0.0957404184315	0.053286914455
n	0.0120759132016	0.0459908696339	0.164641408219	0.402231468254	0.178379123707	0.0886662449438	0.108014996972
a	0.0180026735034	0.0529509127605	0.0858759904777	0.331979718751	0.264808747436	0.123890043181	0.122491956619
r	0.0366374267882	0.071152741783	0.0592494153039	0.292309565297	0.269129049479	0.145308523567	0.126213273235
t	0.0840723240049	0.0698574555063	0.0628660770546	0.316405685412	0.114515250446	0.101650001229	0.250633266872
i	0.0912948557943	0.0593166508778	0.0578815191867	0.244622416671	0.135136157102	0.133156663276	0.278591821191
à	0.0421682925877	0.037827968383	0.0361896708094	0.128111869713	0.181266658389	0.393975575625	0.180459981597
v	0.0168671501638	0.0165319064034	0.0205915372098	0.0500535870246	0.128922568168	0.627883993875	0.139149192069
v	0.0464950999896	0.0249333986408	0.0200178706893	0.0624500189525	0.0955837688723	0.491306063225	0.25921371146
r	0.116684477048	0.0376756326515	0.0199097446211	0.115572939211	0.0719443353708	0.220079871075	0.418132974053
i	0.126559660061	0.0313069977486	0.012471560304	0.102176899672	0.0462670097036	0.0993643315317	0.581853501017
</S>	0.100399762978	0.0235656134826	0.00956182389747	0.063701539168	0.0454583783018	0.0641234434258	0.693189381508
