 	avete	cucinato	le	verdure	</S>
m	0.692928232	0.133288740794	0.0165249143634	0.108850660474	0.0484073050365
a	0.654105166	0.184886578945	0.0180194083587	0.105321395821	0.0376673084943
r	0.535983896667	0.275661481095	0.0216959989096	0.123131178647	0.0435273730078
è	0.294414805756	0.474361175032	0.0319023989365	0.132930599065	0.066390964379
t	0.177246330985	0.640404602344	0.0337447174522	0.0582801058643	0.090324210929
s	0.100388952195	0.571939743448	0.0351898476574	0.126055811808	0.166425656583
a	0.060754085503	0.457890274483	0.140310288819	0.148372971418	0.192672427401
t	0.0314786700457	0.365085313054	0.313965695606	0.122560620461	0.166909735547
o	0.0201964026586	0.240041241245	0.459758282602	0.116063719569	0.163940356382
t	0.0145100773811	0.147747571508	0.511912033934	0.178851653938	0.146978657471
a	0.00918809316157	0.065637039036	0.557323390845	0.215746880646	0.152104550827
l	0.00601594678992	0.0336295233647	0.486150481615	0.339215240215	0.134988793282
à	0.00675660446904	0.0245326232742	0.338038953872	0.427107651405	0.203564192474
c	0.00912997640435	0.0354926797247	0.298561114357	0.420108610468	0.236707647191
h	0.00768632148345	0.0339563549749	0.228159495619	0.578974650823	0.151223182887
a	0.00545023034635	0.0177541590716	0.159616588786	0.616571436941	0.200607575972
n	0.00356089735071	0.00769155226287	0.0910784429753	0.662209879647	0.235459222531
a	0.00243556381457	0.00413433834229	0.0425711000004	0.575957125349	0.374901819664
</S>	0.00186961990868	0.00238738930464	0.0334346518632	0.420145575874	0.542162669832
