 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.912731542	0.05477162507	0.0017363265714	0.002590522335	0.005041334559	0.00312646626267	0.00391243503629	0.00390846395523	0.00293281930469	0.00149068563633	0.00775778488479
t	0.814303466667	0.136131278757	0.0129522213365	0.00267673580813	0.00654078853187	0.0045768149878	0.00200029804756	0.00295299083796	0.00137069101616	0.0014755932808	0.0150191223564
e	0.642503635156	0.293039870252	0.0272579038055	0.00340497206471	0.00721721747529	0.00509289569644	0.00129057683194	0.00255292002543	0.00076176741502	0.000996514397899	0.0158817426686
l	0.412092811452	0.407781582751	0.0856264049085	0.0280561072902	0.0167762634298	0.0207751416393	0.00311887794573	0.00701544312325	0.00214215025064	0.0048575802378	0.0117576470628
a	0.175020703987	0.536084146917	0.151554808629	0.0482866869634	0.0248920721966	0.0293344957398	0.00484790786924	0.00992135119575	0.00305402420555	0.00646597212013	0.0105378473596
è	0.0775781843117	0.591626589639	0.22592057741	0.0471358400945	0.0200249720389	0.0156168513259	0.00331836119175	0.00553917244725	0.00214335112185	0.00346429998198	0.007631835421
n	0.0423733884972	0.517583862546	0.29353356801	0.0712218638048	0.0268417266996	0.01472898637	0.00254334255858	0.00476354441802	0.00195376267062	0.00389244541106	0.020563554756
a	0.0203046255685	0.348162876715	0.308985573543	0.204933028135	0.0675358293332	0.016915268692	0.00299930716086	0.00440224844961	0.00135971343007	0.00310075414902	0.0213008062352
b	0.0092157606705	0.156148183545	0.262763833868	0.347851181378	0.141518030111	0.044915401224	0.00684454412162	0.00712649813854	0.00148112478456	0.00551838241501	0.0166170019087
a	0.00614614798383	0.0700110225117	0.155279772909	0.431597827126	0.235617090704	0.0591406707413	0.00858580636054	0.00859567911951	0.00207413991152	0.006918811241	0.0160329953492
r	0.00919494003894	0.0338766081406	0.0804557798363	0.460439362375	0.281333856235	0.0769323279138	0.00901976650018	0.0117305085198	0.00297214749384	0.00642518160967	0.0276196139497
m	0.0139668895219	0.0385362745069	0.0477903344988	0.425310598525	0.239609063812	0.107053496238	0.0144041161867	0.0155254773399	0.00913877308461	0.0125953237766	0.0760697708599
è	0.0112635197736	0.0407494257023	0.0454361123063	0.392717933908	0.274825962337	0.0995898906793	0.0152431451156	0.01572654346	0.0144246484882	0.0147372444389	0.0752856454213
n	0.0161889446421	0.0300857960194	0.0483800376221	0.303701908503	0.403107230779	0.0908863380931	0.0121318662385	0.0166895412	0.0192209151894	0.0120015190396	0.0476059690404
a	0.0164018069804	0.0202986876936	0.040613971662	0.191794980834	0.460284405593	0.150638446364	0.0400059776462	0.0173189291	0.0183549669765	0.0082733600492	0.0360145078668
f	0.00800419302316	0.00946949126807	0.0260645803055	0.110827263611	0.407687835798	0.259407805455	0.0721510390154	0.0307208991	0.0143464422482	0.0108484096991	0.0504720300879
ù	0.00475301931817	0.00596347032782	0.0144382432186	0.0754975436103	0.330759407866	0.352389951152	0.0662940424051	0.0496555307667	0.0206871120987	0.017901722573	0.0616598948683
r	0.00282403985517	0.00383858124771	0.0102192841195	0.0646974327568	0.254563149089	0.442279617251	0.0553210610084	0.0477542965889	0.0269524853262	0.0220498044377	0.0695001439928
n	0.00508521519971	0.0066533315576	0.0118805807865	0.0616838810656	0.189290034096	0.45339218215	0.0472908561428	0.040708375663	0.0385107908821	0.0246286656326	0.120876017428
o	0.00549103365856	0.00690380501741	0.0115503545931	0.0486415226779	0.131173640899	0.39227886845	0.173327641448	0.0653763838877	0.0433094490007	0.0193200586175	0.102627251336
n	0.00307767262574	0.0033818124474	0.00612468090783	0.0211601989293	0.0746006759663	0.35276506635	0.295723168549	0.108042615896	0.0359720848002	0.0197009525658	0.0794511802927
a	0.0017703648866	0.00206252915222	0.00439418683456	0.0103823136032	0.0438251885154	0.288958003517	0.362038552916	0.151297600632	0.0440973700001	0.0203702879819	0.0708037398716
k	0.00199613081133	0.001950190268	0.00456426259982	0.00590870150147	0.0283065349145	0.217514171506	0.409639853839	0.196738868877	0.0527504617334	0.0234138095873	0.0572171314822
à	0.00195709534045	0.0018518885911	0.00661891849275	0.00522429551009	0.0288347726142	0.205520130369	0.280807080146	0.272757088959	0.0974863865778	0.0364017168958	0.0625406387991
n	0.00181763540995	0.00219741922656	0.00718975499958	0.0053649961082	0.0220925909181	0.189907580323	0.180600096149	0.326316744986	0.130951848193	0.0538551140653	0.0797061720197
i	0.00190457318815	0.00227575202935	0.00463872116502	0.00425732405002	0.01163210687	0.125047045681	0.168499404683	0.351665828995	0.198774576331	0.0521261699551	0.0791784832066
k	0.00301708360728	0.00250192499372	0.00512358779546	0.0036152062732	0.00760874471667	0.075210471087	0.149936989428	0.383790097665	0.25223313531	0.048282875785	0.0686798916529
a	0.00387001965542	0.00289376664005	0.00512036101104	0.00373852369174	0.00616223530982	0.0505523728223	0.127114774743	0.352556449888	0.308287467637	0.059799648195	0.079904390535
l	0.00369563120208	0.00331286195989	0.0032818199023	0.00305639146518	0.00397231950194	0.0275281419008	0.089142103581	0.308722371696	0.348095980212	0.117773483398	0.0914188810803
ò	0.00295925236908	0.00304274023059	0.00441610307183	0.00238846219157	0.00445175740371	0.0191805227736	0.047523891955	0.258457091632	0.322127330671	0.216689074799	0.118763740329
r	0.00199575139337	0.00263533492206	0.00499530986257	0.00236965680044	0.00475231045524	0.0184912253645	0.0253370989863	0.190325767944	0.316023087157	0.291446017266	0.14162840323
ù	0.00164126248191	0.00246872909116	0.00430433120772	0.00217797034776	0.00378403505908	0.0159932438055	0.0164440233354	0.125336278981	0.298405908652	0.347450199755	0.181994016997
s	0.00239210678711	0.00232801811953	0.00408322871852	0.0018915174031	0.00272447277696	0.0100568460525	0.0089306547918	0.0739468415937	0.279009948884	0.412219055918	0.202417326466
t	0.00513319958352	0.00355776793701	0.00263617066572	0.0020431713701	0.00194851333492	0.0106089757508	0.0083923108706	0.0656748596446	0.265678187361	0.399070066639	0.235256844805
