 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.3896525216	0.3268470272	0.15718057433	0.013946827379	0.01761138252	0.010414056842	0.017349463346	0.0024239660726	0.0081815068148	0.0563926772178
i	0.215410915733	0.556038119733	0.114754014177	0.015653161367	0.017899855278	0.0107694864273	0.0173966727202	0.0021416654508	0.00776714418165	0.0421689537689
i	0.095238722637	0.696717877911	0.148616502772	0.0118626089603	0.008808794904	0.0075219196691	0.00729158002187	0.000970270088298	0.00411508831412	0.0188566136509
p	0.0352618670783	0.531861175304	0.242291098104	0.0615380981334	0.039006385508	0.0435963438564	0.0160534311309	0.00349123167086	0.00938738845343	0.0175129635984
à	0.0139282557634	0.385009362435	0.349622274035	0.102607893478	0.049816259856	0.0526937876815	0.017903794298	0.00462703287002	0.00993555657474	0.0138557227786
s	0.0162193164985	0.378471338545	0.405763159345	0.0983760925927	0.037243578672	0.0217798879298	0.0102705729937	0.00265460888174	0.00562596148545	0.0235954564465
t	0.0205384211362	0.302470648682	0.418754765115	0.112179195131	0.038054870324	0.0160510700033	0.0114730473979	0.00582529356391	0.0265612406774	0.0480915039362
a	0.0125867212717	0.193219031394	0.385962081705	0.254449712777	0.0501264453747	0.0166761401611	0.00855221518597	0.0072847517611	0.0323127065537	0.0388302494827
ì	0.0074520650555	0.0986170617113	0.238306673482	0.483626783592	0.0963823969916	0.0253552934204	0.00515062260199	0.00498189421817	0.0219947181916	0.0181324911364
c	0.00520253953117	0.0469499838171	0.126334815407	0.621325800531	0.119930455597	0.0259319720001	0.005294174734	0.00439401223739	0.021949774279	0.0226864374663
h	0.00401724161879	0.029100348439	0.0957378162023	0.694247366844	0.107783143866	0.0166793886867	0.0059786548836	0.00409584496493	0.013894730677	0.02846543328
e	0.00252064174251	0.0168253339383	0.0673926847588	0.539729398481	0.297220924289	0.0382695205556	0.00726110814013	0.00367236924991	0.007748907245	0.0193591014505
t	0.00460447242008	0.0129473244664	0.035816414922	0.292783366894	0.508926944096	0.0774060043185	0.0191327763734	0.00984914864577	0.014292290937	0.0242412318601
e	0.00526263747705	0.0106116846589	0.0194738968992	0.173714095031	0.535662214699	0.16988196784	0.0271323232578	0.0130940429799	0.0179146657857	0.0272524414733
l	0.00287528936979	0.00593349290179	0.0114516785789	0.11612894081	0.5252713009	0.22752735488	0.0397357276193	0.0193623944046	0.0307123624019	0.0210014916044
ì	0.00204910928943	0.00375004192678	0.0156736420075	0.10361710827	0.4996601823	0.235090332093	0.0402399967864	0.0262714093282	0.0361884738806	0.0374596865215
s	0.00235003268297	0.0030794767872	0.0188256208684	0.119715498183	0.4898568451	0.240941959898	0.0290956537355	0.0189522640361	0.0293822829069	0.0478002894405
o	0.00245566832321	0.00282674816044	0.0107996098693	0.101251335163	0.3705457183	0.299915630499	0.115075765805	0.018182532412	0.0312325338356	0.0477144504268
n	0.0015797757865	0.0021641459084	0.0059613496363	0.0440012086743	0.2455525827	0.359659246833	0.228738523668	0.036080625204	0.0288163156785	0.0474462470683
t	0.00137186702368	0.00225915575178	0.0158778460111	0.0284000536361	0.1995873099	0.301970415944	0.242886658956	0.0616071424013	0.0597296897595	0.0863098655101
a	0.000654050550815	0.00134469085182	0.0185703174494	0.0149370886605	0.121192068767	0.294803746981	0.297708608985	0.0721190012671	0.0763135319198	0.102356929458
à	0.00054144260482	0.000831224228177	0.0187411435576	0.00797199736197	0.064622551189	0.367247480327	0.312354869462	0.121734104289	0.0522724718399	0.0536827787793
l	0.000685770948603	0.000815834846132	0.0193348357566	0.00723791027532	0.0690100901963	0.382481453842	0.246786102954	0.14200922183	0.0987759507466	0.0328628085998
a	0.000535385920828	0.000734573980122	0.00749323818672	0.00465523038711	0.0584951732281	0.271624531547	0.323548252985	0.14881960461	0.138139921582	0.0459540993799
t	0.000427339975384	0.000819774996153	0.002991934201	0.00285516966924	0.0270622809667	0.149357293136	0.359864806328	0.223549725737	0.167536656527	0.0655350626526
o	0.000381062585362	0.000961732121518	0.00158032798512	0.00249584279868	0.0150918843256	0.0937019822253	0.293463540776	0.293127138779	0.217737816842	0.0814586767169
ì	0.000851745524883	0.000845760694227	0.00789696287077	0.00291335810449	0.00738865826387	0.0692717573684	0.213446590812	0.40015696826	0.218785255614	0.078442928279
c	0.0013257168897	0.00121811200196	0.0129963264459	0.00580889066203	0.011513897048	0.0825148937228	0.152854636624	0.452864826487	0.214704704538	0.0641979317103
h	0.00151484651532	0.00147798954481	0.00798647965281	0.00620698148054	0.0138896683827	0.0785081783143	0.117521739008	0.392641674096	0.303671565513	0.0765808668428
a	0.00127724197309	0.00118940781862	0.00339093930666	0.00387414290868	0.00765844246923	0.0417065964001	0.0667329711907	0.332592779832	0.457318608504	0.0842589292696
v	0.00265307187454	0.00174869471518	0.00535989864464	0.00332148242676	0.00653092102825	0.0367779022507	0.0530006682449	0.289444988611	0.520640894168	0.0805214832852
à	0.00316099127165	0.00169673258618	0.0077421504939	0.00314098530535	0.00571995358992	0.0314747536322	0.0362799407843	0.284679298604	0.506320479389	0.119784702357
l	0.00218837926892	0.00117417373403	0.00564793005257	0.00275063744067	0.00326800591364	0.0260249437774	0.0219379812974	0.275562120201	0.52419226513	0.137253604919
o	0.00176063900457	0.0010685835767	0.00302085025934	0.0020661595267	0.00233638538158	0.0225168484078	0.0199209102353	0.177011638954	0.568395998377	0.201902038173
n	0.00117562980439	0.00201122669743	0.00386721806722	0.00501902386309	0.00279579996775	0.0138314851546	0.0192244844613	0.115424953338	0.590223352792	0.246426867524
t	0.00103802119571	0.00264702285781	0.00516105785749	0.00737899094818	0.00463579085344	0.0136684890029	0.0446591877964	0.121998941846	0.601748756931	0.19706373372
a	0.000460249393852	0.00144899091204	0.00303031009814	0.00443977643046	0.00353836302915	0.0082869694023	0.0464924580899	0.085540224802	0.52910065631	0.317661988985
</S>	0.000279979224868	0.00090551226619	0.00185083902157	0.0029620132867	0.00207464491058	0.00467258845115	0.0265626561776	0.054186963781	0.456366447155	0.450138374492
