 	sicuramente	stanno	ancora	svegli	</S>
s	0.954919615	0.02133684088	0.002626520916	0.003452584755	0.0176644733064
i	0.936602128333	0.0333356942013	0.011458469518	0.00315593461793	0.0154477781532
k	0.873045421444	0.0651064616551	0.0278864625593	0.00690243731024	0.0270591963068
u	0.862064399815	0.0797156372224	0.0266001204598	0.00872541676461	0.0228944024436
r	0.784770294605	0.125568154411	0.0315724073199	0.0244733874201	0.0336157898219
a	0.648586567535	0.19238527047	0.0646528274466	0.04734501056	0.0470303985253
m	0.582590938512	0.262235366557	0.0712073154955	0.0392811319933	0.044685281429
è	0.528366817771	0.358744235252	0.0476349902198	0.0192355461511	0.0460184296635
n	0.471803418457	0.406445150151	0.0338311566613	0.022476839547	0.0654434589812
t	0.326989609352	0.43054304105	0.0434021089804	0.058937775819	0.14012748444
e	0.168723814361	0.54757995135	0.0741218763735	0.0654792215597	0.14409515696
s	0.109336676227	0.617833089783	0.0738939769312	0.0668293096332	0.132106920489
t	0.115618224541	0.559761218594	0.0487405331371	0.117194860504	0.158685068966
è	0.12338009505	0.573062443531	0.0632564940057	0.101208835041	0.139092040503
o	0.0825063797142	0.539746223044	0.230075718962	0.047627238087	0.100044419148
n	0.0363570268556	0.389831062348	0.349090202954	0.0631402131357	0.161581464176
e	0.0201623795953	0.236322812783	0.490216186951	0.0773519409652	0.175946639359
a	0.0116165246007	0.114589775532	0.64519700765	0.134844580202	0.093752116633
n	0.00853659994583	0.0710315666487	0.566303665243	0.201410502027	0.152717683151
k	0.0658297385946	0.0654048293762	0.392457178241	0.142500958969	0.333807287144
ò	0.111357110419	0.0955747536187	0.25801445288	0.066618105263	0.468435523181
r	0.120793119346	0.134307057893	0.338962985293	0.050488377361	0.35544840386
a	0.115998426771	0.0973939095779	0.405497283098	0.11662107312	0.26448929102
a	0.0619937157087	0.0417352297397	0.273692359299	0.373344321707	0.249234378873
t	0.0257514929739	0.0168556851207	0.146578941546	0.581912496469	0.228901402824
s	0.037037342888	0.0155589907016	0.0854870908753	0.535392495256	0.326524097875
ù	0.0388562781485	0.0198957191452	0.0531720619051	0.559225618285	0.328850360958
n	0.0177252830096	0.015730505009	0.048653716495	0.634404974095	0.283485546053
n	0.0632345836729	0.0272268577663	0.0421128723917	0.491346560965	0.376079128684
i	0.075689018497	0.0328017769823	0.0343409003079	0.494437251255	0.362731114228
t	0.0323172185383	0.0170297965938	0.0454666733933	0.489545208752	0.415641175943
i	0.0362745218837	0.0141053877728	0.0474794865351	0.294280801917	0.607859873648
</S>	0.0480408280344	0.0179948368793	0.0399330450036	0.238523540959	0.655507827824
