 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.739811456	0.1387694668	0.05063552221	0.004080126169	0.004217049224	0.0016947205621	0.003457641671	0.0022162882876	0.0023468414543	0.0014894457452	0.0016744790334	0.0131218504013	0.0364850694515
u	0.547299225333	0.364577774933	0.0269309906233	0.004790608243	0.00509925887	0.00123503096956	0.00178062230199	0.00165454292302	0.001497781498	0.00107951191255	0.00100427012812	0.0111941939659	0.0318561509502
l	0.290117047391	0.591702662978	0.0390570369411	0.010492431833	0.00820545153867	0.00187611149345	0.00211491739899	0.00252125831483	0.00260805629017	0.00231746716233	0.00206951172127	0.0107244331561	0.0361936307721
è	0.14698575457	0.715950220326	0.0500756088357	0.0125574476383	0.00941502950956	0.00194550555813	0.0029554507039	0.0028681168667	0.00306917990544	0.00285099261573	0.00257420523203	0.0106542231951	0.0380982860134
o	0.0783635834747	0.760869510109	0.103395275067	0.0101814731694	0.00750775887319	0.00178580880102	0.00257996608804	0.00186863402149	0.00151548565433	0.00139159335313	0.00150605769764	0.00531000715304	0.0237248637599
è	0.0440561670442	0.578850716036	0.291924590356	0.0225831797965	0.0190355146377	0.00283762409274	0.00316533517851	0.00224224690254	0.00136801557564	0.00114183424864	0.00189429433248	0.00844648309388	0.0224539876938
n	0.0252553573741	0.358129089012	0.467814802785	0.0617316283322	0.0295518880792	0.00359230503091	0.00488464798484	0.00401412535711	0.00213059815721	0.00149369239941	0.00226332709476	0.0108683301042	0.0282701779512
a	0.0166700545234	0.184500784757	0.558339945595	0.145271790777	0.0432023607597	0.0054425096659	0.00494350800158	0.0041942763299	0.00211707855654	0.00146867345114	0.00152482938792	0.00682307904433	0.0255011245521
p	0.00889486066207	0.071970013539	0.484439352532	0.283918399259	0.0728536934532	0.00967051089623	0.00942069327516	0.0068571194351	0.00416227833538	0.00438636358358	0.00196193459057	0.00656450372677	0.0349003105906
r	0.0181366059076	0.057191440813	0.295185720177	0.32905648842	0.109677892684	0.0222676656127	0.0418848307117	0.0202819349117	0.0227831674251	0.0180416060379	0.00594758238352	0.00887386303826	0.0506712057335
à	0.0186086520243	0.0496924733443	0.242189747392	0.327773634807	0.142451146561	0.0423108538909	0.0617964437706	0.0235241506039	0.0275634887884	0.020061733886	0.00686880760117	0.00659518088809	0.0305636771285
m	0.0100091975132	0.0272982727681	0.275594450464	0.363027047669	0.134954817654	0.0381577755103	0.0556609233435	0.016576513148	0.0135304980028	0.0108782239247	0.00391016300106	0.0058222978767	0.0445798470895
a	0.00678841195245	0.0160534101707	0.210606128555	0.38515378129	0.200764269018	0.0417064970234	0.0520412379292	0.014082527016	0.00907256176093	0.0077777902589	0.00237341248169	0.00503165829843	0.0485483544838
p	0.0064470539685	0.00992799400557	0.0997936355183	0.38822447643	0.277651180273	0.0577482168345	0.0628066689044	0.0236230309253	0.0152456521136	0.016324402541	0.00329934430656	0.00393716058434	0.0349711844166
e	0.00634067277007	0.00780178863566	0.0539151786061	0.32091899681	0.326211149824	0.0981760032648	0.0783471943348	0.0297691922351	0.0192815415579	0.0196288439043	0.00376329875885	0.00509318783545	0.0307529152255
r	0.00876662948156	0.00822965432062	0.033757349742	0.24538144307	0.355586845475	0.113909872888	0.107063099012	0.0388974218717	0.025628770246	0.0204245917588	0.00448370336428	0.00662356983915	0.0312470448252
