 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.7335704245	0.10479411348	0.01523375976	0.0037980709768	0.00517247332153	0.0060672613981	0.0137878604698	0.0263622571172	0.00793462428209	0.00399089810652	0.0156910402912	0.00802566182778	0.00859701918234	0.00433953003193	0.00895438047324	0.0336805977967
t	0.769196026367	0.0978956356533	0.0232815135333	0.00551266271547	0.0051239318122	0.0033345284871	0.00670761231433	0.00936683602251	0.00320408505715	0.00206991248959	0.00623593009624	0.00361828412726	0.00349035886221	0.0024639077188	0.00341593425034	0.0550828968425
t	0.732349699656	0.124360649124	0.0319111264578	0.00866238186882	0.00724624253407	0.0045633723307	0.00845977960098	0.0041241396291	0.00210416648052	0.0019413191546	0.00401114319288	0.00239129556317	0.00191629267917	0.0019825056958	0.00166920852777	0.0623067349179
ù	0.567354509485	0.308982113575	0.0606904385326	0.00753381067061	0.00550081614869	0.0046776106419	0.00756971251399	0.00316133435597	0.00145153711324	0.00161328156653	0.00260334638163	0.00158750566299	0.00093797824449	0.00107440534513	0.000844494582177	0.0244171078242
s	0.335122988628	0.499155871192	0.0924071538442	0.00938825006354	0.0061573966229	0.00529340264463	0.00853569757933	0.00539889445799	0.00218454644748	0.00248398038844	0.00346589347828	0.00504586731773	0.00133785681096	0.00106118088791	0.00117078455873	0.0217902075945
t	0.327724215543	0.445238457731	0.104508362615	0.0155134249745	0.0126863857543	0.00995371166728	0.0192164502744	0.0159760485093	0.00473125341489	0.00427753575508	0.00532091346716	0.0106484609717	0.00178931266945	0.0013392708983	0.00234394091388	0.0187322443502
o	0.231598243614	0.407509183244	0.252304186472	0.0174954932848	0.0129703286048	0.00951169916949	0.0184522143541	0.0167558733239	0.0043396038719	0.00447893958076	0.00373693574839	0.00910072050857	0.00109457760565	0.00102447752275	0.00205872870314	0.00756874051342
s	0.086506939974	0.382315710548	0.377998383491	0.0373864744949	0.0235778113949	0.0101713182752	0.0162603266007	0.00766083171543	0.00407813924223	0.00996839056132	0.00624941449346	0.0216088953615	0.00516482735318	0.000818238628235	0.000924002585828	0.00931027607409
p	0.0588972363627	0.330144748983	0.313544417164	0.0716095525983	0.050743366465	0.0243901695184	0.0257944062736	0.0190046491318	0.00889824083208	0.0138233978871	0.0172904714625	0.0405013329412	0.00780873345373	0.00192307234408	0.00266792631621	0.0129582783981
ì	0.0433419621104	0.268863118994	0.371018738388	0.112973100099	0.050009993155	0.0275694833795	0.0218260886445	0.0240022797906	0.00862524028203	0.0079865061877	0.0164418334108	0.0294468055569	0.00416419122244	0.00196737529836	0.0031259967854	0.00863727126297
t	0.02200107321	0.192641319331	0.476994113729	0.1352635797	0.0422830321183	0.0301224187438	0.0149475740615	0.0218479838235	0.00544862719601	0.0072937996819	0.0136402755536	0.0190017230048	0.00585142892535	0.00222321955352	0.00139311825953	0.00904673339546
