 	forse	non	li	ha	a	casa	</S>
f	0.903397329	0.0450969829295	0.0236964302733	0.0058038340202	0.002620599405	0.0052474564064	0.0141373980415
ò	0.843296375	0.0835693392698	0.0385371474271	0.00795666012007	0.0027918009468	0.00509998400947	0.0187487503668
r	0.708374482333	0.145488900283	0.077256018343	0.0207937026027	0.00626633065293	0.00608132989756	0.0357392036226
s	0.537913234111	0.151778733554	0.115948863919	0.0450524594929	0.0248060324018	0.0287308405069	0.0957697442141
i	0.376462212399	0.222108023118	0.186979602813	0.0440297711643	0.0282503348266	0.0402671786316	0.101902860019
e	0.200900684578	0.282774212373	0.376138198938	0.0450336698548	0.0139303379709	0.0214772058925	0.0597457210127
t	0.092475517722	0.171151759011	0.526677135779	0.0890580477516	0.0220878292196	0.0199880361522	0.0785616771882
u	0.0522354268651	0.0927978292237	0.603221908726	0.136904139251	0.0273824584465	0.0205764241707	0.0668818141961
s	0.040036155579	0.0641487546346	0.541541908442	0.196242271084	0.0433680552555	0.0362613342902	0.0784014985507
è	0.0333469059992	0.0429829580382	0.331669367014	0.358027519028	0.0806421098852	0.0654359717501	0.0878951337822
c	0.0214697604837	0.0399493398794	0.254167450338	0.460049247676	0.0958767725617	0.0734615741034	0.0550258731474
h	0.0161975497052	0.0466925309131	0.233798837046	0.416263460825	0.106034609254	0.101663462568	0.0793495928918
i	0.0115331099565	0.0338962916404	0.141897915975	0.328973276542	0.230408404418	0.148603366789	0.1046876606
è	0.00516634265567	0.0123888783401	0.063784395729	0.210758206381	0.336113195073	0.297228520596	0.0745604296667
s	0.00314685713196	0.00595163719803	0.028549277067	0.1402474281	0.321887332958	0.443780950199	0.0564364864222
s	0.00242493684875	0.00567405444201	0.017685462249	0.115827811713	0.255705373719	0.459796132733	0.142886238708
u	0.00220298964498	0.00445630761639	0.0096570477744	0.072359184878	0.150295436213	0.505759033578	0.255270004537
</S>	0.00255436647549	0.00239861885878	0.0061701407543	0.0399561620395	0.104974978967	0.553431561789	0.290514173268
