 	hai	già	mangiato	</S>
è	0.86320619	0.04339461562	0.0215454947124	0.0718536688579
c	0.777226159733	0.0759578106733	0.0390036184201	0.107812427617
h	0.714223336311	0.0901465240244	0.0649380675847	0.130692120376
i	0.549451307504	0.281947982408	0.0593158685682	0.109284920463
g	0.278649752701	0.465467901803	0.120504433363	0.135377975502
i	0.12794652	0.544246515601	0.165093357388	0.162713624615
à	0.0872585070433	0.569752980534	0.241265317129	0.101723216965
f	0.0607981435844	0.403759606978	0.480294065043	0.0551481932417
a	0.0267235423461	0.209087798039	0.622579189014	0.141609497707
m	0.014201535292	0.089438977793	0.677395253005	0.218964267513
è	0.00972351880067	0.048683262611	0.747849831002	0.193743406982
n	0.00837884532126	0.0289142736437	0.822405607001	0.140301291127
a	0.00648532392779	0.0154551850846	0.634870015667	0.343189454976
</S>	0.00355183439039	0.0082370429073	0.394725087833	0.593485993488
