 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.7412358434	0.10561914084	0.01629853491	0.0052043380827	0.057583511558	0.00282034165309	0.00325876414153	0.00671266821211	0.061266793301
t	0.748283322067	0.110163373707	0.017995217812	0.016273520807	0.0273446257647	0.00208768881076	0.0018835908802	0.00272984359075	0.0732387808411
t	0.636214818622	0.169805712102	0.0376757048927	0.0372210595402	0.0459375560382	0.00287246717319	0.00357897144513	0.00181350652442	0.0648801774995
è	0.410349139807	0.444379358367	0.0379653904109	0.0314002900123	0.0460941729014	0.00223821640566	0.00347112441044	0.00114241353448	0.0229599025465
d	0.239029099476	0.658122300122	0.046108597737	0.0146501726461	0.0228443108025	0.00169708487989	0.00191081316448	0.000837004537133	0.0148005979814
e	0.173895345285	0.544392545374	0.217193390979	0.016332619682	0.0300601218275	0.00297689678636	0.00211903584036	0.00111348178022	0.011916509199
c	0.0807470865883	0.450461600458	0.38093346366	0.0242608443273	0.0326361445158	0.00393456438452	0.00291692758565	0.00358370736058	0.0205256569622
i	0.0429783982668	0.414250703353	0.46489352322	0.0247157584024	0.0202449175806	0.00304284167271	0.00250017473388	0.00425517725173	0.0231184782434
d	0.0226933841249	0.322767043051	0.52780644174	0.0561187634608	0.0252659552555	0.00465491837077	0.00338764531796	0.00306002680211	0.0342458426759
è	0.015934964842	0.252651005084	0.512119801913	0.103895982494	0.0648726134852	0.00528181805919	0.00380012981732	0.0025317738747	0.0389120100927
t	0.0115122284601	0.221611728361	0.501646229304	0.135571537438	0.0729669586284	0.004875562812	0.00375407083577	0.00379082688557	0.0442708756956
s	0.0107628217911	0.173782242854	0.472445581435	0.117524491479	0.0758845284095	0.012733476264	0.0161314456586	0.0251497314859	0.0955856841319
a	0.00684504845191	0.111237472309	0.403381671478	0.223275147893	0.105805163336	0.0176581582713	0.0188981810675	0.0298034959106	0.083095725146
m	0.00544532316905	0.060738616141	0.406602432493	0.339853080631	0.0899458808453	0.0148478708738	0.0100577990925	0.0149175725082	0.0575914464725
o	0.00479512843882	0.035090519253	0.354803280564	0.41471306821	0.107243094815	0.0157586855379	0.00685460092617	0.0103887155361	0.0503528650326
k	0.00546866335583	0.0232996536237	0.251557577255	0.48718009807	0.120738682472	0.0293337362926	0.00852481856872	0.0144936946387	0.0594029924765
a	0.00586336233234	0.0193728481518	0.187785578112	0.474250586423	0.150336862891	0.0684674896975	0.0106842547629	0.0176633672329	0.0655755481045
s	0.00638856104418	0.0147842633207	0.109295492464	0.454003334941	0.191415158964	0.116166880366	0.018771268841	0.0162174114976	0.0729575491562
ì	0.00626242800988	0.0109208336292	0.065987522228	0.306019802314	0.324561746988	0.167890546055	0.0297654269737	0.0145231970459	0.0740684472267
m	0.00610912433378	0.00867720377473	0.0483362303493	0.174688896171	0.472221255263	0.189528293285	0.0255587452979	0.0093388449953	0.0655414052756
m	0.0167297751952	0.0235848497406	0.0781659565964	0.13644015671	0.430752270688	0.153297082628	0.0198233074993	0.0173967726051	0.123809804305
e	0.0167221167979	0.0255800831572	0.0725105045248	0.08608807409	0.401508524229	0.234218981943	0.0288309147931	0.0219287169617	0.112612039914
r	0.008843778665	0.0142815667712	0.0335056484009	0.04768143883	0.348160152543	0.331874620514	0.0583406062644	0.0250883810406	0.132223822563
i	0.00632803341384	0.0110910830663	0.0208526432663	0.0321317227533	0.256682326314	0.371354665171	0.130999923288	0.0325497494802	0.138009894719
p	0.00544006222968	0.00887546822374	0.0156962984159	0.0202566537278	0.170922819438	0.42325239599	0.175095055096	0.0462587935601	0.134202517572
à	0.0048067415972	0.00691834684467	0.00969689977457	0.0140125505279	0.208602629213	0.40256452293	0.167287747232	0.0457012812534	0.140409312543
m	0.00555487126556	0.00580220789994	0.00595498485079	0.0119767157946	0.327935976804	0.352581855643	0.142261565211	0.0395899758178	0.108341825246
e	0.00619196934594	0.00676319832046	0.0079064365308	0.00946875375153	0.250046085755	0.327330624281	0.236082596804	0.0600261905393	0.0961841270607
s	0.00442496995848	0.00653016561452	0.00887435596407	0.00626844122384	0.105214077272	0.32141210316	0.339401310935	0.0805046531798	0.127369914711
t	0.00377896140873	0.0082732426106	0.0088334089691	0.00758769928795	0.0447861271573	0.295810233453	0.297017958312	0.126639406927	0.20727291319
i	0.00197105948734	0.00971536830241	0.0119815449334	0.00597263694865	0.0254217637591	0.219521842344	0.357571659437	0.192579882642	0.175264201499
s	0.00178151982919	0.00727414379305	0.0105285138918	0.00329346168822	0.015637935961	0.164948970908	0.411299043812	0.200642542681	0.184593868382
p	0.00450129826982	0.00508673552742	0.00625497599207	0.00367184667674	0.0101885128517	0.154815912349	0.344468088604	0.206726838027	0.264285788059
i	0.00491660561132	0.00630070467999	0.0119628156151	0.00313530218325	0.0088749430939	0.119589129226	0.344023080868	0.234720357609	0.266477029335
à	0.00234145302738	0.00591306225918	0.0121683893164	0.00279321800562	0.015509618418	0.0800517287453	0.375278966889	0.29200359067	0.213939920312
g	0.00234030035899	0.00492983769612	0.00463640451658	0.00319172188767	0.0364954883927	0.0544381413218	0.365942595363	0.33276742809	0.195257990411
g	0.00462881637727	0.00679468763484	0.00318575991047	0.00363838164682	0.0371361762442	0.0473693653073	0.326166131834	0.301751381363	0.269329201464
i	0.0049520277578	0.00939337301119	0.00736308478536	0.00340727011747	0.0185215384841	0.0435068379491	0.243982108858	0.369389386454	0.299484393575
a	0.00247949140956	0.0103119089541	0.0107187634419	0.00173900387822	0.010990456426	0.0331628445837	0.168707968886	0.425068230151	0.336821380192
