 	un	forno	che	fa	buon	pane	</S>
è	0.853499102	0.08258403529	0.003813038786	0.005258909553	0.0172884263996	0.00857873758375	0.0289776255241
n	0.733505025333	0.18425052943	0.00706416664867	0.008571798991	0.0267948835079	0.00694565773062	0.0328678783467
a	0.536236506311	0.384124173143	0.0255109380096	0.00959956521033	0.0199851257966	0.0028014523165	0.0217422980673
f	0.28250177817	0.564308717714	0.0701136924699	0.0158200501234	0.0231784913122	0.00403787839959	0.0400394244214
ù	0.12510796819	0.676682066571	0.09164083669	0.0252765150678	0.0286387870096	0.00504509633416	0.0476086991648
r	0.0761688239633	0.72318744819	0.0980167070967	0.0288470243826	0.0186437374335	0.00606146692405	0.0490748227133
n	0.0795509630878	0.648564623263	0.109105856699	0.0382307078609	0.0151175790693	0.0119504030837	0.0974799339521
o	0.0708058804706	0.431764670021	0.2950727189	0.0906066466203	0.0133450107698	0.0115708399292	0.086834210082
k	0.028492147602	0.223446093407	0.484885480967	0.15381018794	0.0223683451366	0.0147704550311	0.0722272467813
a	0.0175030444507	0.127091140949	0.487011542322	0.25816572398	0.0263773943122	0.016918433161	0.0669327302744
i	0.0118232007928	0.0638000214297	0.386037219107	0.435545553327	0.0509951283707	0.0135236601977	0.0382752150801
k	0.00597298330987	0.0393751589766	0.218150347436	0.501884965109	0.119935383857	0.0318266832792	0.0828544608217
à	0.00422091651316	0.0252901392255	0.108571296212	0.524384041036	0.180804163619	0.0535146667051	0.103214830134
n	0.00516968080894	0.0173072386818	0.0615906860907	0.588139262412	0.167534394873	0.073408299389	0.086850524796
n	0.022216022547	0.0245417840673	0.0568091619169	0.496193408537	0.159575482271	0.094377726285	0.146286462383
i	0.0271299671777	0.0244681244924	0.040701713383	0.282022644779	0.21095316232	0.205150974708	0.209573481954
t	0.0139136936772	0.013948708832	0.0222560487877	0.146390821013	0.263326548756	0.275907338636	0.264256940621
s	0.0087979913269	0.0091488374342	0.0177906879119	0.0928896823577	0.282109231459	0.328657770612	0.260605855113
o	0.00508044444533	0.00556433448907	0.0118886063453	0.0478819051926	0.207532461716	0.464880520204	0.257171748707
m	0.00462476449502	0.00640552869562	0.0084521831039	0.0327624210709	0.184633973302	0.512436055401	0.250685067278
ì	0.00399906007619	0.00594290296287	0.00688480406343	0.0271257970836	0.218103985427	0.495717521134	0.242225869068
k	0.00819363778278	0.00843177617406	0.00838844692448	0.0210874539899	0.240278687582	0.471671873711	0.241948037196
a	0.0109646001327	0.00986227319912	0.00898527047623	0.0176597831723	0.181930386797	0.503244055237	0.267353560905
l	0.0060343512115	0.00562830714387	0.00443298066348	0.0078989797391	0.0715757406487	0.495260745079	0.409168907709
ò	0.00270685701527	0.00314319326932	0.00261881840999	0.0053272167297	0.0448533762096	0.384546650733	0.55680391731
</S>	0.00142639677919	0.00179349705806	0.00166177345024	0.00421110027785	0.0400890464948	0.322444470926	0.628373704655
