 	non	mi	aspetti	non	vengo	</S>
m	0.474034031	0.14602630769	0.116706541583	0.00904213858146	0.157477833565	0.0967131645482
ì	0.363136043133	0.290282870963	0.128964666841	0.0115433422292	0.143263946114	0.0628091453009
m	0.217077582578	0.423612208788	0.142877427674	0.0169020684537	0.152846243499	0.0466845001736
e	0.102414682726	0.545354529596	0.172105357551	0.0196684121952	0.108395674539	0.0520613931412
m	0.0558875947087	0.533256512799	0.24472127765	0.0218628430717	0.084898506547	0.0593733439258
ì	0.0430318727722	0.371588349466	0.39339397415	0.0475689940972	0.0855286654637	0.058888195464
n	0.0413979019934	0.282096465689	0.443619239383	0.0669147120991	0.117652440369	0.048319210088
i	0.0243356304238	0.17298990725	0.331837874861	0.299021678766	0.12253708399	0.0492778113827
e	0.0105970380893	0.0646866940913	0.17677126402	0.546140236922	0.136037769063	0.0657670146096
n	0.00642550308043	0.0259512498424	0.0912078030733	0.398387132374	0.372970052821	0.105058220181
è	0.00520069479023	0.0136452799236	0.0399744041838	0.248071840391	0.559208266274	0.133899456729
r	0.00405997199997	0.0098923029275	0.0261155500209	0.205830161763	0.651499571425	0.10260241841
k	0.00742776371179	0.0163945742106	0.0253621546473	0.132786550447	0.711796356475	0.106232640883
o	0.00802067084088	0.0164546572495	0.0420048777339	0.109098340809	0.599162503958	0.225258975161
m	0.00517277187913	0.0103466089973	0.0548128707981	0.0800860444563	0.567319443119	0.28226224171
e	0.00403517917886	0.00818380518937	0.07716336196	0.0418171539254	0.486625282106	0.382175169227
</S>	0.00233282831033	0.00459418722679	0.100900908308	0.0309945186927	0.356249391653	0.504928063614
