 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.764469375	0.21166604963	0.004669937769	0.0016351424557	0.000463065053553	0.000940064628316	0.0008086441129	0.0017434661562	0.00081748097481	0.00193185073838	0.010855012724
m	0.5436729088	0.335849727677	0.0455826742677	0.0160067193384	0.00553133689555	0.00424623767132	0.0091884981385	0.0030103346158	0.00208656587201	0.00187794848098	0.0329470990388
à	0.304595552667	0.528416027692	0.0711760228092	0.0222385139261	0.00768297604518	0.00556312742044	0.0118649898075	0.00336889126547	0.00255034641954	0.00189242539793	0.0406511575789
k	0.236382983556	0.673365495897	0.0417499514097	0.0101925161974	0.00440214009373	0.00245538225068	0.00451220297183	0.00170984671956	0.00157398069205	0.000826267153443	0.0228292694274
i	0.192510424439	0.647582078632	0.0963584328632	0.0216872233345	0.00600483292324	0.0137876886354	0.00253900269394	0.00171698206472	0.00117685646402	0.000477062511474	0.0161594223879
n	0.098992311111	0.513813904477	0.240102413288	0.0612323633448	0.0368608701344	0.0213293119985	0.00620989465998	0.00297888880157	0.00212134518334	0.000639063149351	0.0157196051396
a	0.0448315441977	0.317123091492	0.411842676429	0.116351456182	0.0536579125115	0.0243251903128	0.00799138653333	0.00425153573119	0.00269191423005	0.000953970435802	0.0159793188559
e	0.017728376507	0.158818873031	0.526628157476	0.174100947727	0.0449820919038	0.0255505969376	0.0277881397244	0.0127273654891	0.00386097292028	0.000728999758692	0.00708550019397
k	0.00853212568013	0.070127197317	0.447690844559	0.161940406976	0.174025909968	0.0344968824592	0.0397624396815	0.015309183283	0.00632273078143	0.00194831476964	0.039844005802
l	0.017229297114	0.056550778279	0.273709931453	0.125394210725	0.330175824989	0.0813371804864	0.0259051033605	0.00995763832767	0.00745716067381	0.00636713588988	0.0659157843422
à	0.019835586866	0.059905041293	0.184020143884	0.149800710842	0.365957952996	0.122834558829	0.0255100582535	0.0120602740092	0.00737567927794	0.00753358178996	0.0451663923596
s	0.0124247448151	0.0417525205977	0.188547410295	0.144523212374	0.336181392999	0.13370431781	0.0428262832845	0.0127648060364	0.0195589348993	0.00576799586332	0.0619483677299
t	0.0095683133715	0.0252347262126	0.153840259198	0.0986870287513	0.296748455	0.14641279347	0.0525706416548	0.0151026811921	0.0342019777664	0.0311491712384	0.136484005273
i	0.00495770381891	0.0125731309795	0.072817435006	0.0741040776504	0.230924167067	0.342436719823	0.0519455925116	0.023365554744	0.0266405731221	0.0382280166535	0.122007077478
c	0.00478389964088	0.0065683470725	0.0433982735887	0.0826022350835	0.145831860889	0.511287516274	0.0738450299039	0.0259207392613	0.018010865174	0.0162515306812	0.0714998036685
e	0.00470754504661	0.0046110478493	0.0316688356762	0.0808215269412	0.12205589243	0.549116641758	0.0962541796346	0.0290470724538	0.0139622169113	0.00982394005373	0.0579312207746
e	0.00201836493729	0.00236317491503	0.0138328466074	0.0498697282288	0.0903424654193	0.496684002586	0.209618135478	0.0907676133713	0.0143798500971	0.00516282855387	0.0249609863335
t	0.00159134275264	0.00181436590714	0.00757358961113	0.0344034569953	0.0592921822624	0.376539231129	0.317100344626	0.114900552457	0.040030779839	0.0117214277872	0.0350326640045
è	0.0014094104631	0.00155722321838	0.00489836174838	0.0276746813024	0.0623222813821	0.271061537843	0.427168931675	0.0968549447523	0.0520704559797	0.0145489252124	0.0404331854088
l	0.00168509580568	0.00210103690999	0.00453598231479	0.0224832417408	0.0586357383154	0.164443749814	0.545780979892	0.0900143585174	0.0391381994266	0.0135755766915	0.0576060118569
i	0.00200950432748	0.00219574912673	0.00407976560693	0.0161559440225	0.0382549820365	0.121157610738	0.442526889964	0.236733460306	0.0426305714755	0.0152462736278	0.0790093192396
t	0.00207891056476	0.00195548835138	0.00323534561389	0.0090868262271	0.018480069506	0.0916955147793	0.359804800321	0.332316849369	0.0646133572252	0.0423110702426	0.0744218276285
i	0.0023856150707	0.00208653659446	0.00303265738781	0.00648401788277	0.0104194168002	0.0673819808131	0.321091357107	0.34107515039	0.0869594136751	0.0630445090809	0.0960393431715
a	0.00142820387526	0.00139224528054	0.00178500636054	0.00324235458052	0.00571520188726	0.0329750713877	0.207145826036	0.489950592797	0.135879916758	0.0413597558003	0.0791258021972
m	0.00197218023749	0.00191778976217	0.00232666188051	0.00349335211404	0.00696421671415	0.0430187099059	0.164214958079	0.472111323599	0.184190536786	0.0394618491068	0.0803284061804
m	0.00402350090435	0.002525490742	0.0028691809675	0.00436888838735	0.0111650156096	0.0620796964486	0.16868489496	0.321557645866	0.181689382129	0.0750934929023	0.165942788697
è	0.00933788114822	0.00567516988251	0.00241532885195	0.00340036205245	0.0113865266331	0.0496132122095	0.155029547747	0.264621647755	0.22288276251	0.0894095628341	0.186227906748
n	0.0214619373689	0.0134258969209	0.0051239996732	0.00511715220068	0.0110713153396	0.0355325441052	0.141342308342	0.261796171718	0.315033558303	0.072174308478	0.117920697529
i	0.0197841469281	0.0122243391902	0.00569444516447	0.0055307936091	0.00910383530464	0.0226816814333	0.112588087636	0.263489955973	0.285753859768	0.172081721826	0.091067039523
à	0.00702499650404	0.0046395245769	0.00240697297141	0.00277866227645	0.00539347409805	0.0115788198044	0.0800500918133	0.228214645018	0.320053344589	0.239633795142	0.0982255509077
t	0.00265281930981	0.00188995778097	0.00114787734636	0.00168708733527	0.0043764188491	0.00825163935562	0.0650541664851	0.149583920831	0.44743714573	0.208766774047	0.109152145256
t	0.0015352194283	0.00134214472762	0.000781669240376	0.00120067595513	0.00610181814363	0.00952786779225	0.0575402813697	0.0931192692743	0.39487965951	0.229139784949	0.204831646052
o	0.00207377418872	0.00171821060267	0.00117473631631	0.00152591875352	0.00626246658939	0.0101804240012	0.047321897064	0.0543025258181	0.25312174637	0.325663119316	0.296655129364
m	0.00402622444388	0.00353109527321	0.00172299010324	0.00161601896905	0.00385095501465	0.00797016040089	0.0267271369935	0.0488251605394	0.22852851799	0.397447527772	0.275754161261
à	0.00370813172176	0.00358704672504	0.00145315720707	0.00131820880184	0.00270664975057	0.00701881646563	0.0216535387265	0.0477097634178	0.30453538873	0.375772224591	0.230537063226
s	0.00297768080079	0.00255451470705	0.00101827591581	0.00103372681443	0.003570477323	0.00580596463331	0.0178288566042	0.0327205263766	0.348041621343	0.373186356197	0.211261982609
