 	non	aveva	dove	aveva	per	stare	</S>
e	0.748725716	0.10528839125	0.01111065035	0.00554815827386	0.00214322866187	0.0141174469697	0.113066496824
n	0.48992209606	0.29294839705	0.03987991049	0.0228960649785	0.0147198573177	0.0165728269617	0.123060941497
ì	0.18761743608	0.606770365617	0.0668933030967	0.0279206581995	0.0184523063047	0.00919172648823	0.0831543039813
c	0.0754147768	0.725162557206	0.119493869566	0.0198827872465	0.0074024630193	0.0155123729473	0.0371312244338
h	0.03716260252	0.683295334402	0.213008699522	0.0214038299222	0.00389251044543	0.0176943432201	0.023542637391
e	0.018695707636	0.472799496694	0.441018446774	0.0317557187074	0.00770996894188	0.00694290777417	0.0210776707101
p	0.029973859378	0.189773850125	0.557271765325	0.0749696379691	0.0356542730006	0.0662268052421	0.0461297536736
u	0.0384293849908	0.0785904243317	0.403952674842	0.25382927219	0.0693736213335	0.0959772830447	0.0598472620814
ì	0.0233692354615	0.0351690527249	0.237557711387	0.525624846063	0.0799135849778	0.0541645803482	0.0442009263605
c	0.011910382968	0.0170285722506	0.134771662102	0.651527618021	0.0797979792593	0.0710030714027	0.0339606933195
h	0.00601581926707	0.0109425556615	0.114733874634	0.688135334007	0.0822603145531	0.0673445977876	0.0305674990682
e	0.00482193211926	0.0071532764104	0.0778036932113	0.510927865602	0.239816727718	0.107624897296	0.0518515835851
n	0.00525806377644	0.00557298617683	0.0325819265378	0.209968987067	0.456364557239	0.219155924832	0.0710975407337
a	0.00507238163798	0.00491066331359	0.0151667581929	0.0831352939039	0.376039998113	0.430241129011	0.0854337571166
s	0.00532666459144	0.00371470676794	0.00757769063077	0.0320446324229	0.253484762138	0.582743252337	0.115108198186
t	0.00415227337948	0.0034437971645	0.00537922583706	0.0142829411723	0.246663925773	0.605041322846	0.121036380651
a	0.00169154437596	0.00186240790675	0.00291258345485	0.00636077919597	0.151555244831	0.723821895682	0.111795456459
t	0.00169735794762	0.0016033364519	0.0019624153741	0.00323384179752	0.0730765241903	0.761109923894	0.157316590498
ì	0.00170569002319	0.00529414690593	0.0036884620128	0.00804393038517	0.0514704645168	0.542501826165	0.387295451111
</S>	0.00097183086893	0.00847581950486	0.00509035545858	0.0130464921941	0.0388423664384	0.365147022382	0.568426054555
