 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.889131547	0.0314024232735	0.0059372752415	0.0054942245187	0.0024819094415	0.00428904978289	0.0030508092819	0.00440595520562	0.00282549442775	0.0509812937344
v	0.7913351428	0.0586282787378	0.0387756251225	0.027377776398	0.0216457906755	0.00761412970822	0.0059344493587	0.00284259783508	0.00496031866965	0.0408858485769
ò	0.553154930733	0.212665384579	0.108151578107	0.033308752126	0.0301487929172	0.0114115624306	0.00732825653897	0.00268358655809	0.00571759027315	0.0354295514553
e	0.307944338244	0.417381481526	0.174028660102	0.039618867822	0.0137031707735	0.0075275124874	0.00319008261426	0.00148590341436	0.00310861562556	0.0320113544492
n	0.131829287015	0.369165846509	0.380840174767	0.049520626154	0.0117328189189	0.00805527846913	0.00361209797435	0.00124648233805	0.00243437904366	0.041562963634
ì	0.065818483769	0.220472605036	0.619045252922	0.0365811700513	0.0124807945063	0.00953063166971	0.00371419952345	0.00146332434468	0.00140926679062	0.0294842135898
m	0.0416069630003	0.167196907745	0.657961681641	0.0507346349504	0.0140555327821	0.0116382457499	0.00244465532115	0.00125172507689	0.00308472507751	0.0500248412553
e	0.0261851661417	0.103983823202	0.52209970228	0.250022025183	0.024077747094	0.0127514204566	0.00194558195705	0.000883933107897	0.00356012635401	0.054490401643
a	0.00960374576146	0.0504483174493	0.302478433827	0.525316213061	0.0558416605847	0.00918717242353	0.00396072753035	0.0030347594169	0.00303326614104	0.0370956764942
n	0.00520745561425	0.0224942104271	0.177868579009	0.537461525554	0.124882030735	0.0166540333458	0.0178978068334	0.0064566720263	0.00613256181645	0.0849451553891
k	0.0196639906479	0.017201799991	0.201470674736	0.361128670218	0.147812829312	0.0314895030219	0.0318421775678	0.0197742531534	0.0175279399962	0.15208824811
ò	0.028713143218	0.0165820796103	0.201493581179	0.231588774439	0.206732515771	0.0999595821606	0.0296613032426	0.0252862886311	0.0184686086407	0.141514219378
r	0.020814596356	0.0166105177708	0.15890670226	0.23846654708	0.274367297257	0.149083446187	0.0262546542809	0.0263169536837	0.0113721293984	0.0778071863347
a	0.0130564373829	0.0135196331522	0.107436622801	0.260835157427	0.395198099086	0.113597460329	0.0229844044003	0.0241538874812	0.0121010428863	0.0371172958916
p	0.00621813903806	0.00732730738528	0.047587373543	0.193942166476	0.546834593029	0.0924703371763	0.0248644991934	0.0203580639737	0.0153088305574	0.0450887664175
r	0.00432032036552	0.0068653580684	0.0327307517097	0.112663314712	0.547975400343	0.0960885466588	0.0312366657311	0.0279577559912	0.0598971398038	0.0802647697415
ò	0.00246800106834	0.00477950046827	0.0205458994472	0.0673160463707	0.547624262781	0.178125927553	0.0249406037064	0.0222509558131	0.0686477088626	0.0633010421092
n	0.002609800853	0.00377889249925	0.0136814014971	0.0445431543436	0.561645214927	0.270838207184	0.0230279438981	0.0133124777004	0.0292474374822	0.0373154416964
t	0.00305898228671	0.00395467327944	0.0121757705364	0.0318013112999	0.541986126309	0.266090253061	0.0289279826994	0.0120118903001	0.0235895128007	0.0764034685055
