 	sul	muro	vuole	uno	specchio	</S>
s	0.732111191	0.0937041636	0.01575345846	0.01913499595	0.0314625801717	0.107833654455
t	0.788557275	0.06827637796	0.0184136558533	0.0226377480567	0.0236343733786	0.0784806556484
o	0.761754553667	0.12343187466	0.0229883363511	0.0310678999996	0.0137081622175	0.047049218843
t	0.483066611956	0.352222305333	0.0320052484104	0.0320312719139	0.0600340029705	0.040640527966
ì	0.18309008576	0.656035497178	0.0375745022501	0.0174680941235	0.074687380499	0.0311443982234
c	0.0892139860007	0.742130598393	0.103654766683	0.0124203567354	0.0278182242559	0.0247620264443
h	0.174105376234	0.591443333464	0.181124011694	0.0102304966671	0.0172015223213	0.0258952622552
o	0.196445953727	0.343100647288	0.399382744365	0.020096572169	0.0175760393264	0.0233981084168
t	0.0915214356394	0.149827577436	0.563601421988	0.0570394597297	0.0759170739528	0.0620930253299
è	0.0377507639579	0.0875198017987	0.593867021196	0.0702401605432	0.106902473791	0.103719767754
l	0.0296400915824	0.0580454274569	0.677869659732	0.0603656759811	0.0670365055637	0.107042665068
i	0.0271802916764	0.0339586972947	0.545239694777	0.212950084794	0.0641440839546	0.116527114773
o	0.0102174361155	0.0127424798098	0.270930810852	0.508420723265	0.0834522594315	0.114236246742
j	0.00804034301167	0.00639221805915	0.103762474611	0.627943345955	0.145839756877	0.108021821216
e	0.00777878748394	0.00485351670485	0.052289922117	0.547984440852	0.235129293492	0.151963957123
l	0.00459655438641	0.00416144164342	0.029349050879	0.435239164284	0.334376012897	0.192277719595
ì	0.00307868262791	0.00377695695647	0.0275917808597	0.291488797295	0.382207731366	0.291856031186
</S>	0.00168165328598	0.00284001329223	0.0360580659899	0.203924189447	0.366921315683	0.388574703593
