 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.680096223	0.14928700235	0.08772606684	0.008539430945	0.007406894352	0.005649777491	0.0019499527459	0.003861413574	0.004507005456	0.0024172861032	0.002180854048	0.0020324865824	0.00213118705027	0.00883179318854	0.0333825618659
à	0.731170458427	0.198915480517	0.0307568242442	0.0047102055112	0.00274027769344	0.0026868813976	0.000927365405476	0.00221832819412	0.00162215675472	0.000957478664294	0.000934037672613	0.000876727652093	0.000828114032367	0.00319987687413	0.0174557091242
t	0.726853582902	0.194791264039	0.0136246730876	0.00596975301993	0.00414510229859	0.00497835549513	0.00335506098673	0.00310523985576	0.00104486467069	0.00212021694056	0.00155900197802	0.00198855400044	0.000843842740346	0.00167241707394	0.0339479790173
t	0.661168721634	0.173472844013	0.0207505986712	0.0229045711866	0.0131947829469	0.0205427117437	0.0113169089134	0.0127691931695	0.00670042763636	0.00469032959703	0.00632639243921	0.00440347793154	0.00118585197595	0.00104640319722	0.039526707071
e	0.442459441501	0.388799119938	0.0347313421904	0.0299619206289	0.0146494633143	0.0235709421879	0.0114571746576	0.0141728871838	0.00851539836585	0.00408216387645	0.0069315957136	0.00525771233465	0.000840637632453	0.000485505226799	0.0140846957732
o	0.177404319945	0.715923237979	0.0431534441301	0.0186785832696	0.00713881111743	0.0099167996709	0.00427725328973	0.00527463411927	0.00344322466195	0.00170143064437	0.00252544783887	0.00389744868102	0.000322550278947	0.000274297624632	0.00606855137623
G	0.0678133860238	0.755785969326	0.0641022768434	0.0662924110899	0.00499938327314	0.0101128593906	0.00447696829111	0.00510907224376	0.00200000222398	0.0011658512647	0.00199059967076	0.00218481453301	0.00130615961658	0.0012616451443	0.0113986051031
i	0.0308699326227	0.701189286442	0.111550366014	0.0917350169966	0.00990809999838	0.0165783889702	0.00691451051644	0.00773561706925	0.00212948396606	0.0015859976275	0.00266565882511	0.00155415324447	0.00169843809889	0.00153474566255	0.012350272112
o	0.0146097106594	0.674999904147	0.171993530205	0.0751785248989	0.0181370973935	0.0146902161821	0.00525891534355	0.00581395807002	0.00241592895275	0.0018642976779	0.00211422675823	0.00524824406519	0.000837729014366	0.000794877283462	0.00604285236127
v	0.00728928644279	0.581511981982	0.180565061335	0.1356306585	0.0196631211112	0.016848903146	0.00509431504185	0.00532836020227	0.00234321489892	0.0024083218843	0.00216173303374	0.00989775137986	0.000803293177791	0.00287713669823	0.0275769116138
à	0.00740031320123	0.424650705861	0.273076925645	0.195580328833	0.0173613187704	0.019835577582	0.00519520417128	0.00548984021409	0.00156328551431	0.00221335329663	0.00218609081191	0.00725677639572	0.000723716147397	0.00343718394421	0.0340293979815
