 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.723080388	0.13334665697	0.0349023702014	0.0107111674156	0.0127008677336	0.00487644119631	0.080382066449
i	0.760892494	0.120729415703	0.0605052914987	0.00910050372133	0.00968864557289	0.00404168715285	0.0350418720203
ù	0.510532301333	0.356906003234	0.0910606815769	0.0159768144928	0.00729336447873	0.00351024041436	0.0147205425212
m	0.262693156911	0.556494359078	0.117031459192	0.0437204039843	0.00360088980091	0.00171087217565	0.0147488153298
è	0.159631182777	0.658288675026	0.120709558197	0.0448702297948	0.00189865905364	0.00105025438528	0.0135513597459
s	0.0657421302323	0.672199935009	0.206389626466	0.0301786518383	0.0129868265052	0.00321320495849	0.0092895361209
a	0.0350131010172	0.441530545603	0.446768442822	0.0454415195461	0.0184933472417	0.0043577287869	0.00839528629057
è	0.0141623204269	0.214841930041	0.605827148274	0.146965989582	0.0106533388206	0.0023179116395	0.00523135120486
n	0.00760329480309	0.0921075439203	0.620788486758	0.239502389127	0.00865288203353	0.00480913607297	0.0265361861205
a	0.00714872525482	0.0409634754201	0.475507389853	0.385356182642	0.0488296137045	0.00689681929366	0.035297702205
v	0.0115254441537	0.0201707204687	0.254067545618	0.522527780881	0.0808187320348	0.0461483889999	0.064741319127
à	0.0112421236633	0.0143127444516	0.159887218539	0.603953154294	0.0720241874783	0.0632748540666	0.0753057037077
l	0.00983085971226	0.0135714597259	0.148707987446	0.605962645431	0.0841415172928	0.0661948392889	0.0715907400132
i	0.0129259788077	0.0113622055306	0.108537245222	0.389988524144	0.271211870698	0.120266675563	0.0857075460351
è	0.0082931700965	0.00552385250072	0.0405417252273	0.226280457915	0.527871654233	0.136634930188	0.0548542594117
n	0.00374034901728	0.00481374718902	0.0191932818491	0.184661695638	0.587876416744	0.140450329063	0.0592642673726
a	0.0052513588107	0.00339560026014	0.0101697837364	0.118418502986	0.536074919581	0.240008535354	0.0866813611595
t	0.00577450127806	0.00158879187593	0.0043786147888	0.0455080559687	0.399774018527	0.448085669118	0.0948903485638
a	0.00665125734923	0.00103953174553	0.00222014082616	0.0203638508387	0.224501327042	0.643568283039	0.101655585032
p	0.0107246994058	0.00166774672282	0.00264158060728	0.011566161206	0.120613206481	0.718690581013	0.134095998969
p	0.031048776005	0.00408803438632	0.00389961232429	0.00979422629673	0.0899636867803	0.673540966338	0.187664703114
è	0.0524674913396	0.00675259241579	0.00421741733463	0.012200735127	0.0919129098134	0.582722712113	0.249726165404
t	0.0577583730469	0.00953863388358	0.00500755164181	0.0252791436937	0.0819686079778	0.531802098438	0.288645595088
o	0.0515712622875	0.00796587416414	0.0038857815688	0.0239129077171	0.0590597200019	0.462760489879	0.390843974383
</S>	0.0427171660392	0.00465185613814	0.0023644705063	0.0133209764264	0.0436778782549	0.402583231939	0.490684449192
