 	non	mi	aspetti	che	non	vengo	</S>
m	0.4703520847	0.17027059729	0.125647204834	0.0215825850098	0.00577565102261	0.107084478109	0.0992873433428
ì	0.357609704647	0.311576080697	0.128637916545	0.0246324415263	0.00875926539974	0.106430526512	0.0623539964785
m	0.221083901696	0.434859452032	0.131263914748	0.0388412512588	0.0138024336839	0.117938803169	0.0422102387948
e	0.104659718365	0.509561502011	0.173310368416	0.0773030448829	0.012334538192	0.0806124010803	0.0422184638463
m	0.0554948995217	0.472600758737	0.273694579939	0.0890528774143	0.00985561330733	0.0587254754554	0.0405758057939
ì	0.0462127273586	0.332038398912	0.41879975178	0.0971439061714	0.0189959382924	0.0484874584758	0.0383218031951
n	0.0441974300042	0.248132580037	0.433620738593	0.145961246757	0.0284504204308	0.0649486940826	0.0346888644784
e	0.0234014632085	0.149987546408	0.307415071331	0.322788717319	0.0960961420769	0.0685476055675	0.0317634468461
k	0.0177062028722	0.0798698370733	0.155993295377	0.46842803844	0.137661037826	0.0862205637292	0.054121084614
a	0.0160335065739	0.0543710958394	0.088348517459	0.418331040813	0.241322906409	0.109679240443	0.0719137177233
e	0.00695085570413	0.0212973590391	0.056097078593	0.321780709604	0.406384542803	0.124288175974	0.0632012741771
n	0.00441604485738	0.0118491871347	0.0323919334177	0.205790749601	0.338839326934	0.312322087285	0.0943906893217
è	0.00382180145241	0.00863735035355	0.018113478804	0.0988093569337	0.243864359711	0.496996945428	0.129756657161
r	0.00346918286218	0.00746425521578	0.015210626657	0.0531833347646	0.197827470167	0.622606569476	0.100238504711
k	0.00934607843815	0.0155651299599	0.0170212803833	0.0432003299082	0.114508473552	0.702759990492	0.097598698941
u	0.0106175300952	0.0157899558477	0.0301180579648	0.0314986683341	0.089321343124	0.604926413764	0.217727972647
m	0.00565190152067	0.00907885147883	0.0333839289892	0.0189308214827	0.0666156717013	0.591394711521	0.274944038604
e	0.0038416430328	0.00688350131812	0.0460171748824	0.0131127779342	0.0320208426871	0.51987795384	0.378246035923
</S>	0.00239302353262	0.00428761299897	0.0654624148342	0.0111215798171	0.0232574354935	0.38124248592	0.512235367961
