 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.908436547	0.0463207344	0.0070845283454	0.001892873376	0.003990163092	0.0045323095685	0.0072870401009	0.0039745582964	0.0027247404083	0.00119855348953	0.000914537170885	0.00154012343171	0.0101032788405
ù	0.882516429	0.0861313354667	0.00749536399513	0.00143877807267	0.00250787413133	0.00219980017603	0.0037001425417	0.00234818958747	0.00149868538477	0.000851833163863	0.000582868398077	0.00152717279056	0.00720151758861
r	0.762829566333	0.180002866556	0.0115472704717	0.00682722759022	0.00368968345711	0.00418052339454	0.00296603660703	0.00488788998449	0.00519549259949	0.00394785128002	0.00157399269028	0.00215415895041	0.0101974489471
u	0.496222318844	0.377802236652	0.0621742891839	0.0163897188787	0.00900749671904	0.00530622497618	0.00339346722634	0.00639196901083	0.00637690245906	0.00480423449874	0.00183690944777	0.00152545765866	0.00876877185158
k	0.219407184121	0.516880770217	0.139788649728	0.0426936101196	0.028678162713	0.00837534635206	0.00481560707545	0.0113043374476	0.00624161985742	0.00600304588238	0.00183304247847	0.00142206427764	0.0125565576786
a	0.0961394775403	0.486170857606	0.237244565243	0.0743273719532	0.0449992119977	0.0105875918814	0.00685532078515	0.0131487200605	0.00696644985447	0.00646081514559	0.00187685414929	0.00142925033947	0.0137935190918
s	0.0458300259141	0.408225963769	0.327082284414	0.0927115885311	0.0609464330259	0.0135774472311	0.00848166913305	0.0140590058515	0.00626839443269	0.00609919761253	0.00110035817023	0.000981617123077	0.014636002005
ì	0.0299570490054	0.308495712023	0.343998343471	0.151950263624	0.0881062252086	0.0175747936904	0.0115149241224	0.0165950213305	0.00569350313623	0.00634749323151	0.00100559381541	0.00150459279456	0.0172564979081
t	0.0282810656698	0.250296271741	0.295829287157	0.203513054541	0.10149819987	0.0215124563835	0.0140301301408	0.0266843350502	0.0113313313243	0.0183203788712	0.0022380558378	0.00423206046952	0.0222334798614
a	0.0193927914925	0.158878815667	0.264913351052	0.258396864847	0.164469006623	0.0248328022945	0.0166088727936	0.0290152212521	0.0132460927444	0.0220137777784	0.00253135749323	0.00441546402441	0.0212856609985
