 	lo	posso	finire	di	scrivere	</S>
o	0.681303519	0.2704632514	0.0056285299684	0.0043842172339	0.00334909481562	0.0348713662923
s	0.4757949678	0.438607314067	0.0072019085884	0.0306475380192	0.00945067709922	0.0382976090265
ò	0.238253848527	0.670532762022	0.0086847698428	0.0384714337524	0.0113628336444	0.0326943945267
z	0.190771707569	0.745330997341	0.0137264590143	0.015124519124	0.0056239065818	0.0294224286492
o	0.174870633983	0.63023407578	0.142909978678	0.0197037485732	0.0041751902676	0.0281063248335
s	0.0832299635097	0.520288378593	0.287547371359	0.0438467736177	0.0234125871272	0.0416748292937
p	0.0705062286539	0.398994528931	0.34205892412	0.0625043400726	0.0412115778424	0.0847243351328
i	0.056097309256	0.235056461444	0.52831128104	0.0790917507575	0.0284701516115	0.0729730556166
c	0.0307317805107	0.101938253055	0.671071765013	0.0787534715192	0.0502598506012	0.0672448882369
c	0.0398923619969	0.0907507842317	0.656822181671	0.0521302390264	0.0725341304417	0.087870305629
è	0.0487058142696	0.0946657736239	0.657781591224	0.0482822434355	0.0850065264906	0.065558071257
t	0.0378820035623	0.0653102869946	0.667693409741	0.0618761027185	0.103333245219	0.063904993941
s	0.0230514899332	0.0435133391449	0.581086755247	0.0833532375728	0.10564299636	0.163352215007
i	0.0142445127183	0.024588816409	0.373311630482	0.314505727858	0.0925116142	0.180837718476
à	0.00694141998017	0.0112753239567	0.191208313827	0.618588433286	0.0849634480667	0.087023063272
t	0.0031731281312	0.00762404252823	0.127860587809	0.633900180429	0.146628463676	0.080813562082
s	0.00252051874816	0.00857104701908	0.102808430003	0.399510949076	0.270828485892	0.215760527415
e	0.00228441564081	0.00784632996471	0.051064940921	0.284356622692	0.364309289031	0.290138375314
g	0.0095132472432	0.00549225207696	0.031705579247	0.279970244431	0.415325878744	0.257992750694
r	0.0124492101008	0.00587317797297	0.030382069369	0.18831134083	0.457777704915	0.305206463259
à	0.0056669586123	0.00749254262186	0.0242275352257	0.176574117337	0.505504186305	0.280534711325
t	0.00291292792797	0.00815560882033	0.0170461834286	0.148935437286	0.606457103435	0.216492803442
s	0.00461302078859	0.0127313651399	0.0123466077335	0.0662436557753	0.580412637812	0.323652726187
i	0.00477014990944	0.0133783601317	0.0131391185804	0.0336270720884	0.403873215737	0.531212104436
</S>	0.00282736624555	0.00763696815247	0.012961058484	0.0242938067692	0.317328013569	0.634952844218
