 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.921326135	0.039735799917	0.00973791633	0.00559319937238	0.00740916782429	0.00349817341328	0.00195344128565	0.00096072353787	0.00978549963882
f	0.701536861267	0.15419744117	0.035769772234	0.037383380357	0.0305582861968	0.00288201277774	0.00185800568185	0.00468192126474	0.0311323502239
è	0.528648644689	0.26377695219	0.0591146100313	0.0562418339857	0.0395099561143	0.00474857690985	0.00218244322822	0.00628984178191	0.0394871885076
n	0.53366176843	0.309654802797	0.0726322524104	0.0318299545286	0.0191130148224	0.00499875107135	0.00313047434767	0.00298752757497	0.0219914634143
e	0.34968839599	0.450478362532	0.150201279737	0.0182361996429	0.0087870966878	0.00311236564898	0.00319272076836	0.00157881211432	0.0147247215322
t	0.13953015025	0.578113246844	0.187329158579	0.0414527061476	0.0074672533746	0.00324129818633	0.00596201426992	0.00263377224277	0.0342703518987
e	0.0566252537599	0.533691426281	0.282379221526	0.0576926766492	0.0112540755409	0.00489980167944	0.00789342482571	0.00325849872752	0.0423055609773
k	0.0310711989165	0.424367517094	0.352170889042	0.10504826095	0.0225214787376	0.00813162071648	0.00614161996097	0.00432699009577	0.0462203662938
a	0.0192352385969	0.286812917031	0.435571980881	0.145017084717	0.0346243380565	0.0136755830895	0.00882761922766	0.00482652585926	0.0514086798543
o	0.0113985542878	0.13736710681	0.557968094694	0.169282143306	0.0544436792188	0.0156097492645	0.0112616271192	0.00310788954309	0.0395611332321
l	0.0063476831254	0.0673184220987	0.405123263831	0.365858083769	0.0603530972063	0.0170494445748	0.0195629845157	0.012109524657	0.0462774314287
à	0.00443219654057	0.0338550514749	0.19833341521	0.554647683256	0.100209405202	0.0329383352983	0.0235971177986	0.0168420662457	0.0351446542336
d	0.00377148612496	0.0193826594716	0.102923040603	0.603312386419	0.140244257534	0.0673787620994	0.0153269069395	0.0153616306592	0.0322988511645
r	0.00389690622232	0.0339021822972	0.0790114455743	0.502652183473	0.138832292865	0.1322070547	0.0187080836265	0.0218582319037	0.0689316506048
o	0.00432840796884	0.0340823651644	0.0647034905648	0.264857602918	0.233059901508	0.1742879837	0.0993999845422	0.0272502505679	0.0980300855116
m	0.00473552594623	0.0146374335735	0.0315796043789	0.154227915666	0.234022941323	0.2441765401	0.157169104247	0.026928732436	0.13252224555
b	0.00813950531556	0.0117540302178	0.0284017740836	0.146389881689	0.147860258994	0.3363351333	0.118027596882	0.029161735172	0.173930084971
ì	0.0114086069581	0.0109420425433	0.0361237407279	0.102737874296	0.147583234265	0.348854475167	0.156471634094	0.040373131304	0.145505261799
k	0.0147236398088	0.0086101250955	0.0254761131226	0.0730807827253	0.123514918068	0.401063174056	0.191949483898	0.049046581568	0.11253518287
e	0.0160111262267	0.00819680813509	0.0139340131348	0.0445299924988	0.0718495229493	0.318901453352	0.325433029166	0.0962657003893	0.10487836136
a	0.0100271866507	0.00567244975289	0.0079541304409	0.0156306830486	0.0345363258831	0.122018875164	0.405662002389	0.309247056463	0.0892513084533
p	0.0053022021207	0.0044050350465	0.00328094578063	0.00784680277153	0.022644757005	0.0500219587813	0.268302125863	0.523713763488	0.114482388344
ò	0.00360865424726	0.00382033954387	0.00186229488232	0.00497418308318	0.015974406699	0.0240008265338	0.149616252641	0.672126539163	0.124016467508
t	0.00196425710945	0.0026455348754	0.0013462866092	0.00279169773373	0.00767056142033	0.0183864356399	0.0700910918003	0.782802869054	0.112301207236
t	0.00196093611648	0.00251537572368	0.00129871665038	0.00421010369091	0.00884755260411	0.0237815156753	0.0487247749668	0.732470397685	0.176190563359
u	0.00201993399711	0.00172683656571	0.00176789290053	0.00395386335032	0.0081360453573	0.0176965588466	0.0330020694023	0.580065609895	0.351631223333
</S>	0.0021559392565	0.00156944249119	0.00206952522187	0.00210803006068	0.00450608838755	0.0092517994656	0.0204717007211	0.487154484948	0.470713064666
