 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.8349208704	0.0694818575	0.0020245732022	0.00726104694214	0.00233981118489	0.0139610122298	0.0700108381069
ì	0.8530803908	0.104779431067	0.00295255091451	0.00589471714501	0.00144799783702	0.00590168626213	0.0259432000048
s	0.747476256933	0.208209541256	0.0107955149846	0.0118007053821	0.00282658853185	0.0042886634983	0.0146026708172
i	0.507765532111	0.422250052419	0.036661568673	0.0143339675942	0.00364169817666	0.00403874360728	0.0113084135037
f	0.290410902104	0.55121910614	0.0725934288243	0.0262214152881	0.0198438270096	0.00927139719969	0.030439987351
a	0.166315338055	0.549965354047	0.173953325781	0.034149311656	0.0269597982365	0.0111381230686	0.0375188074523
m	0.0912081352748	0.573595390016	0.249782080494	0.0385138179853	0.0138866761922	0.0071044821622	0.0259094380768
ì	0.060044156134	0.655744032005	0.191012516065	0.0551066527284	0.00888044128207	0.00607000997807	0.0231422141783
g	0.0583448394696	0.711539726002	0.132394462435	0.0570381220761	0.00636321178536	0.00698065733269	0.0273389968861
l	0.0544823060222	0.623288020001	0.112901487825	0.0633410989587	0.0127339130951	0.0460870427576	0.0871661383554
i	0.0351526193337	0.387196611154	0.223042814675	0.144844864853	0.040127449565	0.0617238288725	0.107911743778
a	0.0139555069953	0.160108864367	0.367566240225	0.284035551951	0.0643407869883	0.0405227567242	0.0694701927327
e	0.0073421477702	0.0558863197903	0.328804756008	0.384679207317	0.128237378129	0.0462750704681	0.0487750491922
n	0.00641353290073	0.0215173321888	0.183379527469	0.388054180439	0.25243075991	0.0988228271694	0.0493817766421
è	0.0158270585577	0.0130893717096	0.0757292755363	0.36880905148	0.324034298637	0.140510570656	0.0620003594307
c	0.0204499077897	0.0143505623232	0.0586575775788	0.397999041627	0.267009838546	0.188431663085	0.0531013817369
h	0.0154059821066	0.0310134409811	0.0568015806129	0.352439090876	0.222927387849	0.261377362362	0.060035118423
i	0.010298915368	0.0313591011773	0.0335188349843	0.205154217159	0.312791051283	0.287788682121	0.119089243252
n	0.00589753867605	0.0140742250926	0.0139112885881	0.0876798212863	0.358228430094	0.375581300707	0.144627457381
a	0.00418614223932	0.00767588412235	0.00588286875737	0.0374449319314	0.251371565465	0.545665211569	0.147773421024
f	0.00501714565373	0.00721146012342	0.00305894802246	0.0157954296198	0.155402805588	0.636661629856	0.176852575755
à	0.00722724908738	0.0073143248179	0.00296392988109	0.0106714155866	0.104663071329	0.679276590619	0.187883390398
i	0.00501034773551	0.00356277468536	0.00237898628316	0.00740155641053	0.0467316345163	0.65227416474	0.282640465133
</S>	0.00292686642496	0.00249348107818	0.00154367964838	0.00482356551776	0.0265405311682	0.58500586617	0.376665906567
