 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.705488107	0.24895172268	0.008705456237	0.004976235857	0.000916178208656	0.00384136629336	0.027120923153
g	0.506674694333	0.347527678893	0.0585617960237	0.0220649709957	0.0274721259073	0.0099949945725	0.0277036942909
e	0.329433503298	0.494358595631	0.0749069786146	0.0270684830624	0.036591845603	0.0113286474621	0.026311964607
n	0.199301661853	0.695185419877	0.0466002104049	0.0161217655027	0.0154699038355	0.0072971269033	0.0200239893943
i	0.120097315518	0.761558295292	0.059348981955	0.0192380875122	0.0100260783078	0.00853412993043	0.0211972081968
t	0.114709548253	0.753440066431	0.0676811947583	0.0257470825774	0.0112643270113	0.00786860413081	0.0192892859189
ò	0.0973811054777	0.67090693481	0.130023556159	0.0408302399525	0.0115840278304	0.0186157605409	0.0306584198796
r	0.0787608232059	0.571354333603	0.195609447053	0.0643193512508	0.0110267156035	0.0323063180603	0.0466229618532
u	0.069751278968	0.388990227134	0.310494403351	0.119632517417	0.0382379305145	0.0304263347401	0.0424672409911
e	0.0315482996699	0.175023542358	0.39297502245	0.277001817806	0.0599368615015	0.0202283164067	0.0432861138037
n	0.0154439595143	0.077436308766	0.261196171017	0.414959298202	0.131432238551	0.0246544748722	0.0748775462586
è	0.00920208464083	0.039559412582	0.157166072539	0.433031594334	0.197585060024	0.0466072349541	0.116848564464
n	0.0161182972929	0.0319234972407	0.154311024713	0.441975792778	0.165444550348	0.0662212208847	0.124005608981
u	0.0184956703188	0.0245144052757	0.111786895851	0.450909096726	0.218893327949	0.0951610744949	0.0802394787937
s	0.00776631622804	0.0104134135013	0.0467663554237	0.331954879442	0.39431160665	0.108346123715	0.100441257327
s	0.00472586775907	0.00620106649443	0.0191337489012	0.169059231681	0.501282208883	0.14451957525	0.155078298006
c	0.00352857097589	0.00433106913814	0.0137777733937	0.097256932427	0.435526452294	0.206829494611	0.238749740484
e	0.00434166631316	0.00415531729871	0.0114741974406	0.081809010809	0.377247800098	0.198436380403	0.322535687343
r	0.00520934843108	0.0046366533237	0.0066113772842	0.0655572677963	0.432763150033	0.173788673292	0.311433654325
r	0.00457682939465	0.00545012514203	0.00482873866807	0.0402962422721	0.408394441478	0.272915023555	0.263538710433
è	0.003869826293	0.00615933518194	0.0169416254834	0.047384077288	0.317695465959	0.362047408752	0.245902344658
t	0.0048003412308	0.00998466533811	0.0228270391331	0.0483221756547	0.271591511693	0.389088245584	0.253386120753
s	0.014877838215	0.0154474313262	0.012309375753	0.0343520436369	0.212632391371	0.395955320928	0.314425697184
u	0.0162932748729	0.0129914041937	0.0059428020752	0.0208559764807	0.123828734904	0.456978168709	0.363109715728
m	0.0110676086986	0.00768257071267	0.0032685560946	0.0105784343926	0.131610799825	0.494584205116	0.34120785131
e	0.00925370748031	0.00525911748697	0.00227547929687	0.00692645288187	0.131421047006	0.499976004585	0.344888232504
m	0.010351921619	0.00383192099038	0.00188026535549	0.00550570139296	0.122602133055	0.499893946268	0.355934195986
à	0.0104847058291	0.003033109723	0.00282172307713	0.0122076853423	0.12063450557	0.510723851496	0.340094476547
i	0.0040593124705	0.00264036271428	0.00264545257315	0.0139429769702	0.0586181711814	0.524602325165	0.393491412249
</S>	0.00227861719058	0.0028206154725	0.00207762299257	0.0094118523863	0.0466948755007	0.471077146582	0.465639258125
