 	Marika	è	che	si	sposa	domani	</S>
M	0.916093906	0.03044820993	0.0106698189604	0.0037063183052	0.00746632175745	0.0187034390358	0.0129119477395
a	0.800579180667	0.101418752843	0.0203061035548	0.0159500358932	0.0374326420892	0.0124818650686	0.0118313862114
r	0.589704131089	0.162208589414	0.0867430769683	0.0329889794348	0.063830259894	0.0203038148125	0.0442210823265
ì	0.425434234563	0.277687187671	0.121651926583	0.0317334126653	0.0610609787172	0.0284192825514	0.0540129577895
k	0.323076917988	0.388490149224	0.120844014371	0.0450275010931	0.0539014505504	0.0356259962745	0.0330339912325
a	0.197741591979	0.484268641075	0.160910291124	0.0509819258977	0.0524344794101	0.0324429576002	0.0212201214308
è	0.089846013843	0.542578216358	0.180331592375	0.0320828019392	0.09332666107	0.0460528422421	0.0157818975369
n	0.0521036023477	0.381575367119	0.290477042458	0.0499709531531	0.10173176969	0.0768227890807	0.047318549997
a	0.0264828573123	0.1948526422	0.331967843886	0.171570923584	0.15481389163	0.0654188620736	0.0548930752237
r	0.0134295950605	0.08822430312	0.266699857562	0.305448649861	0.17810367211	0.0659048989479	0.0821890984146
m	0.0302897856135	0.0708898674667	0.264202510921	0.34924798582	0.0907314402633	0.0589293662526	0.13570910141
a	0.03507652631	0.0668219278156	0.23008828384	0.337053729007	0.195212836548	0.0274952725842	0.108251468865
s	0.0171683508305	0.0338396292785	0.20448979418	0.303678578469	0.252029948683	0.0401529786547	0.148640810155
t	0.0143150466418	0.0509005184395	0.222669481227	0.257712486756	0.139941512261	0.0464553439316	0.268005750087
ì	0.00906528340387	0.0546613302532	0.157196600342	0.158335605112	0.173160586354	0.211061032671	0.236519666162
à	0.00369867781642	0.0274899110511	0.0544453939453	0.0649855800953	0.181386631918	0.52507247889	0.142921369654
v	0.00476228484485	0.0185847216544	0.0425867932184	0.0519801169854	0.107788887333	0.630983106963	0.143314104791
v	0.00879329734446	0.0212900197088	0.0802624326115	0.0639108261508	0.103215728671	0.479669567354	0.242858142288
r	0.0128580623544	0.0394613846296	0.11253840075	0.0795802300836	0.086624508757	0.270060669418	0.398876770696
i	0.0107984209591	0.0362768476055	0.0847722943797	0.0961535502235	0.047589079379	0.126217973206	0.598191884913
</S>	0.00617742881975	0.0199525405763	0.0479999382644	0.0952545011552	0.0352532725795	0.071204527803	0.724157834457
