 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.5909732413	0.08888147176	0.137462078977	0.032979165593	0.0298248835033	0.0325061447648	0.00350223619131	0.00413366542922	0.00813629557476	0.0716007838181
i	0.415344340567	0.23688592762	0.160174830677	0.0394007910663	0.0548991068222	0.0323739094808	0.00301526719	0.00351967048019	0.00615690811179	0.0482291893
n	0.251053866132	0.346683359327	0.193456105426	0.0835590905554	0.0654115906663	0.0192443202723	0.0044315623844	0.00327756035325	0.00466322014027	0.0282192332254
d	0.15962942032	0.330922991762	0.261105115275	0.121143142105	0.0512456816488	0.0265182250974	0.0088411553432	0.00508532700548	0.00647859769809	0.0290302758205
è	0.121563828166	0.327333488587	0.299585871692	0.0951430096417	0.0950892667763	0.0260373986858	0.00794450620147	0.00408512336583	0.0049777506677	0.0182397277532
l	0.0509743627813	0.255058836262	0.412898446364	0.0831088673672	0.113289908292	0.0227856629326	0.0128471345596	0.0172439522326	0.0128742976142	0.0189185078777
a	0.0239919785503	0.186337424554	0.487093380788	0.156192676989	0.059181734304	0.0181067905549	0.0139877783605	0.0213239592649	0.0151901865036	0.0185940343368
à	0.00965643498823	0.153985908341	0.419226879889	0.241894742096	0.112608962575	0.0152059534136	0.00653027173383	0.00892269008543	0.0175482372487	0.0144198903561
l	0.00507547375028	0.0908634687563	0.385727262256	0.255988834985	0.180186948258	0.0218825762999	0.00572820401561	0.0105783683045	0.0242503953062	0.0197185012104
l	0.00512930578469	0.0639857791188	0.343048292085	0.257127426848	0.141394884286	0.0769414244533	0.0094476599992	0.017867435141	0.0294341958847	0.0556236324253
e	0.00467173194999	0.0553972360363	0.230834614028	0.320556954949	0.156380783295	0.116936430444	0.0118333504477	0.0155206908377	0.0265384899401	0.0613296681844
s	0.00348746496976	0.0290421304188	0.169237917676	0.342309238983	0.244363952498	0.117605788375	0.0138481671239	0.0192446963766	0.0205307308052	0.0403297873999
è	0.00281892397725	0.0126261479692	0.106404415572	0.243888346661	0.349692598166	0.191860608032	0.015197144586	0.0242469178182	0.0192198002437	0.0340449774121
t	0.00177423458482	0.00912876341407	0.0811299819373	0.177722833754	0.422560993655	0.233452994051	0.0137593398533	0.0183171863654	0.0168748026632	0.025278797702
t	0.00224560572334	0.0100751224161	0.0708090185791	0.172307076718	0.327014845218	0.212668340484	0.0197404390751	0.0292715166885	0.0469127871277	0.108955225703
e	0.00188686729171	0.00793003825234	0.036171502275	0.149387339386	0.254084775939	0.296835224895	0.0370417419157	0.0365743200695	0.0537731630334	0.126315027177
k	0.00201925024332	0.00723329690681	0.0373117233323	0.109839514869	0.307824232113	0.352626799632	0.0422115427052	0.0310072007298	0.0495649912453	0.0603614163617
a	0.00220189554526	0.00702748502145	0.0372826013355	0.0708239418163	0.299627055058	0.393943627211	0.0654335838351	0.0359550820433	0.0467603542858	0.0409443420166
v	0.0026217848956	0.00765312207991	0.0285145184781	0.0489527750801	0.262501960509	0.420673662404	0.092741538745	0.0524240219478	0.0442479665493	0.0396686655189
ò	0.00253795681737	0.00656503644677	0.0239482152269	0.0371572844614	0.199992224906	0.432743078801	0.091307040715	0.111298761716	0.0561513843964	0.038299021853
e	0.00135244200401	0.0034780987248	0.0091804646437	0.0138786935358	0.125462707773	0.399574188934	0.205980473238	0.166524341105	0.0515502249041	0.0230183855577
n	0.0011947995754	0.00214080984686	0.00515755729765	0.0075420452084	0.085099334009	0.259658942645	0.247927712746	0.223054178902	0.10565106974	0.0625736047826
ì	0.000900926795521	0.00124451708804	0.00333340473436	0.00526937390993	0.0451104615843	0.203652498148	0.146518052782	0.347424019634	0.166078525313	0.0804681985775
m	0.00224339358784	0.00277392373173	0.00421717937042	0.00399443303944	0.0256019994961	0.206821434316	0.118628374861	0.391393607878	0.192944306304	0.0513812853125
e	0.00276624900664	0.00376834213	0.00546442670425	0.00367394533228	0.016398937158	0.148006848999	0.11981256262	0.328134459293	0.290420893968	0.0815533233975
p	0.00327205668995	0.00633492978383	0.0145641273283	0.00348408054299	0.0106385686375	0.0573547563263	0.0952053632733	0.303354369098	0.362942596656	0.142849194657
r	0.00339559191359	0.00694015036688	0.0167877542045	0.00438629524356	0.00877000241803	0.0257935874554	0.0497439145378	0.227424011499	0.415150877552	0.241607872486
ò	0.00136152124246	0.00294350935546	0.00626573677131	0.00277090491852	0.00463280719001	0.0121760879718	0.0203462570976	0.11354549552	0.586307610517	0.249650108704
n	0.00185756548426	0.00195231037957	0.00484391068899	0.0015029860302	0.003699027619	0.00650971080193	0.0126963404942	0.09384908586	0.715237887506	0.157851185235
t	0.00215251435509	0.00188842078726	0.00443157622592	0.00137540809289	0.00646911455867	0.00526791469198	0.0096995420614	0.0852501223467	0.682727798502	0.200737535312
a	0.00114196860051	0.0022054337289	0.00289163905482	0.001133387469	0.00599853202129	0.00348719423199	0.0079243236698	0.0491711708022	0.564546423501	0.361499848937
</S>	0.000847882133389	0.00287114110644	0.00300640010961	0.00108726576636	0.00358065801225	0.002196464838	0.0092780687489	0.0323778590411	0.49188109975	0.452873104469
