 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.81092805	0.071853655	0.00393561525	0.007002643796	0.0180595590444	0.0012108412156	0.0025027724009	0.0009557370409	0.00117540771023	0.00501096693911	0.0022423074856	0.0056671572211	0.00684860592495	0.0035405720508	0.0043860814588	0.0023424475079	0.000758600372984	0.00128187055909	0.0015708915844	0.00305425885362	0.00963532364915	0.0091452324246	0.0055106736514	0.00642350266136	0.00082937041127	0.00168681316375	0.00151973329353	0.00045109891284	0.00119357903144	0.00147604183454	0.0039968503516	0.000282495500084	0.00049737205342	0.000396643732305	0.00262716040738
m	0.58020409302	0.188882826333	0.0637311569433	0.0183265219653	0.0191860189481	0.00474623286227	0.00754452480377	0.00196480224723	0.00470759357823	0.0053232859828	0.00509463666667	0.00676269949617	0.00772048304928	0.0038406591864	0.00492971039287	0.00725176533947	0.00114727713962	0.00167672978259	0.00140370368241	0.00296851780922	0.00936744725204	0.0113586277633	0.00568078823046	0.00618641104596	0.0017567958724	0.00195150939635	0.00106731095026	0.00156922045684	0.000900096589577	0.00140038671871	0.00338275854269	0.000651463311684	0.000780285000753	0.000667233409692	0.0158663782825
ì	0.272230805293	0.504423435444	0.0857445333944	0.0192595102438	0.0140368803134	0.00560998703409	0.00800307769466	0.00211143166768	0.00582661418825	0.00261389775983	0.00555867692736	0.00450804239882	0.00448711026333	0.0021880967848	0.00300952991746	0.00781725419279	0.00120541740694	0.00127537795913	0.0010530291677	0.00131001720619	0.00400438603465	0.00670745147005	0.00308142817498	0.00295380790741	0.00194626072996	0.00126927505664	0.00085564564374	0.00184608230062	0.000402654542232	0.000813777524101	0.00205452976282	0.000875201046712	0.000757143070211	0.000754858022069	0.0194047707468
d	0.181321860784	0.670931705815	0.0568379744448	0.0158790392808	0.0128394303858	0.00259686167683	0.00410938584462	0.000984708630093	0.00269538530092	0.00132060820148	0.00328126392872	0.00256761167167	0.00188051097668	0.0010537406133	0.00186889477079	0.00571820215417	0.00112322317365	0.000771137365943	0.00062965444738	0.00073084620855	0.00183999411474	0.00368417805703	0.00170966623819	0.00161480590342	0.00147772953988	0.00090727126788	0.000844060041667	0.00114372983991	0.000380873313648	0.000555097238478	0.00134314361568	0.00108628794042	0.00052881435849	0.000732387524098	0.0130099097134
e	0.151994494448	0.584483793272	0.171263648482	0.0224301134778	0.0159987771193	0.00324311841508	0.00345688292921	0.000861073002964	0.00221265909431	0.000972015328778	0.00272206575566	0.0019171975177	0.00145595056909	0.000706943824753	0.00164623174326	0.00512290424414	0.00164642546406	0.000625601979926	0.000534355245123	0.000664220550413	0.00122187146112	0.0027955569405	0.00131132707994	0.00122188772259	0.00158665776583	0.000830735874827	0.000872092928189	0.000950235249803	0.000412887935847	0.000515368865478	0.00117102078453	0.00110029459552	0.000451455796563	0.000721912414212	0.0108781634977
c	0.0723324492553	0.452662851757	0.332037757894	0.0365103763793	0.0228583517998	0.00815280532903	0.0075817825664	0.00272266020965	0.00570054570077	0.00118949468481	0.00482772880244	0.00204131462708	0.00201714855456	0.000853396790204	0.00267779292995	0.00840326684183	0.00245556771393	0.000876180384253	0.000687585874371	0.00100784483183	0.0013219238886	0.00335703819825	0.00247935031182	0.00188127155505	0.00195182515394	0.00152634892987	0.00120277826586	0.00147035658573	0.000846561162202	0.000898813903478	0.00132797464404	0.00130952905986	0.000890315131261	0.00065432459328	0.0112846449076
i	0.0351624295038	0.359652466386	0.434883722631	0.0511657329864	0.0237079559799	0.00856576657368	0.00904403751347	0.00341210949122	0.00657806653159	0.00145361069215	0.00587802373555	0.00201687993289	0.00209390302799	0.000938559733101	0.00287781822526	0.00970360248228	0.00250882556698	0.000980400801982	0.000937702443824	0.00132584027185	0.00148518833448	0.00368204333497	0.00311155486014	0.00237810459807	0.00278464593678	0.00201727724769	0.00132506974249	0.00199592731391	0.00119263852167	0.00129506832636	0.00130707124979	0.00133265229002	0.00114661805333	0.000645461448617	0.0114132242438
d	0.0166980550433	0.283226472129	0.473494953544	0.0877612593555	0.0240532466133	0.0105719194446	0.0123324620372	0.00400649189174	0.0071266133952	0.00166135790126	0.00703261509125	0.00206511728043	0.00290203772113	0.00118291988673	0.00379119089503	0.0102249040802	0.00341668056666	0.00110681794056	0.00109370875331	0.00141461180059	0.00161076105224	0.00411061190454	0.00303987310318	0.00238838576214	0.00373852365106	0.0021097699055	0.00125805182156	0.0023306671153	0.00118962636987	0.00130184738363	0.00177424849831	0.00137609293608	0.00127373349202	0.000859407361529	0.0164749815257
è	0.0101304360264	0.224362672643	0.427703189848	0.138983632385	0.0777238966511	0.0120857533909	0.0130500178964	0.00406000330058	0.0072027582464	0.00181661747175	0.00704072280108	0.00296091600841	0.00322636952971	0.00134221359398	0.00452517925234	0.0101864725267	0.00353763484155	0.00121021434219	0.00096748203577	0.001172883203	0.00160276542535	0.00417214007485	0.00294027927406	0.00229885120511	0.00328917894902	0.0018815484315	0.00131418034445	0.00211988257683	0.000985915809823	0.00101458058861	0.00282868367784	0.00175888667936	0.00125533960861	0.00096743203791	0.018281330324
t	0.0075951335632	0.201606046348	0.413502517283	0.160441899335	0.0986080012837	0.0094216191703	0.00896347786813	0.00402119521686	0.0054591098368	0.00236813316192	0.00548757271303	0.0041105529268	0.00359008877657	0.00213485671639	0.00497281959345	0.00651409630957	0.00469341795052	0.00239436444073	0.00176548487359	0.0016155288638	0.00241086959072	0.00429003168095	0.00221681415102	0.00176132243544	0.00319630696834	0.00137604347617	0.00138358351855	0.00259208329068	0.00211359255934	0.00077563204267	0.00286637961855	0.00175504032912	0.00065480151747	0.00114994515824	0.0221916916593
