 	può	che	sono	ancora	svegli	</S>
i	0.834000297	0.10903146256	0.0106653044789	0.0150722405656	0.0036211538667	0.0276094592348
s	0.760435830333	0.118989339387	0.0223479219773	0.0495825038579	0.00250164690677	0.0461426844963
ò	0.724357474111	0.139130358996	0.0292203098591	0.052807611432	0.00188419306772	0.0526000625751
z	0.668434038704	0.230525893465	0.031864557153	0.0207739246253	0.00224947570057	0.0461521373227
i	0.411223072081	0.430498378755	0.0895577293177	0.0196093292418	0.00426270306619	0.0448487745666
k	0.162013285853	0.501948940918	0.231272016373	0.0425676544273	0.0211453508507	0.0410527452069
a	0.0718092762703	0.376826164639	0.409425659058	0.0563694165158	0.0418797781049	0.0436897658203
ì	0.0425923079168	0.226586868353	0.568905971019	0.0815162905719	0.0526375702863	0.0277610569201
n	0.0224516456289	0.0988579726843	0.672920849673	0.0874447318573	0.0527209727114	0.0656038525424
e	0.0117227726199	0.0476733069014	0.507344229024	0.312987056419	0.0462481118858	0.0740245162098
a	0.00677848036697	0.0211414254718	0.246663931501	0.603965012806	0.0644387101113	0.0570124183833
n	0.00453252357052	0.0113503553806	0.142329140194	0.579873101755	0.128104911117	0.133809955624
k	0.0442761863563	0.0154559858389	0.114747925665	0.383815680672	0.120278423899	0.321425755139
ò	0.0979222506234	0.0216730783263	0.158431490222	0.237374095824	0.054698935513	0.429900103754
r	0.0893776838615	0.0289179740154	0.185359438474	0.363208436941	0.0462165337377	0.286919964738
a	0.0506598018709	0.0282198021629	0.122804659145	0.506386817314	0.103893650313	0.188035337666
a	0.0254138835244	0.016692594881	0.0466467156343	0.367815454105	0.367810276104	0.175621070422
t	0.0125992892402	0.0103321930746	0.0205089067441	0.215835505768	0.555377110835	0.185346964227
s	0.0248393320502	0.0147188502619	0.0158685751294	0.163126121496	0.460985225345	0.320461864229
ù	0.0285858172529	0.0149260308272	0.0156587210758	0.097247741092	0.493776817382	0.349804792476
n	0.0153371570585	0.00892030920816	0.0157144874833	0.066344603584	0.602757934194	0.290925520425
n	0.064464762919	0.0218953635203	0.0258577524678	0.0502106952613	0.458288718198	0.379282794008
i	0.0770492054079	0.0252477980289	0.0232599175122	0.0458152308918	0.452293017799	0.376334846936
t	0.0295239760968	0.014743597983	0.0127479855188	0.0624591305353	0.464430619933	0.416094654079
i	0.0191137739361	0.0112993130746	0.0135156219907	0.0536735526258	0.283525460644	0.618872247126
</S>	0.0194750308059	0.00898614569087	0.0146137698343	0.0349669079339	0.233655594322	0.688302543563
